SourceRow;WorkerID;RawPrefix;PrefixASCII;TailN;OriginalFilename;CalculatedFilename;Result;OriginalLen;CalculatedLen;FirstDiffPos;OriginalAtDiff;CalculatedAtDiff;Block1;Block2;Tail
245;CUQSJ00101;151;51;5;0K101I1E1G170H0H0I0H0I222I302W2Y2P1Z20211Z200--101I1E1G170W0I0H0I630Y0;0K101I1E1G170H0H0I0H0I222I302W2Y2P1Z20211Z200--101I1E1G170W0I0H0I630Y0;OK;70;70;;;;0K101I1E1G170H0H0I0H0I;222I302W2Y2P1Z20211Z20;101I1E1G170W0I0H0I630Y0
246;1QA0000101;52;52;3;0L0I1E0Y0H0H0H0H0I0H0I24212X2H202120212220210--0I1E0Y2J0I0I0H652N;0L0I1E0Y0H0H0H0H0I0H0I24212X2H202120212220210--0I1E0Y2J0I0I0H652N;OK;65;65;;;;0L0I1E0Y0H0H0H0H0I0H0I;24212X2H20212021222021;0I1E0Y2J0I0I0H652N
247;1Y90000101;52;52;3;0L0I1M0Q0H0H0H0H0I0H0I24213529202120212220210--0I1M0Q2J0I0I0H652N;0L0I1M0Q0H0H0H0H0I0H0I24213529202120212220210--0I1M0Q2J0I0I0H652N;OK;65;65;;;;0L0I1M0Q0H0H0H0H0I0H0I;2,42135E+21;0I1M0Q2J0I0I0H652N
248;2Y80000101;52;52;3;0L0J1M0P0H0H0H0H0I0H0I24223528202120212220210--0J1M0P2J0I0I0H652N;0L0J1M0P0H0H0H0H0I0H0I24223528202120212220210--0J1M0P2J0I0I0H652N;OK;65;65;;;;0L0J1M0P0H0H0H0H0I0H0I;2,42235E+21;0J1M0P2J0I0I0H652N
249;4W80000101;52;52;3;0L0L1K0P0H0H0H0H0I0H0I24253328202120212220210--0L1K0P2J0I0I0H652N;0L0L1K0P0H0H0H0H0I0H0I24253328202120212220210--0L1K0P2J0I0I0H652N;OK;65;65;;;;0L0L1K0P0H0H0H0H0I0H0I;2,42533E+21;0L1K0P2J0I0I0H652N
250;6U80000101;52;52;3;0L0N1I0P0H0H0H0H0I0H0I24263128202120212220210--0N1I0P2J0I0I0H652N;0L0N1I0P0H0H0H0H0I0H0I24263128202120212220210--0N1I0P2J0I0I0H652N;OK;65;65;;;;0L0N1I0P0H0H0H0H0I0H0I;2,42631E+21;0N1I0P2J0I0I0H652N
251;AUOXJ00101;152;52;5;0L0Y1I1C1L170H0H0I0H0I242H312V342Q20212220210--0Y1I1C1L170X0I0I0H630Z0;0L0Y1I1C1L170H0H0I0H0I242H312V342Q20212220210--0Y1I1C1L170X0I0I0H630Z0;OK;70;70;;;;0L0Y1I1C1L170H0H0I0H0I;242H312V342Q2021222021;0Y1I1C1L170X0I0I0H630Z0
252;BYPRJ00101;152;52;5;0L0Z1M1D1F170H0H0I0H0I242I352W2Y2Q20212220210--0Z1M1D1F170X0I0I0H630Z0;0L0Z1M1D1F170H0H0I0H0I242I352W2Y2Q20212220210--0Z1M1D1F170X0I0I0H630Z0;OK;70;70;;;;0L0Z1M1D1F170H0H0I0H0I;242I352W2Y2Q2021222021;0Z1M1D1F170X0I0I0H630Z0
253;1RA0000101;53;53;3;0M0I1F0Y0H0H0H0H0I0H0I26222Z2I212221222321220--0I1F0Y2K0I0H0I652O;0M0I1F0Y0H0H0H0H0I0H0I26222Z2I212221222321220--0I1F0Y2K0I0H0I652O;OK;65;65;;;;0M0I1F0Y0H0H0H0H0I0H0I;26222Z2I21222122232122;0I1F0Y2K0I0H0I652O
254;3Y80000101;53;53;3;0M0K1M0P0H0H0H0H0I0H0I26243629212221222321220--0K1M0P2K0I0H0I652O;0M0K1M0P0H0H0H0H0I0H0I26243629212221222321220--0K1M0P2K0I0H0I652O;OK;65;65;;;;0M0K1M0P0H0H0H0H0I0H0I;2,62436E+21;0K1M0P2K0I0H0I652O
255;5W80000101;53;53;3;0M0M1K0P0H0H0H0H0I0H0I26273429212221222321220--0M1K0P2K0I0H0I652O;0M0M1K0P0H0H0H0H0I0H0I26273429212221222321220--0M1K0P2K0I0H0I652O;OK;65;65;;;;0M0M1K0P0H0H0H0H0I0H0I;2,62734E+21;0M1K0P2K0I0H0I652O
256;AR10000101;53;53;3;0M0Y1F0I0H0H0H0H0I0H0I262I2Z22212221222321220--0Y1F0I2K0I0H0I652O;0M0Y1F0I0H0H0H0H0I0H0I262I2Z22212221222321220--0Y1F0I2K0I0H0I652O;OK;65;65;;;;0M0Y1F0I0H0H0H0H0I0H0I;262I2Z2221222122232122;0Y1F0I2K0I0H0I652O
257;CE55200101;53;53;5;0M10120M0M0J0H0H0I0H0I262K2M26272321222321220--10120M0M0J0Y0I0H0I63100;0M10120M0M0J0H0H0I0H0I262K2M26272321222321220--10120M0M0J0Y0I0H0I63100;OK;70;70;;;;0M10120M0M0J0H0H0I0H0I;262K2M2627232122232122;10120M0M0J0Y0I0H0I63100
258;GQYMJ00101;153;53;5;0M141E1M1A170H0H0I0H0I262O2Y362U2R21222321220--141E1M1A170Y0I0H0I63100;0M141E1M1A170H0H0I0H0I262O2Y362U2R21222321220--141E1M1A170Y0I0H0I63100;OK;70;70;;;;0M141E1M1A170H0H0I0H0I;262O2Y362U2R2122232122;141E1M1A170Y0I0H0I63100
259;TQFSJ00101;153;53;5;0M1H1E131G170H0H0I0H0I26312Y2N302R21222321220--1H1E131G170Y0I0H0I63100;0M1H1E131G170H0H0I0H0I26312Y2N302R21222321220--1H1E131G170Y0I0H0I63100;OK;70;70;;;;0M1H1E131G170H0H0I0H0I;26312Y2N302R2122232122;1H1E131G170Y0I0H0I63100
260;WFKVJ00101;153;53;5;0M1K13181J170H0H0I0H0I26342N2S332R21222321220--1K13181J170Y0I0H0I63100;0M1K13181J170H0H0I0H0I26342N2S332R21222321220--1K13181J170Y0I0H0I63100;OK;70;70;;;;0M1K13181J170H0H0I0H0I;26342N2S332R2122232122;1K13181J170Y0I0H0I63100
261;ZEPOJ00101;153;53;5;0M1N121D1C170H0H0I0H0I26372M2X2W2R21222321220--1N121D1C170Y0I0H0I63100;0M1N121D1C170H0H0I0H0I26372M2X2W2R21222321220--1N121D1C170Y0I0H0I63100;OK;70;70;;;;0M1N121D1C170H0H0I0H0I;26372M2X2W2R2122232122;1N121D1C170Y0I0H0I63100
262;6W80000101;54;54;3;0N0N1K0P0H0H0H0H0I0H0I2829352A222322232422230--0N1K0P2L0I0I0H652P;0N0N1K0P0H0H0H0H0I0H0I2829352A222322232422230--0N1K0P2L0I0I0H652P;OK;65;65;;;;0N0N1K0P0H0H0H0H0I0H0I;2829352A22232223242223;0N1K0P2L0I0I0H652P
263;1TA0000101;55;55;3;0O0I1H0Y0H0H0H0H0I0H0I2A24332K232423242523240--0I1H0Y2M0I0H0I652Q;0O0I1H0Y0H0H0H0H0I0H0I2A24332K232423242523240--0I1H0Y2M0I0H0I652Q;OK;65;65;;;;0O0I1H0Y0H0H0H0H0I0H0I;2A24332K23242324252324;0I1H0Y2M0I0H0I652Q
264;3E04J00101;55;55;5;0O0K120H0L170H0H0I0H0I2A262O23272T23242523240--0K120H0L17100I0H0I63120;0O0K120H0L170H0H0I0H0I2A262O23272T23242523240--0K120H0L17100I0H0I63120;OK;70;70;;;;0O0K120H0L170H0H0I0H0I;2A262O23272T2324252324;0K120H0L17100I0H0I63120
265;7E0C700101;55;55;5;0O0O120H100O0H0H0I0H0I2A2B2O232M2A23242523240--0O120H100O100I0H0I63120;0O0O120H100O0H0H0I0H0I2A2B2O232M2A23242523240--0O120H100O100I0H0I63120;OK;70;70;;;;0O0O120H100O0H0H0I0H0I;2A2B2O232M2A2324252324;0O120H100O100I0H0I63120
266;7W80000101;55;55;3;0O0O1K0P0H0H0H0H0I0H0I2A2B362B232423242523240--0O1K0P2M0I0H0I652Q;0O0O1K0P0H0H0H0H0I0H0I2A2B362B232423242523240--0O1K0P2M0I0H0I652Q;OK;65;65;;;;0O0O1K0P0H0H0H0H0I0H0I;2A2B362B23242324252324;0O1K0P2M0I0H0I652Q
267;DUOXJ00101;155;55;5;0O111I1C1L170H0H0I0H0I2A2N342Y372T23242523240--111I1C1L17100I0H0I63120;0O111I1C1L170H0H0I0H0I2A2N342Y372T23242523240--111I1C1L17100I0H0I63120;OK;70;70;;;;0O111I1C1L170H0H0I0H0I;2A2N342Y372T2324252324;111I1C1L17100I0H0I63120
268;2EG0900101;56;56;5;0P0J12140H0Q0H0H0I0H0I2C262P2R242D24252624250--0J12140H0Q110I0I0H63130;0P0J12140H0Q0H0H0I0H0I2C262P2R242D24252624250--0J12140H0Q110I0I0H63130;OK;70;70;;;;0P0J12140H0Q0H0H0I0H0I;2C262P2R242D2425262425;0J12140H0Q110I0I0H63130
269;8W80000101;56;56;3;0P0P1K0P0H0H0H0H0I0H0I2C2D372C242524252624250--0P1K0P2N0I0I0H652R;0P0P1K0P0H0H0H0H0I0H0I2C2D372C242524252624250--0P1K0P2N0I0I0H652R;OK;65;65;;;;0P0P1K0P0H0H0H0H0I0H0I;2C2D372C24252425262425;0P1K0P2N0I0I0H652R
270;1UB0000101;57;57;3;0Q0I1I0Z0H0H0H0H0I0H0I2E26362N252625262725260--0I1I0Z010I0I0H6505;0Q0I1I0Z0H0H0H0H0I0H0I2E26362N252625262725260--0I1I0Z010I0I0H6505;OK;65;65;;;;0Q0I1I0Z0H0H0H0H0I0H0I;2E26362N25262526272526;0I1I0Z010I0I0H6505
271;9W80000101;57;57;3;0Q0Q1K0P0H0H0H0H0I0H0I2E2F382D252625262725260--0Q1K0P010I0I0H6505;0Q0Q1K0P0H0H0H0H0I0H0I2E2F382D252625262725260--0Q1K0P010I0I0H6505;OK;65;65;;;;0Q0Q1K0P0H0H0H0H0I0H0I;2E2F382D25262526272526;0Q1K0P010I0I0H6505
272;GQ00000101;57;57;2;0Q141E0H0H0H0H0H0I0H0I2E2S3225262526252625260--141E1B0I0H0I661G0;0Q141E0H0H0H0H0H0I0H0I2E2S3225262526252625260--141E1B0I0H0I661G0;OK;64;64;;;;0Q141E0H0H0H0H0H0I0H0I;2E2S322526252625262526;141E1B0I0H0I661G0
273;IZSLJ00101;157;57;5;0Q161N1G19170H0H0I0H0I2E2U3B342X2V25262725260--161N1G1917120I0H0I63140;0Q161N1G19170H0H0I0H0I2E2U3B342X2V25262725260--161N1G1917120I0H0I63140;OK;70;70;;;;0Q161N1G19170H0H0I0H0I;2E2U3B342X2V2526272526;161N1G1917120I0H0I63140
274;JYSLJ00101;157;57;5;0Q171M1G19170H0H0I0H0I2E2V3A342X2V25262725260--171M1G1917120I0H0I63140;0Q171M1G19170H0H0I0H0I2E2V3A342X2V25262725260--171M1G1917120I0H0I63140;OK;70;70;;;;0Q171M1G19170H0H0I0H0I;2E2V3A342X2V2526272526;171M1G1917120I0H0I63140
275;1VB0000101;58;58;3;0R0I1J0Z0H0H0H0H0I0H0I2G27382O262726272826270--0I1J0Z010I0I0H6505;0R0I1J0Z0H0H0H0H0I0H0I2G27382O262726272826270--0I1J0Z010I0I0H6505;OK;65;65;;;;0R0I1J0Z0H0H0H0H0I0H0I;2G27382O26272627282627;0I1J0Z010I0I0H6505
276;AW10000101;58;58;3;0R0Y1K0I0H0H0H0H0I0H0I2G2N3927262726272826270--0Y1K0I010I0I0H6505;0R0Y1K0I0H0H0H0H0I0H0I2G2N3927262726272826270--0Y1K0I010I0I0H6505;OK;65;65;;;;0R0Y1K0I0H0H0H0H0I0H0I;2G2N392726272627282627;0Y1K0I010I0I0H6505
277;KTQSJ00101;158;58;5;0R181H1E1G170H0H0I0H0I2G2X3633352W26272826270--181H1E1G17130I0I0H63150;0R181H1E1G170H0H0I0H0I2G2X3633352W26272826270--181H1E1G17130I0I0H63150;OK;70;70;;;;0R181H1E1G170H0H0I0H0I;2G2X3633352W2627282627;181H1E1G17130I0I0H63150
278;1WB0000101;59;59;3;0S0I1K0Z0H0H0H0H0I0H0I2I283A2P272827282927280--0I1K0Z010I0I0H6505;0S0I1K0Z0H0H0H0H0I0H0I2I283A2P272827282927280--0I1K0Z010I0I0H6505;OK;65;65;;;;0S0I1K0Z0H0H0H0H0I0H0I;2I283A2P27282728292728;0I1K0Z010I0I0H6505
279;2000000101;3;59;1;0S0J0H0H0H0H0H0H0I0H0I2I292728272827282927280--0J180I0H0I671E0;0S0J0H0H0H0H0H0H0I0H0I2I292728272827282927280--0J180I0H0I671E0;OK;62;62;;;;0S0J0H0H0H0H0H0H0I0H0I;2I29272827282728292728;0J180I0H0I671E0
280;3VA0000101;59;59;3;0S0K1J0Y0H0H0H0H0I0H0I2I2A392O272827282927280--0K1J0Y010I0I0H6505;0S0K1J0Y0H0H0H0H0I0H0I2I2A392O272827282927280--0K1J0Y010I0I0H6505;OK;65;65;;;;0S0K1J0Y0H0H0H0H0I0H0I;2I2A392O27282728292728;0K1J0Y010I0I0H6505
281;TXHPJ00101;159;59;5;0S1H1L151D170H0H0I0H0I2I373B2V332X27282927280--1H1L151D17140I0H0I63160;0S1H1L151D170H0H0I0H0I2I373B2V332X27282927280--1H1L151D17140I0H0I63160;OK;70;70;;;;0S1H1L151D170H0H0I0H0I;2I373B2V332X2728292728;1H1L151D17140I0H0I63160
282;1200000101;4;60;2;0T0I0J0H0H0H0H0H0I0H0I2K292A28292829282928290--0I0J2M0I0I0H662R0;0T0I0J0H0H0H0H0H0I0H0I2K292A28292829282928290--0I0J2M0I0I0H662R0;OK;64;64;;;;0T0I0J0H0H0H0H0H0I0H0I;2K292A2829282928292829;0I0J2M0I0I0H662R0
283;1WC0000101;60;60;3;0T0I1K100H0H0H0H0I0H0I2K293B2R282928292A28290--0I1K10010I0I0H6505;0T0I1K100H0H0H0H0I0H0I2K293B2R282928292A28290--0I1K10010I0I0H6505;OK;65;65;;;;0T0I1K100H0H0H0H0I0H0I;2K293B2R282928292A2829;0I1K10010I0I0H6505
284;2010000101;4;60;3;0T0J0H0I0H0H0H0H0I0H0I2K2A2829282928292A28290--0J0H0I170I0I0H651B;0T0J0H0I0H0H0H0H0I0H0I2K2A2829282928292A28290--0J0H0I170I0I0H651B;OK;65;65;;;;0T0J0H0I0H0H0H0H0I0H0I;2K2A2829282928292A2829;0J0H0I170I0I0H651B
285;3WA0000101;60;60;3;0T0K1K0Y0H0H0H0H0I0H0I2K2B3B2P282928292A28290--0K1K0Y010I0I0H6505;0T0K1K0Y0H0H0H0H0I0H0I2K2B3B2P282928292A28290--0K1K0Y010I0I0H6505;OK;65;65;;;;0T0K1K0Y0H0H0H0H0I0H0I;2K2B3B2P282928292A2829;0K1K0Y010I0I0H6505
286;5UA0000101;60;60;3;0T0M1I0Y0H0H0H0H0I0H0I2K2D392P282928292A28290--0M1I0Y010I0I0H6505;0T0M1I0Y0H0H0H0H0I0H0I2K2D392P282928292A28290--0M1I0Y010I0I0H6505;OK;65;65;;;;0T0M1I0Y0H0H0H0H0I0H0I;2K2D392P282928292A2829;0M1I0Y010I0I0H6505
287;UXKMJ00101;160;60;5;0T1I1L181A170H0H0I0H0I2K393C2Z312Y28292A28290--1I1L181A17150I0I0H63170;0T1I1L181A170H0H0I0H0I2K393C2Z312Y28292A28290--1I1L181A17150I0I0H63170;OK;70;70;;;;0T1I1L181A170H0H0I0H0I;2K393C2Z312Y28292A2829;1I1L181A17150I0I0H63170
288;1300000101;5;61;2;0U0I0K0H0H0H0H0H0I0H0I2M2A2C292A292A292A292A0--0I0K010I0H0I66060;0U0I0K0H0H0H0H0H0I0H0I2M2A2C292A292A292A292A0--0I0K010I0H0I66060;OK;64;64;;;;0U0I0K0H0H0H0H0H0I0H0I;2M2A2C292A292A292A292A;0I0K010I0H0I66060
289;1XC0000101;61;61;3;0U0I1L100H0H0H0H0I0H0I2M2A3D2S292A292A2B292A0--0I1L10010I0I0H6505;0U0I1L100H0H0H0H0I0H0I2M2A3D2S292A292A2B292A0--0I1L10010I0I0H6505;OK;65;65;;;;0U0I1L100H0H0H0H0I0H0I;2M2A3D2S292A292A2B292A;0I1L10010I0I0H6505
290;1YB0000101;61;61;3;0U0I1M0Z0H0H0H0H0I0H0I2M2A3E2R292A292A2B292A0--0I1M0Z010I0I0H6505;0U0I1M0Z0H0H0H0H0I0H0I2M2A3E2R292A292A2B292A0--0I1M0Z010I0I0H6505;OK;65;65;;;;0U0I1M0Z0H0H0H0H0I0H0I;2M2A3E2R292A292A2B292A;0I1M0Z010I0I0H6505
291;1ZA0000101;61;61;3;0U0I1N0Y0H0H0H0H0I0H0I2M2A3F2Q292A292A2B292A0--0I1N0Y010I0I0H6505;0U0I1N0Y0H0H0H0H0I0H0I2M2A3F2Q292A292A2B292A0--0I1N0Y010I0I0H6505;OK;65;65;;;;0U0I1N0Y0H0H0H0H0I0H0I;2M2A3F2Q292A292A2B292A;0I1N0Y010I0I0H6505
292;2200000101;5;61;2;0U0J0J0H0H0H0H0H0I0H0I2M2B2C292A292A292A292A0--0J0J010I0H0I66060;0U0J0J0H0H0H0H0H0I0H0I2M2B2C292A292A292A292A0--0J0J010I0H0I66060;OK;64;64;;;;0U0J0J0H0H0H0H0H0I0H0I;2M2B2C292A292A292A292A;0J0J010I0H0I66060
293;2XB0000101;61;61;3;0U0J1L0Z0H0H0H0H0I0H0I2M2B3D2R292A292A2B292A0--0J1L0Z010I0I0H6505;0U0J1L0Z0H0H0H0H0I0H0I2M2B3D2R292A292A2B292A0--0J1L0Z010I0I0H6505;OK;65;65;;;;0U0J1L0Z0H0H0H0H0I0H0I;2M2B3D2R292A292A2B292A;0J1L0Z010I0I0H6505
294;2YA0000101;61;61;3;0U0J1M0Y0H0H0H0H0I0H0I2M2B3E2Q292A292A2B292A0--0J1M0Y010I0I0H6505;0U0J1M0Y0H0H0H0H0I0H0I2M2B3E2Q292A292A2B292A0--0J1M0Y010I0I0H6505;OK;65;65;;;;0U0J1M0Y0H0H0H0H0I0H0I;2M2B3E2Q292A292A2B292A;0J1M0Y010I0I0H6505
295;NTQSJ00101;161;61;5;0U1B1H1E1G170H0H0I0H0I2M333936382Z292A2B292A0--1B1H1E1G17160I0H0I63180;0U1B1H1E1G170H0H0I0H0I2M333936382Z292A2B292A0--1B1H1E1G17160I0H0I63180;OK;70;70;;;;0U1B1H1E1G170H0H0I0H0I;2M333936382Z292A2B292A;1B1H1E1G17160I0H0I63180
296;1400000101;6;62;2;0V0I0L0H0H0H0H0H0I0H0I2O2B2E2A2B2A2B2A2B2A2B0--0I0L010I0H0I66060;0V0I0L0H0H0H0H0H0I0H0I2O2B2E2A2B2A2B2A2B2A2B0--0I0L010I0H0I66060;OK;64;64;;;;0V0I0L0H0H0H0H0H0I0H0I;2O2B2E2A2B2A2B2A2B2A2B;0I0L010I0H0I66060
297;1ZB0000101;62;62;3;0V0I1N0Z0H0H0H0H0I0H0I2O2B3G2S2A2B2A2B2C2A2B0--0I1N0Z010I0I0H6505;0V0I1N0Z0H0H0H0H0I0H0I2O2B3G2S2A2B2A2B2C2A2B0--0I1N0Z010I0I0H6505;OK;65;65;;;;0V0I1N0Z0H0H0H0H0I0H0I;2O2B3G2S2A2B2A2B2C2A2B;0I1N0Z010I0I0H6505
298;3200000101;6;62;2;0V0K0J0H0H0H0H0H0I0H0I2O2D2C2A2B2A2B2A2B2A2B0--0K0J010I0H0I66060;0V0K0J0H0H0H0H0H0I0H0I2O2D2C2A2B2A2B2A2B2A2B0--0K0J010I0H0I66060;OK;64;64;;;;0V0K0J0H0H0H0H0H0I0H0I;2O2D2C2A2B2A2B2A2B2A2B;0K0J010I0H0I66060
299;1050000101;7;63;3;0W0I0H0M0H0H0H0H0I0H0I2Q2C2B2G2B2C2B2C2D2B2C0--0I0H0M1A0I0H0I651E;0W0I0H0M0H0H0H0H0I0H0I2Q2C2B2G2B2C2B2C2D2B2C0--0I0H0M1A0I0H0I651E;OK;65;65;;;;0W0I0H0M0H0H0H0H0I0H0I;2Q2C2B2G2B2C2B2C2D2B2C;0I0H0M1A0I0H0I651E
300;1E1AF00101;63;63;5;0W0I120I0Y130H0H0I0H0I2Q2C2W2C2S2X2B2C2D2B2C0--0I120I0Y13180I0H0I631A0;0W0I120I0Y130H0H0I0H0I2Q2C2W2C2S2X2B2C2D2B2C0--0I120I0Y13180I0H0I631A0;OK;70;70;;;;0W0I120I0Y130H0H0I0H0I;2Q2C2W2C2S2X2B2C2D2B2C;0I120I0Y13180I0H0I631A0
301;2400000101;7;63;2;0W0J0L0H0H0H0H0H0I0H0I2Q2D2F2B2C2B2C2B2C2B2C0--0J0L010I0H0I66060;0W0J0L0H0H0H0H0H0I0H0I2Q2D2F2B2C2B2C2B2C2B2C0--0J0L010I0H0I66060;OK;64;64;;;;0W0J0L0H0H0H0H0H0I0H0I;2Q2D2F2B2C2B2C2B2C2B2C;0J0L010I0H0I66060
302;IWTTJ00101;163;63;5;0W161K1H1H170H0H0I0H0I2Q303E3B3C312B2C2D2B2C0--161K1H1H17180I0H0I631A0;0W161K1H1H170H0H0I0H0I2Q303E3B3C312B2C2D2B2C0--161K1H1H17180I0H0I631A0;OK;70;70;;;;0W161K1H1H170H0H0I0H0I;2Q303E3B3C312B2C2D2B2C;161K1H1H17180I0H0I631A0
303;XXKMJ00101;163;63;5;0W1L1L181A170H0H0I0H0I2Q3F3G3234312B2C2D2B2C0--1L1L181A17180I0H0I631A0;0W1L1L181A170H0H0I0H0I2Q3F3G3234312B2C2D2B2C0--1L1L181A17180I0H0I631A0;OK;70;70;;;;0W1L1L181A170H0H0I0H0I;2Q3F3G3234312B2C2D2B2C;1L1L181A17180I0H0I631A0
304;1600000101;8;64;2;0X0I0N0H0H0H0H0H0I0H0I2S2D2I2C2D2C2D2C2D2C2D0--0I0N010I0H0I66060;0X0I0N0H0H0H0H0H0I0H0I2S2D2I2C2D2C2D2C2D2C2D0--0I0N010I0H0I66060;OK;64;64;;;;0X0I0N0H0H0H0H0H0I0H0I;2S2D2I2C2D2C2D2C2D2C2D;0I0N010I0H0I66060
305;2050000101;8;64;3;0X0J0H0M0H0H0H0H0I0H0I2S2E2C2H2C2D2C2D2E2C2D0--0J0H0M1B0I0I0H651F;0X0J0H0M0H0H0H0H0I0H0I2S2E2C2H2C2D2C2D2E2C2D0--0J0H0M1B0I0I0H651F;OK;65;65;;;;0X0J0H0M0H0H0H0H0I0H0I;2S2E2C2H2C2D2C2D2E2C2D;0J0H0M1B0I0I0H651F
306;3400000101;8;64;2;0X0K0L0H0H0H0H0H0I0H0I2S2F2G2C2D2C2D2C2D2C2D0--0K0L010I0H0I66060;0X0K0L0H0H0H0H0H0I0H0I2S2F2G2C2D2C2D2C2D2C2D0--0K0L010I0H0I66060;OK;64;64;;;;0X0K0L0H0H0H0H0H0I0H0I;2S2F2G2C2D2C2D2C2D2C2D;0K0L010I0H0I66060
307;4400000101;9;65;2;0Y0L0L0H0H0H0H0H0I0H0I2U2H2I2D2E2D2E2D2E2D2E0--0L0L010I0H0I66060;0Y0L0L0H0H0H0H0H0I0H0I2U2H2I2D2E2D2E2D2E2D2E0--0L0L010I0H0I66060;OK;64;64;;;;0Y0L0L0H0H0H0H0H0I0H0I;2U2H2I2D2E2D2E2D2E2D2E;0L0L010I0H0I66060
308;1260000101;10;66;3;0Z0I0J0N0H0H0H0H0I0H0I2W2F2G2K2E2F2E2F2G2E2F0--0I0J0N1D0I0I0H651H;0Z0I0J0N0H0H0H0H0I0H0I2W2F2G2K2E2F2E2F2G2E2F0--0I0J0N1D0I0I0H651H;OK;65;65;;;;0Z0I0J0N0H0H0H0H0I0H0I;2W2F2G2K2E2F2E2F2G2E2F;0I0J0N1D0I0I0H651H
309;1530000101;10;66;3;0Z0I0M0K0H0H0H0H0I0H0I2W2F2J2H2E2F2E2F2G2E2F0--0I0M0K1D0I0I0H651H;0Z0I0M0K0H0H0H0H0I0H0I2W2F2J2H2E2F2E2F2G2E2F0--0I0M0K1D0I0I0H651H;OK;65;65;;;;0Z0I0M0K0H0H0H0H0I0H0I;2W2F2J2H2E2F2E2F2G2E2F;0I0M0K1D0I0I0H651H
310;2700000101;10;66;2;0Z0J0O0H0H0H0H0H0I0H0I2W2G2L2E2F2E2F2E2F2E2F0--0J0O010I0H0I66060;0Z0J0O0H0H0H0H0H0I0H0I2W2G2L2E2F2E2F2E2F2E2F0--0J0O010I0H0I66060;OK;64;64;;;;0Z0J0O0H0H0H0H0H0I0H0I;2W2G2L2E2F2E2F2E2F2E2F;0J0O010I0H0I66060
311;3510000101;10;66;3;0Z0K0M0I0H0H0H0H0I0H0I2W2H2J2F2E2F2E2F2G2E2F0--0K0M0I1D0I0I0H651H;0Z0K0M0I0H0H0H0H0I0H0I2W2H2J2F2E2F2E2F2G2E2F0--0K0M0I1D0I0I0H651H;OK;65;65;;;;0Z0K0M0I0H0H0H0H0I0H0I;2W2H2J2F2E2F2E2F2G2E2F;0K0M0I1D0I0I0H651H
312;7200000101;10;66;2;0Z0O0J0H0H0H0H0H0I0H0I2W2L2G2E2F2E2F2E2F2E2F0--0O0J010I0H0I66060;0Z0O0J0H0H0H0H0H0I0H0I2W2L2G2E2F2E2F2E2F2E2F0--0O0J010I0H0I66060;OK;64;64;;;;0Z0O0J0H0H0H0H0H0I0H0I;2W2L2G2E2F2E2F2E2F2E2F;0O0J010I0H0I66060
313;8010000101;10;66;3;0Z0P0H0I0H0H0H0H0I0H0I2W2M2E2F2E2F2E2F2G2E2F0--0P0H0I1D0I0I0H651H;0Z0P0H0I0H0H0H0H0I0H0I2W2M2E2F2E2F2E2F2G2E2F0--0P0H0I1D0I0I0H651H;OK;65;65;;;;0Z0P0H0I0H0H0H0H0I0H0I;2W2M2E2F2E2F2E2F2G2E2F;0P0H0I1D0I0I0H651H
314;ZMQSJ00101;166;66;5;0Z1N1A1E1G170H0H0I0H0I2W3K373B3D342E2F2G2E2F0--1N1A1E1G171B0I0I0H631D0;0Z1N1A1E1G170H0H0I0H0I2W3K373B3D342E2F2G2E2F0--1N1A1E1G171B0I0I0H631D0;OK;70;70;;;;0Z1N1A1E1G170H0H0I0H0I;2W3K373B3D342E2F2G2E2F;1N1A1E1G171B0I0I0H631D0
315;1090000101;11;67;3;100I0H0Q0H0H0H0H0I0H0I2Y2G2F2O2F2G2F2G2H2F2G0--0I0H0Q1E0I0H0I651I;100I0H0Q0H0H0H0H0I0H0I2Y2G2F2O2F2G2F2G2H2F2G0--0I0H0Q1E0I0H0I651I;OK;65;65;;;;100I0H0Q0H0H0H0H0I0H0I;2Y2G2F2O2F2G2F2G2H2F2G;0I0H0Q1E0I0H0I651I
316;1270000101;11;67;3;100I0J0O0H0H0H0H0I0H0I2Y2G2H2M2F2G2F2G2H2F2G0--0I0J0O1E0I0H0I651I;100I0J0O0H0H0H0H0I0H0I2Y2G2H2M2F2G2F2G2H2F2G0--0I0J0O1E0I0H0I651I;OK;65;65;;;;100I0J0O0H0H0H0H0I0H0I;2Y2G2H2M2F2G2F2G2H2F2G;0I0J0O1E0I0H0I651I
317;1900000101;11;67;2;100I0Q0H0H0H0H0H0I0H0I2Y2G2O2F2G2F2G2F2G2F2G0--0I0Q010I0H0I66060;100I0Q0H0H0H0H0H0I0H0I2Y2G2O2F2G2F2G2F2G2F2G0--0I0Q010I0H0I66060;OK;64;64;;;;100I0Q0H0H0H0H0H0I0H0I;2Y2G2O2F2G2F2G2F2G2F2G;0I0Q010I0H0I66060
318;2170000101;11;67;3;100J0I0O0H0H0H0H0I0H0I2Y2H2G2M2F2G2F2G2H2F2G0--0J0I0O1E0I0H0I651I;100J0I0O0H0H0H0H0I0H0I2Y2H2G2M2F2G2F2G2H2F2G0--0J0I0O1E0I0H0I651I;OK;65;65;;;;100J0I0O0H0H0H0H0I0H0I;2Y2H2G2M2F2G2F2G2H2F2G;0J0I0O1E0I0H0I651I
