SourceRow;WorkerID;RawPrefix;PrefixASCII;TailN;OriginalFilename;CalculatedFilename;Result;OriginalLen;CalculatedLen;FirstDiffPos;OriginalAtDiff;CalculatedAtDiff;Block1;Block2;Tail
44;1M40000101;35;35;3;040I1A0L0H0H0H0H0I0H0I161K2C1N1J1K1J1K1L1J1K0--0I1A0L220I0H0I6526;040I1A0L0H0H0H0H0I0H0I161K2C1N1J1K1J1K1L1J1K0--0I1A0L220I0H0I6526;OK;65;65;;;;040I1A0L0H0H0H0H0I0H0I;161K2C1N1J1K1J1K1L1J1K;0I1A0L220I0H0I6526
45;3ZSLJ00101;135;35;5;040K1N1G19170H0H0I0H0I161M2P2I2B291J1K1L1J1K0--0K1N1G19170G0I0H0I630I0;040K1N1G19170H0H0I0H0I161M2P2I2B291J1K1L1J1K0--0K1N1G19170G0I0H0I630I0;OK;70;70;;;;040K1N1G19170H0H0I0H0I;161M2P2I2B291J1K1L1J1K;0K1N1G19170G0I0H0I630I0
46;5LSXJ00101;135;35;5;040M191G1L170H0H0I0H0I161O2B2I2N291J1K1L1J1K0--0M191G1L170G0I0H0I630I0;040M191G1L170H0H0I0H0I161O2B2I2N291J1K1L1J1K0--0M191G1L170G0I0H0I630I0;OK;70;70;;;;040M191G1L170H0H0I0H0I;161O2B2I2N291J1K1L1J1K;0M191G1L170G0I0H0I630I0
47;S5QSJ00101;135;35;5;041G0M1E1G170H0H0I0H0I162I1O2G2I291J1K1L1J1K0--1G0M1E1G170G0I0H0I630I0;041G0M1E1G170H0H0I0H0I162I1O2G2I291J1K1L1J1K0--1G0M1E1G170G0I0H0I630I0;OK;70;70;;;;041G0M1E1G170H0H0I0H0I;162I1O2G2I291J1K1L1J1K;1G0M1E1G170G0I0H0I630I0
48;W6KTJ00101;135;35;5;041K0N181H170H0H0I0H0I162M1P2A2J291J1K1L1J1K0--1K0N181H170G0I0H0I630I0;041K0N181H170H0H0I0H0I162M1P2A2J291J1K1L1J1K0--1K0N181H170G0I0H0I630I0;OK;70;70;;;;041K0N181H170H0H0I0H0I;162M1P2A2J291J1K1L1J1K;1K0N181H170G0I0H0I630I0
49;YBAPJ00101;135;35;5;041M0Z0Y1D170H0H0I0H0I162O21202F291J1K1L1J1K0--1M0Z0Y1D170G0I0H0I630I0;041M0Z0Y1D170H0H0I0H0I162O21202F291J1K1L1J1K0--1M0Z0Y1D170G0I0H0I630I0;OK;70;70;;;;041M0Z0Y1D170H0H0I0H0I;162O21202F291J1K1L1J1K;1M0Z0Y1D170G0I0H0I630I0
50;1AA0000101;36;36;3;050I0Y0Y0H0H0H0H0I0H0I181L21221K1L1K1L1M1K1L0--0I0Y0Y230I0I0H6527;050I0Y0Y0H0H0H0H0I0H0I181L21221K1L1K1L1M1K1L0--0I0Y0Y230I0I0H6527;OK;65;65;;;;050I0Y0Y0H0H0H0H0I0H0I;181L21221K1L1K1L1M1K1L;0I0Y0Y230I0I0H6527
51;1I90000101;36;36;3;050I160Q0H0H0H0H0I0H0I181L291T1K1L1K1L1M1K1L0--0I160Q230I0I0H6527;050I160Q0H0H0H0H0I0H0I181L291T1K1L1K1L1M1K1L0--0I160Q230I0I0H6527;OK;65;65;;;;050I160Q0H0H0H0H0I0H0I;181L291T1K1L1K1L1M1K1L;0I160Q230I0I0H6527
52;1K70000101;36;36;3;050I180O0H0H0H0H0I0H0I181L2B1R1K1L1K1L1M1K1L0--0I180O230I0I0H6527;050I180O0H0H0H0H0I0H0I181L2B1R1K1L1K1L1M1K1L0--0I180O230I0I0H6527;OK;65;65;;;;050I180O0H0H0H0H0I0H0I;181L2B1R1K1L1K1L1M1K1L;0I180O230I0I0H6527
53;1P20000101;36;36;3;050I1D0J0H0H0H0H0I0H0I181L2G1M1K1L1K1L1M1K1L0--0I1D0J230I0I0H6527;050I1D0J0H0H0H0H0I0H0I181L2G1M1K1L1K1L1M1K1L0--0I1D0J230I0I0H6527;OK;65;65;;;;050I1D0J0H0H0H0H0I0H0I;181L2G1M1K1L1K1L1M1K1L;0I1D0J230I0I0H6527
54;2I80000101;36;36;3;050J160P0H0H0H0H0I0H0I181M291S1K1L1K1L1M1K1L0--0J160P230I0I0H6527;050J160P0H0H0H0H0I0H0I181M291S1K1L1K1L1M1K1L0--0J160P230I0I0H6527;OK;65;65;;;;050J160P0H0H0H0H0I0H0I;181M291S1K1L1K1L1M1K1L;0J160P230I0I0H6527
55;GUDMJ00101;136;36;5;05141I111A170H0H0I0H0I18272L242D2A1K1L1M1K1L0--141I111A170H0I0I0H630J0;05141I111A170H0H0I0H0I18272L242D2A1K1L1M1K1L0--141I111A170H0I0I0H630J0;OK;70;70;;;;05141I111A170H0H0I0H0I;18272L242D2A1K1L1M1K1L;141I111A170H0I0I0H630J0
56;IFMQJ00101;136;36;5;0516131A1E170H0H0I0H0I1829262D2H2A1K1L1M1K1L0--16131A1E170H0I0I0H630J0;0516131A1E170H0H0I0H0I1829262D2H2A1K1L1M1K1L0--16131A1E170H0I0I0H630J0;OK;70;70;;;;0516131A1E170H0H0I0H0I;1829262D2H2A1K1L1M1K1L;16131A1E170H0I0I0H630J0
57;J900000101;36;36;2;05170Q0H0H0H0H0H0I0H0I182A1T1K1L1K1L1K1L1K1L0--170Q0Q0I0I0H660V0;05170Q0H0H0H0H0H0I0H0I182A1T1K1L1K1L1K1L1K1L0--170Q0Q0I0I0H660V0;OK;64;64;;;;05170Q0H0H0H0H0H0I0H0I;182A1T1K1L1K1L1K1L1K1L;170Q0Q0I0I0H660V0
58;K800000101;36;36;2;05180P0H0H0H0H0H0I0H0I182B1S1K1L1K1L1K1L1K1L0--180P0Q0I0I0H660V0;05180P0H0H0H0H0H0I0H0I182B1S1K1L1K1L1K1L1K1L0--180P0Q0I0I0H660V0;OK;64;64;;;;05180P0H0H0H0H0H0I0H0I;182B1S1K1L1K1L1K1L1K1L;180P0Q0I0I0H660V0
59;KGLOJ00101;136;36;5;051814191C170H0H0I0H0I182B272C2F2A1K1L1M1K1L0--1814191C170H0I0I0H630J0;051814191C170H0H0I0H0I182B272C2F2A1K1L1M1K1L0--1814191C170H0I0I0H630J0;OK;70;70;;;;051814191C170H0H0I0H0I;182B272C2F2A1K1L1M1K1L;1814191C170H0I0I0H630J0
60;L610000101;36;36;3;05190N0I0H0H0H0H0I0H0I182C1Q1L1K1L1K1L1M1K1L0--190N0I230I0I0H6527;05190N0I0H0H0H0H0I0H0I182C1Q1L1K1L1K1L1M1K1L0--190N0I230I0I0H6527;OK;65;65;;;;05190N0I0H0H0H0H0I0H0I;182C1Q1L1K1L1K1L1M1K1L;190N0I230I0I0H6527
61;L700000101;36;36;2;05190O0H0H0H0H0H0I0H0I182C1R1K1L1K1L1K1L1K1L0--190O0Q0I0I0H660V0;05190O0H0H0H0H0H0I0H0I182C1R1K1L1K1L1K1L1K1L0--190O0Q0I0I0H660V0;OK;64;64;;;;05190O0H0H0H0H0H0I0H0I;182C1R1K1L1K1L1K1L1K1L;190O0Q0I0I0H660V0
62;SI8YJ00101;136;36;5;051G160P1M170H0H0I0H0I182J291S2P2A1K1L1M1K1L0--1G160P1M170H0I0I0H630J0;051G160P1M170H0H0I0H0I182J291S2P2A1K1L1M1K1L0--1G160P1M170H0I0I0H630J0;OK;70;70;;;;051G160P1M170H0H0I0H0I;182J291S2P2A1K1L1M1K1L;1G160P1M170H0I0I0H630J0
63;1AB0000101;37;37;3;060I0Y0Z0H0H0H0H0I0H0I1A1M22231L1M1L1M1N1L1M0--0I0Y0Z240I0H0I6528;060I0Y0Z0H0H0H0H0I0H0I1A1M22231L1M1L1M1N1L1M0--0I0Y0Z240I0H0I6528;OK;65;65;;;;060I0Y0Z0H0H0H0H0I0H0I;1A1M22231L1M1L1M1N1L1M;0I0Y0Z240I0H0I6528
64;1BA0000101;37;37;3;060I0Z0Y0H0H0H0H0I0H0I1A1M23221L1M1L1M1N1L1M0--0I0Z0Y240I0H0I6528;060I0Z0Y0H0H0H0H0I0H0I1A1M23221L1M1L1M1N1L1M0--0I0Z0Y240I0H0I6528;OK;65;65;;;;060I0Z0Y0H0H0H0H0I0H0I;1A1M23221L1M1L1M1N1L1M;0I0Z0Y240I0H0I6528
65;1J90000101;37;37;3;060I170Q0H0H0H0H0I0H0I1A1M2B1U1L1M1L1M1N1L1M0--0I170Q240I0H0I6528;060I170Q0H0H0H0H0I0H0I1A1M2B1U1L1M1L1M1N1L1M0--0I170Q240I0H0I6528;OK;65;65;;;;060I170Q0H0H0H0H0I0H0I;1A1M2B1U1L1M1L1M1N1L1M;0I170Q240I0H0I6528
66;1K80000101;37;37;3;060I180P0H0H0H0H0I0H0I1A1M2C1T1L1M1L1M1N1L1M0--0I180P240I0H0I6528;060I180P0H0H0H0H0I0H0I1A1M2C1T1L1M1L1M1N1L1M0--0I180P240I0H0I6528;OK;65;65;;;;060I180P0H0H0H0H0I0H0I;1A1M2C1T1L1M1L1M1N1L1M;0I180P240I0H0I6528
67;1O40000101;37;37;3;060I1C0L0H0H0H0H0I0H0I1A1M2G1P1L1M1L1M1N1L1M0--0I1C0L240I0H0I6528;060I1C0L0H0H0H0H0I0H0I1A1M2G1P1L1M1L1M1N1L1M0--0I1C0L240I0H0I6528;OK;65;65;;;;060I1C0L0H0H0H0H0I0H0I;1A1M2G1P1L1M1L1M1N1L1M;0I1C0L240I0H0I6528
68;2I90000101;37;37;3;060J160Q0H0H0H0H0I0H0I1A1N2A1U1L1M1L1M1N1L1M0--0J160Q240I0H0I6528;060J160Q0H0H0H0H0I0H0I1A1N2A1U1L1M1L1M1N1L1M0--0J160Q240I0H0I6528;OK;65;65;;;;060J160Q0H0H0H0H0I0H0I;1A1N2A1U1L1M1L1M1N1L1M;0J160Q240I0H0I6528
69;2J80000101;37;37;3;060J170P0H0H0H0H0I0H0I1A1N2B1T1L1M1L1M1N1L1M0--0J170P240I0H0I6528;060J170P0H0H0H0H0I0H0I1A1N2B1T1L1M1L1M1N1L1M0--0J170P240I0H0I6528;OK;65;65;;;;060J170P0H0H0H0H0I0H0I;1A1N2B1T1L1M1L1M1N1L1M;0J170P240I0H0I6528
70;3L50000101;37;37;3;060K190M0H0H0H0H0I0H0I1A1O2D1Q1L1M1L1M1N1L1M0--0K190M240I0H0I6528;060K190M0H0H0H0H0I0H0I1A1O2D1Q1L1M1L1M1N1L1M0--0K190M240I0H0I6528;OK;65;65;;;;060K190M0H0H0H0H0I0H0I;1A1O2D1Q1L1M1L1M1N1L1M;0K190M240I0H0I6528
71;L800000101;37;37;2;06190P0H0H0H0H0H0I0H0I1A2D1T1L1M1L1M1L1M1L1M0--190P0R0I0H0I660W0;06190P0H0H0H0H0H0I0H0I1A2D1T1L1M1L1M1L1M1L1M0--190P0R0I0H0I660W0;OK;64;64;;;;06190P0H0H0H0H0H0I0H0I;1A2D1T1L1M1L1M1L1M1L1M;190P0R0I0H0I660W0
72;M700000101;37;37;2;061A0O0H0H0H0H0H0I0H0I1A2E1S1L1M1L1M1L1M1L1M0--1A0O0R0I0H0I660W0;061A0O0H0H0H0H0H0I0H0I1A2E1S1L1M1L1M1L1M1L1M0--1A0O0R0I0H0I660W0;OK;64;64;;;;061A0O0H0H0H0H0H0I0H0I;1A2E1S1L1M1L1M1L1M1L1M;1A0O0R0I0H0I660W0
73;S100000101;37;37;2;061G0I0H0H0H0H0H0I0H0I1A2K1M1L1M1L1M1L1M1L1M0--1G0I0R0I0H0I660W0;061G0I0H0H0H0H0H0I0H0I1A2K1M1L1M1L1M1L1M1L1M0--1G0I0R0I0H0I660W0;OK;64;64;;;;061G0I0H0H0H0H0H0I0H0I;1A2K1M1L1M1L1M1L1M1L1M;1G0I0R0I0H0I660W0
74;Z5RMJ00101;137;37;5;061N0M1F1A170H0H0I0H0I1A2R1Q2J2E2B1L1M1N1L1M0--1N0M1F1A170I0I0H0I630K0;061N0M1F1A170H0H0I0H0I1A2R1Q2J2E2B1L1M1N1L1M0--1N0M1F1A170I0I0H0I630K0;OK;70;70;;;;061N0M1F1A170H0H0I0H0I;1A2R1Q2J2E2B1L1M1N1L1M;1N0M1F1A170I0I0H0I630K0
75;1AC0000101;38;38;3;070I0Y100H0H0H0H0I0H0I1C1N23251M1N1M1N1O1M1N0--0I0Y10250I0I0H6529;070I0Y100H0H0H0H0I0H0I1C1N23251M1N1M1N1O1M1N0--0I0Y10250I0I0H6529;OK;65;65;;;;070I0Y100H0H0H0H0I0H0I;1C1N23251M1N1M1N1O1M1N;0I0Y10250I0I0H6529
76;1BB0000101;38;38;3;070I0Z0Z0H0H0H0H0I0H0I1C1N24251M1N1M1N1O1M1N0--0I0Z0Z250I0I0H6529;070I0Z0Z0H0H0H0H0I0H0I1C1N24251M1N1M1N1O1M1N0--0I0Z0Z250I0I0H6529;OK;65;65;;;;070I0Z0Z0H0H0H0H0I0H0I;1C1N24251M1N1M1N1O1M1N;0I0Z0Z250I0I0H6529
77;1CA0000101;38;38;3;070I100Y0H0H0H0H0I0H0I1C1N25231M1N1M1N1O1M1N0--0I100Y250I0I0H6529;070I100Y0H0H0H0H0I0H0I1C1N25231M1N1M1N1O1M1N0--0I100Y250I0I0H6529;OK;65;65;;;;070I100Y0H0H0H0H0I0H0I;1C1N25231M1N1M1N1O1M1N;0I100Y250I0I0H6529
78;1L80000101;38;38;3;070I190P0H0H0H0H0I0H0I1C1N2E1U1M1N1M1N1O1M1N0--0I190P250I0I0H6529;070I190P0H0H0H0H0I0H0I1C1N2E1U1M1N1M1N1O1M1N0--0I190P250I0I0H6529;OK;65;65;;;;070I190P0H0H0H0H0I0H0I;1C1N2E1U1M1N1M1N1O1M1N;0I190P250I0I0H6529
79;1O50000101;38;38;3;070I1C0M0H0H0H0H0I0H0I1C1N2H1R1M1N1M1N1O1M1N0--0I1C0M250I0I0H6529;070I1C0M0H0H0H0H0I0H0I1C1N2H1R1M1N1M1N1O1M1N0--0I1C0M250I0I0H6529;OK;65;65;;;;070I1C0M0H0H0H0H0I0H0I;1C1N2H1R1M1N1M1N1O1M1N;0I1C0M250I0I0H6529
80;3L60000101;38;38;3;070K190N0H0H0H0H0I0H0I1C1P2E1S1M1N1M1N1O1M1N0--0K190N250I0I0H6529;070K190N0H0H0H0H0I0H0I1C1P2E1S1M1N1M1N1O1M1N0--0K190N250I0I0H6529;OK;65;65;;;;070K190N0H0H0H0H0I0H0I;1C1P2E1S1M1N1M1N1O1M1N;0K190N250I0I0H6529
81;4YPRJ00101;138;38;5;070L1M1D1F170H0H0I0H0I1C1Q2R2I2K2C1M1N1O1M1N0--0L1M1D1F170J0I0I0H630L0;070L1M1D1F170H0H0I0H0I1C1Q2R2I2K2C1M1N1O1M1N0--0L1M1D1F170J0I0I0H630L0;OK;70;70;;;;070L1M1D1F170H0H0I0H0I;1C1Q2R2I2K2C1M1N1O1M1N;0L1M1D1F170J0I0I0H630L0
82;7XNRJ00101;138;38;5;070O1L1B1F170H0H0I0H0I1C1T2Q2G2K2C1M1N1O1M1N0--0O1L1B1F170J0I0I0H630L0;070O1L1B1F170H0H0I0H0I1C1T2Q2G2K2C1M1N1O1M1N0--0O1L1B1F170J0I0I0H630L0;OK;70;70;;;;070O1L1B1F170H0H0I0H0I;1C1T2Q2G2K2C1M1N1O1M1N;0O1L1B1F170J0I0I0H630L0
83;L900000101;38;38;2;07190Q0H0H0H0H0H0I0H0I1C2E1V1M1N1M1N1M1N1M1N0--190Q0S0I0I0H660X0;07190Q0H0H0H0H0H0I0H0I1C2E1V1M1N1M1N1M1N1M1N0--190Q0S0I0I0H660X0;OK;64;64;;;;07190Q0H0H0H0H0H0I0H0I;1C2E1V1M1N1M1N1M1N1M1N;190Q0S0I0I0H660X0
84;MGLOJ00101;138;38;5;071A14191C170H0H0I0H0I1C2F292E2H2C1M1N1O1M1N0--1A14191C170J0I0I0H630L0;071A14191C170H0H0I0H0I1C2F292E2H2C1M1N1O1M1N0--1A14191C170J0I0I0H630L0;OK;70;70;;;;071A14191C170H0H0I0H0I;1C2F292E2H2C1M1N1O1M1N;1A14191C170J0I0I0H630L0
85;R300000101;38;38;2;071F0K0H0H0H0H0H0I0H0I1C2K1P1M1N1M1N1M1N1M1N0--1F0K0S0I0I0H660X0;071F0K0H0H0H0H0H0I0H0I1C2K1P1M1N1M1N1M1N1M1N0--1F0K0S0I0I0H660X0;OK;64;64;;;;071F0K0H0H0H0H0H0I0H0I;1C2K1P1M1N1M1N1M1N1M1N;1F0K0S0I0I0H660X0
86;S200000101;38;38;2;071G0J0H0H0H0H0H0I0H0I1C2L1O1M1N1M1N1M1N1M1N0--1G0J0S0I0I0H660X0;071G0J0H0H0H0H0H0I0H0I1C2L1O1M1N1M1N1M1N1M1N0--1G0J0S0I0I0H660X0;OK;64;64;;;;071G0J0H0H0H0H0H0I0H0I;1C2L1O1M1N1M1N1M1N1M1N;1G0J0S0I0I0H660X0
87;T100000101;38;38;2;071H0I0H0H0H0H0H0I0H0I1C2M1N1M1N1M1N1M1N1M1N0--1H0I0S0I0I0H660X0;071H0I0H0H0H0H0H0I0H0I1C2M1N1M1N1M1N1M1N1M1N0--1H0I0S0I0I0H660X0;OK;64;64;;;;071H0I0H0H0H0H0H0I0H0I;1C2M1N1M1N1M1N1M1N1M1N;1H0I0S0I0I0H660X0
88;UI8YJ00101;138;38;5;071I160P1M170H0H0I0H0I1C2N2B1U2R2C1M1N1O1M1N0--1I160P1M170J0I0I0H630L0;071I160P1M170H0H0I0H0I1C2N2B1U2R2C1M1N1O1M1N0--1I160P1M170J0I0I0H630L0;OK;70;70;;;;071I160P1M170H0H0I0H0I;1C2N2B1U2R2C1M1N1O1M1N;1I160P1M170J0I0I0H630L0
89;W7SNJ00101;138;38;5;071K0O1G1B170H0H0I0H0I1C2P1T2L2G2C1M1N1O1M1N0--1K0O1G1B170J0I0I0H630L0;071K0O1G1B170H0H0I0H0I1C2P1T2L2G2C1M1N1O1M1N0--1K0O1G1B170J0I0I0H630L0;OK;70;70;;;;071K0O1G1B170H0H0I0H0I;1C2P1T2L2G2C1M1N1O1M1N;1K0O1G1B170J0I0I0H630L0
90;Z6KTJ00101;138;38;5;071N0N181H170H0H0I0H0I1C2S1S2D2M2C1M1N1O1M1N0--1N0N181H170J0I0I0H630L0;071N0N181H170H0H0I0H0I1C2S1S2D2M2C1M1N1O1M1N0--1N0N181H170J0I0I0H630L0;OK;70;70;;;;071N0N181H170H0H0I0H0I;1C2S1S2D2M2C1M1N1O1M1N;1N0N181H170J0I0I0H630L0
91;1AD0000101;39;39;3;080I0Y110H0H0H0H0I0H0I1E1O24271N1O1N1O1P1N1O0--0I0Y11260I0H0I652A;080I0Y110H0H0H0H0I0H0I1E1O24271N1O1N1O1P1N1O0--0I0Y11260I0H0I652A;OK;65;65;;;;080I0Y110H0H0H0H0I0H0I;1E1O24271N1O1N1O1P1N1O;0I0Y11260I0H0I652A
92;1BC0000101;39;39;3;080I0Z100H0H0H0H0I0H0I1E1O25261N1O1N1O1P1N1O0--0I0Z10260I0H0I652A;080I0Z100H0H0H0H0I0H0I1E1O25261N1O1N1O1P1N1O0--0I0Z10260I0H0I652A;OK;65;65;;;;080I0Z100H0H0H0H0I0H0I;1E1O25261N1O1N1O1P1N1O;0I0Z10260I0H0I652A
93;1CB0000101;39;39;3;080I100Z0H0H0H0H0I0H0I1E1O26251N1O1N1O1P1N1O0--0I100Z260I0H0I652A;080I100Z0H0H0H0H0I0H0I1E1O26251N1O1N1O1P1N1O0--0I100Z260I0H0I652A;OK;65;65;;;;080I100Z0H0H0H0H0I0H0I;1E1O26251N1O1N1O1P1N1O;0I100Z260I0H0I652A
94;1DA0000101;39;39;3;080I110Y0H0H0H0H0I0H0I1E1O27241N1O1N1O1P1N1O0--0I110Y260I0H0I652A;080I110Y0H0H0H0H0I0H0I1E1O27241N1O1N1O1P1N1O0--0I110Y260I0H0I652A;OK;65;65;;;;080I110Y0H0H0H0H0I0H0I;1E1O27241N1O1N1O1P1N1O;0I110Y260I0H0I652A
95;1L90000101;39;39;3;080I190Q0H0H0H0H0I0H0I1E1O2F1W1N1O1N1O1P1N1O0--0I190Q260I0H0I652A;080I190Q0H0H0H0H0I0H0I1E1O2F1W1N1O1N1O1P1N1O0--0I190Q260I0H0I652A;OK;65;65;;;;080I190Q0H0H0H0H0I0H0I;1E1O2F1W1N1O1N1O1P1N1O;0I190Q260I0H0I652A
96;1N70000101;39;39;3;080I1B0O0H0H0H0H0I0H0I1E1O2H1U1N1O1N1O1P1N1O0--0I1B0O260I0H0I652A;080I1B0O0H0H0H0H0I0H0I1E1O2H1U1N1O1N1O1P1N1O0--0I1B0O260I0H0I652A;OK;65;65;;;;080I1B0O0H0H0H0H0I0H0I;1E1O2H1U1N1O1N1O1P1N1O;0I1B0O260I0H0I652A
97;1S20000101;39;39;3;080I1G0J0H0H0H0H0I0H0I1E1O2M1P1N1O1N1O1P1N1O0--0I1G0J260I0H0I652A;080I1G0J0H0H0H0H0I0H0I1E1O2M1P1N1O1N1O1P1N1O0--0I1G0J260I0H0I652A;OK;65;65;;;;080I1G0J0H0H0H0H0I0H0I;1E1O2M1P1N1O1N1O1P1N1O;0I1G0J260I0H0I652A
98;1T10000101;39;39;3;080I1H0I0H0H0H0H0I0H0I1E1O2N1O1N1O1N1O1P1N1O0--0I1H0I260I0H0I652A;080I1H0I0H0H0H0H0I0H0I1E1O2N1O1N1O1N1O1P1N1O0--0I1H0I260I0H0I652A;OK;65;65;;;;080I1H0I0H0H0H0H0I0H0I;1E1O2N1O1N1O1N1O1P1N1O;0I1H0I260I0H0I652A
99;2T00000101;39;39;2;080J1H0H0H0H0H0H0I0H0I1E1P2N1N1O1N1O1N1O1N1O0--0J1H0T0I0H0I660Y0;080J1H0H0H0H0H0H0I0H0I1E1P2N1N1O1N1O1N1O1N1O0--0J1H0T0I0H0I660Y0;OK;64;64;;;;080J1H0H0H0H0H0H0I0H0I;1E1P2N1N1O1N1O1N1O1N1O;0J1H0T0I0H0I660Y0
100;3M60000101;39;39;3;080K1A0N0H0H0H0H0I0H0I1E1Q2G1T1N1O1N1O1P1N1O0--0K1A0N260I0H0I652A;080K1A0N0H0H0H0H0I0H0I1E1Q2G1T1N1O1N1O1P1N1O0--0K1A0N260I0H0I652A;OK;65;65;;;;080K1A0N0H0H0H0H0I0H0I;1E1Q2G1T1N1O1N1O1P1N1O;0K1A0N260I0H0I652A
101;BXDRJ00101;139;39;5;080Z1L111F170H0H0I0H0I1E252R272L2D1N1O1P1N1O0--0Z1L111F170K0I0H0I630M0;080Z1L111F170H0H0I0H0I1E252R272L2D1N1O1P1N1O0--0Z1L111F170K0I0H0I630M0;OK;70;70;;;;080Z1L111F170H0H0I0H0I;1E252R272L2D1N1O1P1N1O;0Z1L111F170K0I0H0I630M0
102;N800000101;39;39;2;081B0P0H0H0H0H0H0I0H0I1E2H1V1N1O1N1O1N1O1N1O0--1B0P0T0I0H0I660Y0;081B0P0H0H0H0H0H0I0H0I1E2H1V1N1O1N1O1N1O1N1O0--1B0P0T0I0H0I660Y0;OK;64;64;;;;081B0P0H0H0H0H0H0I0H0I;1E2H1V1N1O1N1O1N1O1N1O;1B0P0T0I0H0I660Y0
103;NGLOJ00101;139;39;5;081B14191C170H0H0I0H0I1E2H2A2F2I2D1N1O1P1N1O0--1B14191C170K0I0H0I630M0;081B14191C170H0H0I0H0I1E2H2A2F2I2D1N1O1P1N1O0--1B14191C170K0I0H0I630M0;OK;70;70;;;;081B14191C170H0H0I0H0I;1E2H2A2F2I2D1N1O1P1N1O;1B14191C170K0I0H0I630M0
104;R3YRJ00101;139;39;5;081F0K1M1F170H0H0I0H0I1E2L1Q2S2L2D1N1O1P1N1O0--1F0K1M1F170K0I0H0I630M0;081F0K1M1F170H0H0I0H0I1E2L1Q2S2L2D1N1O1P1N1O0--1F0K1M1F170K0I0H0I630M0;OK;70;70;;;;081F0K1M1F170H0H0I0H0I;1E2L1Q2S2L2D1N1O1P1N1O;1F0K1M1F170K0I0H0I630M0
105;U100000101;39;39;2;081I0I0H0H0H0H0H0I0H0I1E2O1O1N1O1N1O1N1O1N1O0--1I0I0T0I0H0I660Y0;081I0I0H0H0H0H0H0I0H0I1E2O1O1N1O1N1O1N1O1N1O0--1I0I0T0I0H0I660Y0;OK;64;64;;;;081I0I0H0H0H0H0H0I0H0I;1E2O1O1N1O1N1O1N1O1N1O;1I0I0T0I0H0I660Y0
106;VI8YJ00101;139;39;5;081J160P1M170H0H0I0H0I1E2P2C1V2S2D1N1O1P1N1O0--1J160P1M170K0I0H0I630M0;081J160P1M170H0H0I0H0I1E2P2C1V2S2D1N1O1P1N1O0--1J160P1M170K0I0H0I630M0;OK;70;70;;;;081J160P1M170H0H0I0H0I;1E2P2C1V2S2D1N1O1P1N1O;1J160P1M170K0I0H0I630M0
107;1BD0000101;40;40;3;090I0Z110H0H0H0H0I0H0I1G1P26281O1P1O1P1Q1O1P0--0I0Z11270I0I0H652B;090I0Z110H0H0H0H0I0H0I1G1P26281O1P1O1P1Q1O1P0--0I0Z11270I0I0H652B;OK;65;65;;;;090I0Z110H0H0H0H0I0H0I;1G1P26281O1P1O1P1Q1O1P;0I0Z11270I0I0H652B
108;1CC0000101;40;40;3;090I10100H0H0H0H0I0H0I1G1P27281O1P1O1P1Q1O1P0--0I1010270I0I0H652B;090I10100H0H0H0H0I0H0I1G1P27281O1P1O1P1Q1O1P0--0I1010270I0I0H652B;OK;65;65;;;;090I10100H0H0H0H0I0H0I;1G1P27281O1P1O1P1Q1O1P;0I1010270I0I0H652B
109;1DB0000101;40;40;3;090I110Z0H0H0H0H0I0H0I1G1P28261O1P1O1P1Q1O1P0--0I110Z270I0I0H652B;090I110Z0H0H0H0H0I0H0I1G1P28261O1P1O1P1Q1O1P0--0I110Z270I0I0H652B;OK;65;65;;;;090I110Z0H0H0H0H0I0H0I;1G1P28261O1P1O1P1Q1O1P;0I110Z270I0I0H652B
110;1EA0000101;40;40;3;090I120Y0H0H0H0H0I0H0I1G1P29251O1P1O1P1Q1O1P0--0I120Y270I0I0H652B;090I120Y0H0H0H0H0I0H0I1G1P29251O1P1O1P1Q1O1P0--0I120Y270I0I0H652B;OK;65;65;;;;090I120Y0H0H0H0H0I0H0I;1G1P29251O1P1O1P1Q1O1P;0I120Y270I0I0H652B
111;1O70000101;40;40;3;090I1C0O0H0H0H0H0I0H0I1G1P2J1V1O1P1O1P1Q1O1P0--0I1C0O270I0I0H652B;090I1C0O0H0H0H0H0I0H0I1G1P2J1V1O1P1O1P1Q1O1P0--0I1C0O270I0I0H652B;OK;65;65;;;;090I1C0O0H0H0H0H0I0H0I;1G1P2J1V1O1P1O1P1Q1O1P;0I1C0O270I0I0H652B
112;1P60000101;40;40;3;090I1D0N0H0H0H0H0I0H0I1G1P2K1U1O1P1O1P1Q1O1P0--0I1D0N270I0I0H652B;090I1D0N0H0H0H0H0I0H0I1G1P2K1U1O1P1O1P1Q1O1P0--0I1D0N270I0I0H652B;OK;65;65;;;;090I1D0N0H0H0H0H0I0H0I;1G1P2K1U1O1P1O1P1Q1O1P;0I1D0N270I0I0H652B
113;1Q50000101;40;40;3;090I1E0M0H0H0H0H0I0H0I1G1P2L1T1O1P1O1P1Q1O1P0--0I1E0M270I0I0H652B;090I1E0M0H0H0H0H0I0H0I1G1P2L1T1O1P1O1P1Q1O1P0--0I1E0M270I0I0H652B;OK;65;65;;;;090I1E0M0H0H0H0H0I0H0I;1G1P2L1T1O1P1O1P1Q1O1P;0I1E0M270I0I0H652B
