SourceRow;Filename;WorkerID;Prefix_ASC;TailRaw;TailLen;PairCount;TrailingChar;FirstZeroPos;SignificantLen;W01;W02;W03;W04;W05;W06;W07;W08;W09;W10;W01_ASC;W02_ASC;W03_ASC;W04_ASC;W05_ASC;W06_ASC;W07_ASC;W08_ASC;W09_ASC;W10_ASC;W01_B36;W02_B36;W03_B36;W04_B36;W05_B36;W06_B36;W07_B36;W08_B36;W09_B36;W10_B36;T01_RAW;T02_RAW;T03_RAW;T04_RAW;T05_RAW;T06_RAW;T07_RAW;T08_RAW;T09_RAW;T10_RAW;T11_RAW;T01_NUM;T02_NUM;T03_NUM;T04_NUM;T05_NUM;T06_NUM;T07_NUM;T08_NUM;T09_NUM;T10_NUM;T11_NUM;T01_PLUS31;T02_PLUS31;T03_PLUS31;T04_PLUS31;T05_PLUS31;T06_PLUS31;T07_PLUS31;T08_PLUS31;T09_PLUS31;T10_PLUS31;T11_PLUS31;T01_MATCH_W;T02_MATCH_W;T03_MATCH_W;T04_MATCH_W;T05_MATCH_W;T06_MATCH_W;T07_MATCH_W;T08_MATCH_W;T09_MATCH_W;T10_MATCH_W;T11_MATCH_W;;;SOUHRN;
337;130I0N0N0H0H0H0H0I0H0I342J2O2P2I2J2I2J2K2I2J0--0I0N0N1H0I0I0H651L;1660000101;70;0I0N0N1H0I0I0H651L;18;9;;4;3;1;6;6;0;0;0;0;1;0;1;49;54;54;48;48;48;48;49;48;49;18;23;23;17;17;17;17;18;17;18;0I;0N;0N;1H;0I;0I;0H;65;1L;;;18;23;23;53;18;18;17;221;57;;;49;54;54;84;49;49;48;252;88;;;W01,W08,W10;W02,W03;W02,W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
338;130I0O0M0H0H0H0H0I0H0I342J2P2N2I2J2I2J2K2I2J0--0I0O0M1H0I0I0H651L;1750000101;70;0I0O0M1H0I0I0H651L;18;9;;4;3;1;7;5;0;0;0;0;1;0;1;49;55;53;48;48;48;48;49;48;49;18;24;22;17;17;17;17;18;17;18;0I;0O;0M;1H;0I;0I;0H;65;1L;;;18;24;22;53;18;18;17;221;57;;;49;55;53;84;49;49;48;252;88;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
339;130I120Z0M150H0H0I0H0I342J33302N362I2J2K2I2J0--0I120Z0M151F0I0I0H631H0;1EB5H00101;70;0I120Z0M151F0I0I0H631H0;23;11;0;6;5;1;E;B;5;H;0;0;1;0;1;49;69;66;53;72;48;48;49;48;49;18;38;35;22;41;17;17;18;17;18;0I;12;0Z;0M;15;1F;0I;0I;0H;63;1H;18;38;35;22;41;51;18;18;17;219;53;49;69;66;53;72;82;49;49;48;250;84;W01,W08,W10;W02;W03;W04;W05;;W01,W08,W10;W01,W08,W10;W06,W07,W09;;;;;;
340;130J0L0O0H0H0H0H0I0H0I342K2M2P2I2J2I2J2K2I2J0--0J0L0O1H0I0I0H651L;2470000101;70;0J0L0O1H0I0I0H651L;18;9;;4;3;2;4;7;0;0;0;0;1;0;1;50;52;55;48;48;48;48;49;48;49;19;21;24;17;17;17;17;18;17;18;0J;0L;0O;1H;0I;0I;0H;65;1L;;;19;21;24;53;18;18;17;221;57;;;50;52;55;84;49;49;48;252;88;;;W01;W02;W03;;W08,W10;W08,W10;W04,W05,W06,W07,W09;;;;;;;;
341;130J0M0N0H0H0H0H0I0H0I342K2N2O2I2J2I2J2K2I2J0--0J0M0N1H0I0I0H651L;2560000101;70;0J0M0N1H0I0I0H651L;18;9;;4;3;2;5;6;0;0;0;0;1;0;1;50;53;54;48;48;48;48;49;48;49;19;22;23;17;17;17;17;18;17;18;0J;0M;0N;1H;0I;0I;0H;65;1L;;;19;22;23;53;18;18;17;221;57;;;50;53;54;84;49;49;48;252;88;;;W01;W02;W03;;W08,W10;W08,W10;W04,W05,W06,W07,W09;;;;;;;;
342;130L0Q0H0H0H0H0H0I0H0I342M2R2I2J2I2J2I2J2I2J0--0L0Q040I0I0H66090;4900000101;70;0L0Q040I0I0H66090;17;8;0;3;2;4;9;0;0;0;0;0;1;0;1;52;57;48;48;48;48;48;49;48;49;21;26;17;17;17;17;17;18;17;18;0L;0Q;4;0I;0I;0H;66;9;;;;21;26;4;18;18;17;222;9;;;;52;57;35;49;49;48;253;40;;;;W01;W02;;W08,W10;W08,W10;W03,W04,W05,W06,W07,W09;;;;;;;;;
343;130N0O0H0H0H0H0H0I0H0I342O2P2I2J2I2J2I2J2I2J0--0N0O040I0I0H66090;6700000101;70;0N0O040I0I0H66090;17;8;0;3;2;6;7;0;0;0;0;0;1;0;1;54;55;48;48;48;48;48;49;48;49;23;24;17;17;17;17;17;18;17;18;0N;0O;4;0I;0I;0H;66;9;;;;23;24;4;18;18;17;222;9;;;;54;55;35;49;49;48;253;40;;;;W01;W02;;W08,W10;W08,W10;W03,W04,W05,W06,W07,W09;;;;;;;;;
344;130P0L0I0H0H0H0H0I0H0I342Q2M2J2I2J2I2J2K2I2J0--0P0L0I1H0I0I0H651L;8410000101;70;0P0L0I1H0I0I0H651L;18;9;;4;3;8;4;1;0;0;0;0;1;0;1;56;52;49;48;48;48;48;49;48;49;25;21;18;17;17;17;17;18;17;18;0P;0L;0I;1H;0I;0I;0H;65;1L;;;25;21;18;53;18;18;17;221;57;;;56;52;49;84;49;49;48;252;88;;;W01;W02;W03,W08,W10;;W03,W08,W10;W03,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
345;140I0L0Q0H0H0H0H0I0H0I362K2N2S2J2K2J2K2L2J2K0--0I0L0Q1I0I0H0I651M;1490000101;71;0I0L0Q1I0I0H0I651M;18;9;;4;3;1;4;9;0;0;0;0;1;0;1;49;52;57;48;48;48;48;49;48;49;18;21;26;17;17;17;17;18;17;18;0I;0L;0Q;1I;0I;0H;0I;65;1M;;;18;21;26;54;18;17;18;221;58;;;49;52;57;85;49;48;49;252;89;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
346;140I0M0P0H0H0H0H0I0H0I362K2O2R2J2K2J2K2L2J2K0--0I0M0P1I0I0H0I651M;1580000101;71;0I0M0P1I0I0H0I651M;18;9;;4;3;1;5;8;0;0;0;0;1;0;1;49;53;56;48;48;48;48;49;48;49;18;22;25;17;17;17;17;18;17;18;0I;0M;0P;1I;0I;0H;0I;65;1M;;;18;22;25;54;18;17;18;221;58;;;49;53;56;85;49;48;49;252;89;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
347;140I0N0O0H0H0H0H0I0H0I362K2P2Q2J2K2J2K2L2J2K0--0I0N0O1I0I0H0I651M;1670000101;71;0I0N0O1I0I0H0I651M;18;9;;4;3;1;6;7;0;0;0;0;1;0;1;49;54;55;48;48;48;48;49;48;49;18;23;24;17;17;17;17;18;17;18;0I;0N;0O;1I;0I;0H;0I;65;1M;;;18;23;24;54;18;17;18;221;58;;;49;54;55;85;49;48;49;252;89;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
348;140I120Z0L170H0H0I0H0I362K34312N392J2K2L2J2K0--0I120Z0L171G0I0H0I631I0;1EB4J00101;71;0I120Z0L171G0I0H0I631I0;23;11;0;6;5;1;E;B;4;J;0;0;1;0;1;49;69;66;52;74;48;48;49;48;49;18;38;35;21;43;17;17;18;17;18;0I;12;0Z;0L;17;1G;0I;0H;0I;63;1I;18;38;35;21;43;52;18;17;18;219;54;49;69;66;52;74;83;49;48;49;250;85;W01,W08,W10;W02;W03;W04;W05;;W01,W08,W10;W06,W07,W09;W01,W08,W10;;;;;;
349;140M0Q0H0H0H0H0H0I0H0I362O2S2J2K2J2K2J2K2J2K0--0M0Q050I0H0I660A0;5900000101;71;0M0Q050I0H0I660A0;17;8;0;3;2;5;9;0;0;0;0;0;1;0;1;53;57;48;48;48;48;48;49;48;49;22;26;17;17;17;17;17;18;17;18;0M;0Q;5;0I;0H;0I;66;0A;;;;22;26;5;18;17;18;222;10;;;;53;57;36;49;48;49;253;41;;;;W01;W02;;W08,W10;W03,W04,W05,W06,W07,W09;W08,W10;;;;;;;;;
350;140O0O0H0H0H0H0H0I0H0I362Q2R2J2K2J2K2J2K2J2K0--0O0O050I0H0I660A0;7700000101;71;0O0O050I0H0I660A0;17;8;0;3;2;7;7;0;0;0;0;0;1;0;1;55;55;48;48;48;48;48;49;48;49;24;24;17;17;17;17;17;18;17;18;0O;0O;5;0I;0H;0I;66;0A;;;;24;24;5;18;17;18;222;10;;;;55;55;36;49;48;49;253;41;;;;W01,W02;W01,W02;;W08,W10;W03,W04,W05,W06,W07,W09;W08,W10;;;;;;;;;
351;140Q0L0I0H0H0H0H0I0H0I362S2N2K2J2K2J2K2L2J2K0--0Q0L0I1I0I0H0I651M;9410000101;71;0Q0L0I1I0I0H0I651M;18;9;;4;3;9;4;1;0;0;0;0;1;0;1;57;52;49;48;48;48;48;49;48;49;26;21;18;17;17;17;17;18;17;18;0Q;0L;0I;1I;0I;0H;0I;65;1M;;;26;21;18;54;18;17;18;221;58;;;57;52;49;85;49;48;49;252;89;;;W01;W02;W03,W08,W10;;W03,W08,W10;W04,W05,W06,W07,W09;W03,W08,W10;;;;;;;;
352;150I0N0P0H0H0H0H0I0H0I382L2Q2S2K2L2K2L2M2K2L0--0I0N0P1J0I0I0H651N;1680000101;72;0I0N0P1J0I0I0H651N;18;9;;4;3;1;6;8;0;0;0;0;1;0;1;49;54;56;48;48;48;48;49;48;49;18;23;25;17;17;17;17;18;17;18;0I;0N;0P;1J;0I;0I;0H;65;1N;;;18;23;25;55;18;18;17;221;59;;;49;54;56;86;49;49;48;252;90;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
353;150I0O0O0H0H0H0H0I0H0I382L2R2S2K2L2K2L2M2K2L0--0I0O0O1J0I0I0H651N;1770000101;72;0I0O0O1J0I0I0H651N;18;9;;4;3;1;7;7;0;0;0;0;1;0;1;49;55;55;48;48;48;48;49;48;49;18;24;24;17;17;17;17;18;17;18;0I;0O;0O;1J;0I;0I;0H;65;1N;;;18;24;24;55;18;18;17;221;59;;;49;55;55;86;49;49;48;252;90;;;W01,W08,W10;W02,W03;W02,W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
354;150K0O0M0H0H0H0H0I0H0I382N2R2P2K2L2K2L2M2K2L0--0K0O0M1J0I0I0H651N;3750000101;72;0K0O0M1J0I0I0H651N;18;9;;4;3;3;7;5;0;0;0;0;1;0;1;51;55;53;48;48;48;48;49;48;49;20;24;22;17;17;17;17;18;17;18;0K;0O;0M;1J;0I;0I;0H;65;1N;;;20;24;22;55;18;18;17;221;59;;;51;55;53;86;49;49;48;252;90;;;W01;W02;W03;;W08,W10;W08,W10;W04,W05,W06,W07,W09;;;;;;;;
355;151I1D1N1F170H0H0I0H0I383L3G3Q3I3A2K2L2M2K2L0--1I1D1N1F171H0I0I0H631J0;UPZRJ00101;72;1I1D1N1F171H0I0I0H631J0;23;11;0;6;5;U;P;Z;R;J;0;0;1;0;1;85;80;90;82;74;48;48;49;48;49;54;49;59;51;43;17;17;18;17;18;1I;1D;1N;1F;17;1H;0I;0I;0H;63;1J;54;49;59;51;43;53;18;18;17;219;55;85;80;90;82;74;84;49;49;48;250;86;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
356;160I0P0O0H0H0H0H0I0H0I3A2M2T2S2L2M2L2M2N2L2M0--0I0P0O1K0I0H0I651O;1870000101;73;0I0P0O1K0I0H0I651O;18;9;;4;3;1;8;7;0;0;0;0;1;0;1;49;56;55;48;48;48;48;49;48;49;18;25;24;17;17;17;17;18;17;18;0I;0P;0O;1K;0I;0H;0I;65;1O;;;18;25;24;56;18;17;18;221;60;;;49;56;55;87;49;48;49;252;91;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
357;160I0Q0N0H0H0H0H0I0H0I3A2M2U2R2L2M2L2M2N2L2M0--0I0Q0N1K0I0H0I651O;1960000101;73;0I0Q0N1K0I0H0I651O;18;9;;4;3;1;9;6;0;0;0;0;1;0;1;49;57;54;48;48;48;48;49;48;49;18;26;23;17;17;17;17;18;17;18;0I;0Q;0N;1K;0I;0H;0I;65;1O;;;18;26;23;56;18;17;18;221;60;;;49;57;54;87;49;48;49;252;91;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
358;160P0P0H0H0H0H0H0I0H0I3A2T2U2L2M2L2M2L2M2L2M0--0P0P070I0H0I660C0;8800000101;73;0P0P070I0H0I660C0;17;8;0;3;2;8;8;0;0;0;0;0;1;0;1;56;56;48;48;48;48;48;49;48;49;25;25;17;17;17;17;17;18;17;18;0P;0P;7;0I;0H;0I;66;0C;;;;25;25;7;18;17;18;222;12;;;;56;56;38;49;48;49;253;43;;;;W01,W02;W01,W02;;W08,W10;W03,W04,W05,W06,W07,W09;W08,W10;;;;;;;;;
359;160Q0O0H0H0H0H0H0I0H0I3A2U2S2L2M2L2M2L2M2L2M0--0Q0O070I0H0I660C0;9700000101;73;0Q0O070I0H0I660C0;17;8;0;3;2;9;7;0;0;0;0;0;1;0;1;57;55;48;48;48;48;48;49;48;49;26;24;17;17;17;17;17;18;17;18;0Q;0O;7;0I;0H;0I;66;0C;;;;26;24;7;18;17;18;222;12;;;;57;55;38;49;48;49;253;43;;;;W01;W02;;W08,W10;W03,W04,W05,W06,W07,W09;W08,W10;;;;;;;;;
360;170I0O0Q0H0H0H0H0I0H0I3C2N2T2V2M2N2M2N2O2M2N0--0I0O0Q1L0I0I0H651P;1790000101;74;0I0O0Q1L0I0I0H651P;18;9;;4;3;1;7;9;0;0;0;0;1;0;1;49;55;57;48;48;48;48;49;48;49;18;24;26;17;17;17;17;18;17;18;0I;0O;0Q;1L;0I;0I;0H;65;1P;;;18;24;26;57;18;18;17;221;61;;;49;55;57;88;49;49;48;252;92;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
361;170K120Y0O160H0H0I0H0I3C2P37332T3B2M2N2O2M2N0--0K120Y0O161J0I0I0H631L0;3EA7I00101;74;0K120Y0O161J0I0I0H631L0;23;11;0;6;5;3;E;A;7;I;0;0;1;0;1;51;69;65;55;73;48;48;49;48;49;20;38;34;24;42;17;17;18;17;18;0K;12;0Y;0O;16;1J;0I;0I;0H;63;1L;20;38;34;24;42;55;18;18;17;219;57;51;69;65;55;73;86;49;49;48;250;88;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
362;180I0P0Q0H0H0H0H0I0H0I3E2O2V2W2N2O2N2O2P2N2O0--0I0P0Q1M0I0H0I651Q;1890000101;75;0I0P0Q1M0I0H0I651Q;18;9;;4;3;1;8;9;0;0;0;0;1;0;1;49;56;57;48;48;48;48;49;48;49;18;25;26;17;17;17;17;18;17;18;0I;0P;0Q;1M;0I;0H;0I;65;1Q;;;18;25;26;58;18;17;18;221;62;;;49;56;57;89;49;48;49;252;93;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
363;180I0Q0P0H0H0H0H0I0H0I3E2O2W2V2N2O2N2O2P2N2O0--0I0Q0P1M0I0H0I651Q;1980000101;75;0I0Q0P1M0I0H0I651Q;18;9;;4;3;1;9;8;0;0;0;0;1;0;1;49;57;56;48;48;48;48;49;48;49;18;26;25;17;17;17;17;18;17;18;0I;0Q;0P;1M;0I;0H;0I;65;1Q;;;18;26;25;58;18;17;18;221;62;;;49;57;56;89;49;48;49;252;93;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
364;180Q0Q0H0H0H0H0H0I0H0I3E2W2X2N2O2N2O2N2O2N2O0--0Q0Q090I0H0I660E0;9900000101;75;0Q0Q090I0H0I660E0;17;8;0;3;2;9;9;0;0;0;0;0;1;0;1;57;57;48;48;48;48;48;49;48;49;26;26;17;17;17;17;17;18;17;18;0Q;0Q;9;0I;0H;0I;66;0E;;;;26;26;9;18;17;18;222;14;;;;57;57;40;49;48;49;253;45;;;;W01,W02;W01,W02;;W08,W10;W03,W04,W05,W06,W07,W09;W08,W10;;;;;;;;;
365;190I0I0Y0H0H0H0H0I0H0I3G2P2Q352O2P2O2P2Q2O2P0--0I0I0Y1N0I0I0H651R;11A0000101;76;0I0I0Y1N0I0I0H651R;18;9;;4;3;1;1;A;0;0;0;0;1;0;1;49;49;65;48;48;48;48;49;48;49;18;18;34;17;17;17;17;18;17;18;0I;0I;0Y;1N;0I;0I;0H;65;1R;;;18;18;34;59;18;18;17;221;63;;;49;49;65;90;49;49;48;252;94;;;W01,W02,W08,W10;W01,W02,W08,W10;W03;;W01,W02,W08,W10;W01,W02,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
366;190I0Q0Q0H0H0H0H0I0H0I3G2P2X2Y2O2P2O2P2Q2O2P0--0I0Q0Q1N0I0I0H651R;1990000101;76;0I0Q0Q1N0I0I0H651R;18;9;;4;3;1;9;9;0;0;0;0;1;0;1;49;57;57;48;48;48;48;49;48;49;18;26;26;17;17;17;17;18;17;18;0I;0Q;0Q;1N;0I;0I;0H;65;1R;;;18;26;26;59;18;18;17;221;63;;;49;57;57;90;49;49;48;252;94;;;W01,W08,W10;W02,W03;W02,W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
367;1A0I0J0Y0H0H0H0H0I0H0I3I2Q2R362P2Q2P2Q2R2P2Q0--0I0J0Y1O0I0H0I651S;12A0000101;77;0I0J0Y1O0I0H0I651S;18;9;;4;3;1;2;A;0;0;0;0;1;0;1;49;50;65;48;48;48;48;49;48;49;18;19;34;17;17;17;17;18;17;18;0I;0J;0Y;1O;0I;0H;0I;65;1S;;;18;19;34;60;18;17;18;221;64;;;49;50;65;91;49;48;49;252;95;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
368;1A0Q0N0M0H0H0H0H0I0H0I3I2Y2V2U2P2Q2P2Q2R2P2Q0--0Q0N0M1O0I0H0I651S;9650000101;77;0Q0N0M1O0I0H0I651S;18;9;;4;3;9;6;5;0;0;0;0;1;0;1;57;54;53;48;48;48;48;49;48;49;26;23;22;17;17;17;17;18;17;18;0Q;0N;0M;1O;0I;0H;0I;65;1S;;;26;23;22;60;18;17;18;221;64;;;57;54;53;91;49;48;49;252;95;;;W01;W02;W03;;W08,W10;W04,W05,W06,W07,W09;W08,W10;;;;;;;;
369;1A100I0H0H0H0H0H0I0H0I3I382Q2P2Q2P2Q2P2Q2P2Q0--100I0B0I0H0I660G0;C100000101;77;100I0B0I0H0I660G0;17;8;0;3;2;C;1;0;0;0;0;0;1;0;1;67;49;48;48;48;48;48;49;48;49;36;18;17;17;17;17;17;18;17;18;10;0I;0B;0I;0H;0I;66;0G;;;;36;18;11;18;17;18;222;16;;;;67;49;42;49;48;49;253;47;;;;W01;W02,W08,W10;;W02,W08,W10;W03,W04,W05,W06,W07,W09;W02,W08,W10;;;;;;;;;
370;1B0I0I100H0H0H0H0I0H0I3K2R2S392Q2R2Q2R2S2Q2R0--0I0I101P0I0I0H651T;11C0000101;78;0I0I101P0I0I0H651T;18;9;;4;3;1;1;C;0;0;0;0;1;0;1;49;49;67;48;48;48;48;49;48;49;18;18;36;17;17;17;17;18;17;18;0I;0I;10;1P;0I;0I;0H;65;1T;;;18;18;36;61;18;18;17;221;65;;;49;49;67;92;49;49;48;252;96;;;W01,W02,W08,W10;W01,W02,W08,W10;W03;;W01,W02,W08,W10;W01,W02,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
371;1B0I0K0Y0H0H0H0H0I0H0I3K2R2T372Q2R2Q2R2S2Q2R0--0I0K0Y1P0I0I0H651T;13A0000101;78;0I0K0Y1P0I0I0H651T;18;9;;4;3;1;3;A;0;0;0;0;1;0;1;49;51;65;48;48;48;48;49;48;49;18;20;34;17;17;17;17;18;17;18;0I;0K;0Y;1P;0I;0I;0H;65;1T;;;18;20;34;61;18;18;17;221;65;;;49;51;65;92;49;49;48;252;96;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
372;1B0I0Z0J0H0H0H0H0I0H0I3K2R382S2Q2R2Q2R2S2Q2R0--0I0Z0J1P0I0I0H651T;1B20000101;78;0I0Z0J1P0I0I0H651T;18;9;;4;3;1;B;2;0;0;0;0;1;0;1;49;66;50;48;48;48;48;49;48;49;18;35;19;17;17;17;17;18;17;18;0I;0Z;0J;1P;0I;0I;0H;65;1T;;;18;35;19;61;18;18;17;221;65;;;49;66;50;92;49;49;48;252;96;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
373;1B0J0J0Y0H0H0H0H0I0H0I3K2S2T372Q2R2Q2R2S2Q2R0--0J0J0Y1P0I0I0H651T;22A0000101;78;0J0J0Y1P0I0I0H651T;18;9;;4;3;2;2;A;0;0;0;0;1;0;1;50;50;65;48;48;48;48;49;48;49;19;19;34;17;17;17;17;18;17;18;0J;0J;0Y;1P;0I;0I;0H;65;1T;;;19;19;34;61;18;18;17;221;65;;;50;50;65;92;49;49;48;252;96;;;W01,W02;W01,W02;W03;;W08,W10;W08,W10;W04,W05,W06,W07,W09;;;;;;;;
374;1B0N121A100J0H0H0I0H0I3K2W3B3J392S2Q2R2S2Q2R0--0N121A100J1N0I0I0H631P0;6EMC200101;78;0N121A100J1N0I0I0H631P0;23;11;0;6;5;6;E;M;C;2;0;0;1;0;1;54;69;77;67;50;48;48;49;48;49;23;38;46;36;19;17;17;18;17;18;0N;12;1A;10;0J;1N;0I;0I;0H;63;1P;23;38;46;36;19;59;18;18;17;219;61;54;69;77;67;50;90;49;49;48;250;92;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
375;1C0I0J100H0H0H0H0I0H0I3M2S2T3A2R2S2R2S2T2R2S0--0I0J101Q0I0H0I651U;12C0000101;79;0I0J101Q0I0H0I651U;18;9;;4;3;1;2;C;0;0;0;0;1;0;1;49;50;67;48;48;48;48;49;48;49;18;19;36;17;17;17;17;18;17;18;0I;0J;10;1Q;0I;0H;0I;65;1U;;;18;19;36;62;18;17;18;221;66;;;49;50;67;93;49;48;49;252;97;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
376;1C0I0K0Z0H0H0H0H0I0H0I3M2S2U392R2S2R2S2T2R2S0--0I0K0Z1Q0I0H0I651U;13B0000101;79;0I0K0Z1Q0I0H0I651U;18;9;;4;3;1;3;B;0;0;0;0;1;0;1;49;51;66;48;48;48;48;49;48;49;18;20;35;17;17;17;17;18;17;18;0I;0K;0Z;1Q;0I;0H;0I;65;1U;;;18;20;35;62;18;17;18;221;66;;;49;51;66;93;49;48;49;252;97;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
377;1C0I0L0Y0H0H0H0H0I0H0I3M2S2V382R2S2R2S2T2R2S0--0I0L0Y1Q0I0H0I651U;14A0000101;79;0I0L0Y1Q0I0H0I651U;18;9;;4;3;1;4;A;0;0;0;0;1;0;1;49;52;65;48;48;48;48;49;48;49;18;21;34;17;17;17;17;18;17;18;0I;0L;0Y;1Q;0I;0H;0I;65;1U;;;18;21;34;62;18;17;18;221;66;;;49;52;65;93;49;48;49;252;97;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
378;1C0I100J0H0H0H0H0I0H0I3M2S3A2T2R2S2R2S2T2R2S0--0I100J1Q0I0H0I651U;1C20000101;79;0I100J1Q0I0H0I651U;18;9;;4;3;1;C;2;0;0;0;0;1;0;1;49;67;50;48;48;48;48;49;48;49;18;36;19;17;17;17;17;18;17;18;0I;10;0J;1Q;0I;0H;0I;65;1U;;;18;36;19;62;18;17;18;221;66;;;49;67;50;93;49;48;49;252;97;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
379;1C0J0I100H0H0H0H0I0H0I3M2T2S3A2R2S2R2S2T2R2S0--0J0I101Q0I0H0I651U;21C0000101;79;0J0I101Q0I0H0I651U;18;9;;4;3;2;1;C;0;0;0;0;1;0;1;50;49;67;48;48;48;48;49;48;49;19;18;36;17;17;17;17;18;17;18;0J;0I;10;1Q;0I;0H;0I;65;1U;;;19;18;36;62;18;17;18;221;66;;;50;49;67;93;49;48;49;252;97;;;W01;W02,W08,W10;W03;;W02,W08,W10;W04,W05,W06,W07,W09;W02,W08,W10;;;;;;;;
380;1C0J110H0H0H0H0H0I0H0I3M2T3B2R2S2R2S2R2S2R2S0--0J110D0I0H0I660I0;2D00000101;79;0J110D0I0H0I660I0;17;8;0;3;2;2;D;0;0;0;0;0;1;0;1;50;68;48;48;48;48;48;49;48;49;19;37;17;17;17;17;17;18;17;18;0J;11;0D;0I;0H;0I;66;0I;;;;19;37;13;18;17;18;222;18;;;;50;68;44;49;48;49;253;49;;;;W01;W02;;W08,W10;W03,W04,W05,W06,W07,W09;W08,W10;;W08,W10;;;;;;;
381;1C0K0Z0I0H0H0H0H0I0H0I3M2U392S2R2S2R2S2T2R2S0--0K0Z0I1Q0I0H0I651U;3B10000101;79;0K0Z0I1Q0I0H0I651U;18;9;;4;3;3;B;1;0;0;0;0;1;0;1;51;66;49;48;48;48;48;49;48;49;20;35;18;17;17;17;17;18;17;18;0K;0Z;0I;1Q;0I;0H;0I;65;1U;;;20;35;18;62;18;17;18;221;66;;;51;66;49;93;49;48;49;252;97;;;W01;W02;W03,W08,W10;;W03,W08,W10;W04,W05,W06,W07,W09;W03,W08,W10;;;;;;;;
382;1D0I0K100H0H0H0H0I0H0I3O2T2V3B2S2T2S2T2U2S2T0--0I0K101R0I0I0H651V;13C0000101;80;0I0K101R0I0I0H651V;18;9;;4;3;1;3;C;0;0;0;0;1;0;1;49;51;67;48;48;48;48;49;48;49;18;20;36;17;17;17;17;18;17;18;0I;0K;10;1R;0I;0I;0H;65;1V;;;18;20;36;63;18;18;17;221;67;;;49;51;67;94;49;49;48;252;98;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
383;1D0I0M0Y0H0H0H0H0I0H0I3O2T2X392S2T2S2T2U2S2T0--0I0M0Y1R0I0I0H651V;15A0000101;80;0I0M0Y1R0I0I0H651V;18;9;;4;3;1;5;A;0;0;0;0;1;0;1;49;53;65;48;48;48;48;49;48;49;18;22;34;17;17;17;17;18;17;18;0I;0M;0Y;1R;0I;0I;0H;65;1V;;;18;22;34;63;18;18;17;221;67;;;49;53;65;94;49;49;48;252;98;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
