SourceRow;Filename;WorkerID;Prefix_ASC;TailRaw;TailLen;PairCount;TrailingChar;FirstZeroPos;SignificantLen;W01;W02;W03;W04;W05;W06;W07;W08;W09;W10;W01_ASC;W02_ASC;W03_ASC;W04_ASC;W05_ASC;W06_ASC;W07_ASC;W08_ASC;W09_ASC;W10_ASC;W01_B36;W02_B36;W03_B36;W04_B36;W05_B36;W06_B36;W07_B36;W08_B36;W09_B36;W10_B36;T01_RAW;T02_RAW;T03_RAW;T04_RAW;T05_RAW;T06_RAW;T07_RAW;T08_RAW;T09_RAW;T10_RAW;T11_RAW;T01_NUM;T02_NUM;T03_NUM;T04_NUM;T05_NUM;T06_NUM;T07_NUM;T08_NUM;T09_NUM;T10_NUM;T11_NUM;T01_PLUS31;T02_PLUS31;T03_PLUS31;T04_PLUS31;T05_PLUS31;T06_PLUS31;T07_PLUS31;T08_PLUS31;T09_PLUS31;T10_PLUS31;T11_PLUS31;T01_MATCH_W;T02_MATCH_W;T03_MATCH_W;T04_MATCH_W;T05_MATCH_W;T06_MATCH_W;T07_MATCH_W;T08_MATCH_W;T09_MATCH_W;T10_MATCH_W;T11_MATCH_W;;;SOUHRN;
289;0U0I1L100H0H0H0H0I0H0I2M2A3D2S292A292A2B292A0--0I1L10010I0I0H6505;1XC0000101;61;0I1L10010I0I0H6505;18;9;;4;3;1;X;C;0;0;0;0;1;0;1;49;88;67;48;48;48;48;49;48;49;18;57;36;17;17;17;17;18;17;18;0I;1L;10;1;0I;0I;0H;65;5;;;18;57;36;1;18;18;17;221;5;;;49;88;67;32;49;49;48;252;36;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
290;0U0I1M0Z0H0H0H0H0I0H0I2M2A3E2R292A292A2B292A0--0I1M0Z010I0I0H6505;1YB0000101;61;0I1M0Z010I0I0H6505;18;9;;4;3;1;Y;B;0;0;0;0;1;0;1;49;89;66;48;48;48;48;49;48;49;18;58;35;17;17;17;17;18;17;18;0I;1M;0Z;1;0I;0I;0H;65;5;;;18;58;35;1;18;18;17;221;5;;;49;89;66;32;49;49;48;252;36;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
291;0U0I1N0Y0H0H0H0H0I0H0I2M2A3F2Q292A292A2B292A0--0I1N0Y010I0I0H6505;1ZA0000101;61;0I1N0Y010I0I0H6505;18;9;;4;3;1;Z;A;0;0;0;0;1;0;1;49;90;65;48;48;48;48;49;48;49;18;59;34;17;17;17;17;18;17;18;0I;1N;0Y;1;0I;0I;0H;65;5;;;18;59;34;1;18;18;17;221;5;;;49;90;65;32;49;49;48;252;36;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
292;0U0J0J0H0H0H0H0H0I0H0I2M2B2C292A292A292A292A0--0J0J010I0H0I66060;2200000101;61;0J0J010I0H0I66060;17;8;0;3;2;2;2;0;0;0;0;0;1;0;1;50;50;48;48;48;48;48;49;48;49;19;19;17;17;17;17;17;18;17;18;0J;0J;1;0I;0H;0I;66;6;;;;19;19;1;18;17;18;222;6;;;;50;50;32;49;48;49;253;37;;;;W01,W02;W01,W02;;W08,W10;W03,W04,W05,W06,W07,W09;W08,W10;;;;;;;;;
293;0U0J1L0Z0H0H0H0H0I0H0I2M2B3D2R292A292A2B292A0--0J1L0Z010I0I0H6505;2XB0000101;61;0J1L0Z010I0I0H6505;18;9;;4;3;2;X;B;0;0;0;0;1;0;1;50;88;66;48;48;48;48;49;48;49;19;57;35;17;17;17;17;18;17;18;0J;1L;0Z;1;0I;0I;0H;65;5;;;19;57;35;1;18;18;17;221;5;;;50;88;66;32;49;49;48;252;36;;;W01;W02;W03;;W08,W10;W08,W10;W04,W05,W06,W07,W09;;;;;;;;
294;0U0J1M0Y0H0H0H0H0I0H0I2M2B3E2Q292A292A2B292A0--0J1M0Y010I0I0H6505;2YA0000101;61;0J1M0Y010I0I0H6505;18;9;;4;3;2;Y;A;0;0;0;0;1;0;1;50;89;65;48;48;48;48;49;48;49;19;58;34;17;17;17;17;18;17;18;0J;1M;0Y;1;0I;0I;0H;65;5;;;19;58;34;1;18;18;17;221;5;;;50;89;65;32;49;49;48;252;36;;;W01;W02;W03;;W08,W10;W08,W10;W04,W05,W06,W07,W09;;;;;;;;
295;0U1B1H1E1G170H0H0I0H0I2M333936382Z292A2B292A0--1B1H1E1G17160I0H0I63180;NTQSJ00101;61;1B1H1E1G17160I0H0I63180;23;11;0;6;5;N;T;Q;S;J;0;0;1;0;1;78;84;81;83;74;48;48;49;48;49;47;53;50;52;43;17;17;18;17;18;1B;1H;1E;1G;17;16;0I;0H;0I;63;18;47;53;50;52;43;42;18;17;18;219;44;78;84;81;83;74;73;49;48;49;250;75;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
296;0V0I0L0H0H0H0H0H0I0H0I2O2B2E2A2B2A2B2A2B2A2B0--0I0L010I0H0I66060;1400000101;62;0I0L010I0H0I66060;17;8;0;3;2;1;4;0;0;0;0;0;1;0;1;49;52;48;48;48;48;48;49;48;49;18;21;17;17;17;17;17;18;17;18;0I;0L;1;0I;0H;0I;66;6;;;;18;21;1;18;17;18;222;6;;;;49;52;32;49;48;49;253;37;;;;W01,W08,W10;W02;;W01,W08,W10;W03,W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;;
297;0V0I1N0Z0H0H0H0H0I0H0I2O2B3G2S2A2B2A2B2C2A2B0--0I1N0Z010I0I0H6505;1ZB0000101;62;0I1N0Z010I0I0H6505;18;9;;4;3;1;Z;B;0;0;0;0;1;0;1;49;90;66;48;48;48;48;49;48;49;18;59;35;17;17;17;17;18;17;18;0I;1N;0Z;1;0I;0I;0H;65;5;;;18;59;35;1;18;18;17;221;5;;;49;90;66;32;49;49;48;252;36;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
298;0V0K0J0H0H0H0H0H0I0H0I2O2D2C2A2B2A2B2A2B2A2B0--0K0J010I0H0I66060;3200000101;62;0K0J010I0H0I66060;17;8;0;3;2;3;2;0;0;0;0;0;1;0;1;51;50;48;48;48;48;48;49;48;49;20;19;17;17;17;17;17;18;17;18;0K;0J;1;0I;0H;0I;66;6;;;;20;19;1;18;17;18;222;6;;;;51;50;32;49;48;49;253;37;;;;W01;W02;;W08,W10;W03,W04,W05,W06,W07,W09;W08,W10;;;;;;;;;
299;0W0I0H0M0H0H0H0H0I0H0I2Q2C2B2G2B2C2B2C2D2B2C0--0I0H0M1A0I0H0I651E;1050000101;63;0I0H0M1A0I0H0I651E;18;9;;2;1;1;0;5;0;0;0;0;1;0;1;49;48;53;48;48;48;48;49;48;49;18;17;22;17;17;17;17;18;17;18;0I;0H;0M;1A;0I;0H;0I;65;1E;;;18;17;22;46;18;17;18;221;50;;;49;48;53;77;49;48;49;252;81;;;W01,W08,W10;W02,W04,W05,W06,W07,W09;W03;;W01,W08,W10;W02,W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
300;0W0I120I0Y130H0H0I0H0I2Q2C2W2C2S2X2B2C2D2B2C0--0I120I0Y13180I0H0I631A0;1E1AF00101;63;0I120I0Y13180I0H0I631A0;23;11;0;6;5;1;E;1;A;F;0;0;1;0;1;49;69;49;65;70;48;48;49;48;49;18;38;18;34;39;17;17;18;17;18;0I;12;0I;0Y;13;18;0I;0H;0I;63;1A;18;38;18;34;39;44;18;17;18;219;46;49;69;49;65;70;75;49;48;49;250;77;W01,W03,W08,W10;W02;W01,W03,W08,W10;W04;W05;;W01,W03,W08,W10;W06,W07,W09;W01,W03,W08,W10;;;;;;
301;0W0J0L0H0H0H0H0H0I0H0I2Q2D2F2B2C2B2C2B2C2B2C0--0J0L010I0H0I66060;2400000101;63;0J0L010I0H0I66060;17;8;0;3;2;2;4;0;0;0;0;0;1;0;1;50;52;48;48;48;48;48;49;48;49;19;21;17;17;17;17;17;18;17;18;0J;0L;1;0I;0H;0I;66;6;;;;19;21;1;18;17;18;222;6;;;;50;52;32;49;48;49;253;37;;;;W01;W02;;W08,W10;W03,W04,W05,W06,W07,W09;W08,W10;;;;;;;;;
302;0W161K1H1H170H0H0I0H0I2Q303E3B3C312B2C2D2B2C0--161K1H1H17180I0H0I631A0;IWTTJ00101;63;161K1H1H17180I0H0I631A0;23;11;0;6;5;I;W;T;T;J;0;0;1;0;1;73;87;84;84;74;48;48;49;48;49;42;56;53;53;43;17;17;18;17;18;16;1K;1H;1H;17;18;0I;0H;0I;63;1A;42;56;53;53;43;44;18;17;18;219;46;73;87;84;84;74;75;49;48;49;250;77;W01;W02;W03,W04;W03,W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
303;0W1L1L181A170H0H0I0H0I2Q3F3G3234312B2C2D2B2C0--1L1L181A17180I0H0I631A0;XXKMJ00101;63;1L1L181A17180I0H0I631A0;23;11;0;6;5;X;X;K;M;J;0;0;1;0;1;88;88;75;77;74;48;48;49;48;49;57;57;44;46;43;17;17;18;17;18;1L;1L;18;1A;17;18;0I;0H;0I;63;1A;57;57;44;46;43;44;18;17;18;219;46;88;88;75;77;74;75;49;48;49;250;77;W01,W02;W01,W02;W03;W04;W05;W03;W08,W10;W06,W07,W09;W08,W10;;W04;;;;
304;0X0I0N0H0H0H0H0H0I0H0I2S2D2I2C2D2C2D2C2D2C2D0--0I0N010I0H0I66060;1600000101;64;0I0N010I0H0I66060;17;8;0;3;2;1;6;0;0;0;0;0;1;0;1;49;54;48;48;48;48;48;49;48;49;18;23;17;17;17;17;17;18;17;18;0I;0N;1;0I;0H;0I;66;6;;;;18;23;1;18;17;18;222;6;;;;49;54;32;49;48;49;253;37;;;;W01,W08,W10;W02;;W01,W08,W10;W03,W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;;
305;0X0J0H0M0H0H0H0H0I0H0I2S2E2C2H2C2D2C2D2E2C2D0--0J0H0M1B0I0I0H651F;2050000101;64;0J0H0M1B0I0I0H651F;18;9;;2;1;2;0;5;0;0;0;0;1;0;1;50;48;53;48;48;48;48;49;48;49;19;17;22;17;17;17;17;18;17;18;0J;0H;0M;1B;0I;0I;0H;65;1F;;;19;17;22;47;18;18;17;221;51;;;50;48;53;78;49;49;48;252;82;;;W01;W02,W04,W05,W06,W07,W09;W03;;W08,W10;W08,W10;W02,W04,W05,W06,W07,W09;;;;;;;;
306;0X0K0L0H0H0H0H0H0I0H0I2S2F2G2C2D2C2D2C2D2C2D0--0K0L010I0H0I66060;3400000101;64;0K0L010I0H0I66060;17;8;0;3;2;3;4;0;0;0;0;0;1;0;1;51;52;48;48;48;48;48;49;48;49;20;21;17;17;17;17;17;18;17;18;0K;0L;1;0I;0H;0I;66;6;;;;20;21;1;18;17;18;222;6;;;;51;52;32;49;48;49;253;37;;;;W01;W02;;W08,W10;W03,W04,W05,W06,W07,W09;W08,W10;;;;;;;;;
307;0Y0L0L0H0H0H0H0H0I0H0I2U2H2I2D2E2D2E2D2E2D2E0--0L0L010I0H0I66060;4400000101;65;0L0L010I0H0I66060;17;8;0;3;2;4;4;0;0;0;0;0;1;0;1;52;52;48;48;48;48;48;49;48;49;21;21;17;17;17;17;17;18;17;18;0L;0L;1;0I;0H;0I;66;6;;;;21;21;1;18;17;18;222;6;;;;52;52;32;49;48;49;253;37;;;;W01,W02;W01,W02;;W08,W10;W03,W04,W05,W06,W07,W09;W08,W10;;;;;;;;;
308;0Z0I0J0N0H0H0H0H0I0H0I2W2F2G2K2E2F2E2F2G2E2F0--0I0J0N1D0I0I0H651H;1260000101;66;0I0J0N1D0I0I0H651H;18;9;;4;3;1;2;6;0;0;0;0;1;0;1;49;50;54;48;48;48;48;49;48;49;18;19;23;17;17;17;17;18;17;18;0I;0J;0N;1D;0I;0I;0H;65;1H;;;18;19;23;49;18;18;17;221;53;;;49;50;54;80;49;49;48;252;84;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
309;0Z0I0M0K0H0H0H0H0I0H0I2W2F2J2H2E2F2E2F2G2E2F0--0I0M0K1D0I0I0H651H;1530000101;66;0I0M0K1D0I0I0H651H;18;9;;4;3;1;5;3;0;0;0;0;1;0;1;49;53;51;48;48;48;48;49;48;49;18;22;20;17;17;17;17;18;17;18;0I;0M;0K;1D;0I;0I;0H;65;1H;;;18;22;20;49;18;18;17;221;53;;;49;53;51;80;49;49;48;252;84;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
310;0Z0J0O0H0H0H0H0H0I0H0I2W2G2L2E2F2E2F2E2F2E2F0--0J0O010I0H0I66060;2700000101;66;0J0O010I0H0I66060;17;8;0;3;2;2;7;0;0;0;0;0;1;0;1;50;55;48;48;48;48;48;49;48;49;19;24;17;17;17;17;17;18;17;18;0J;0O;1;0I;0H;0I;66;6;;;;19;24;1;18;17;18;222;6;;;;50;55;32;49;48;49;253;37;;;;W01;W02;;W08,W10;W03,W04,W05,W06,W07,W09;W08,W10;;;;;;;;;
311;0Z0K0M0I0H0H0H0H0I0H0I2W2H2J2F2E2F2E2F2G2E2F0--0K0M0I1D0I0I0H651H;3510000101;66;0K0M0I1D0I0I0H651H;18;9;;4;3;3;5;1;0;0;0;0;1;0;1;51;53;49;48;48;48;48;49;48;49;20;22;18;17;17;17;17;18;17;18;0K;0M;0I;1D;0I;0I;0H;65;1H;;;20;22;18;49;18;18;17;221;53;;;51;53;49;80;49;49;48;252;84;;;W01;W02;W03,W08,W10;;W03,W08,W10;W03,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
312;0Z0O0J0H0H0H0H0H0I0H0I2W2L2G2E2F2E2F2E2F2E2F0--0O0J010I0H0I66060;7200000101;66;0O0J010I0H0I66060;17;8;0;3;2;7;2;0;0;0;0;0;1;0;1;55;50;48;48;48;48;48;49;48;49;24;19;17;17;17;17;17;18;17;18;0O;0J;1;0I;0H;0I;66;6;;;;24;19;1;18;17;18;222;6;;;;55;50;32;49;48;49;253;37;;;;W01;W02;;W08,W10;W03,W04,W05,W06,W07,W09;W08,W10;;;;;;;;;
313;0Z0P0H0I0H0H0H0H0I0H0I2W2M2E2F2E2F2E2F2G2E2F0--0P0H0I1D0I0I0H651H;8010000101;66;0P0H0I1D0I0I0H651H;18;9;;2;1;8;0;1;0;0;0;0;1;0;1;56;48;49;48;48;48;48;49;48;49;25;17;18;17;17;17;17;18;17;18;0P;0H;0I;1D;0I;0I;0H;65;1H;;;25;17;18;49;18;18;17;221;53;;;56;48;49;80;49;49;48;252;84;;;W01;W02,W04,W05,W06,W07,W09;W03,W08,W10;;W03,W08,W10;W03,W08,W10;W02,W04,W05,W06,W07,W09;;;;;;;;
314;0Z1N1A1E1G170H0H0I0H0I2W3K373B3D342E2F2G2E2F0--1N1A1E1G171B0I0I0H631D0;ZMQSJ00101;66;1N1A1E1G171B0I0I0H631D0;23;11;0;6;5;Z;M;Q;S;J;0;0;1;0;1;90;77;81;83;74;48;48;49;48;49;59;46;50;52;43;17;17;18;17;18;1N;1A;1E;1G;17;1B;0I;0I;0H;63;1D;59;46;50;52;43;47;18;18;17;219;49;90;77;81;83;74;78;49;49;48;250;80;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
315;100I0H0Q0H0H0H0H0I0H0I2Y2G2F2O2F2G2F2G2H2F2G0--0I0H0Q1E0I0H0I651I;1090000101;67;0I0H0Q1E0I0H0I651I;18;9;;2;1;1;0;9;0;0;0;0;1;0;1;49;48;57;48;48;48;48;49;48;49;18;17;26;17;17;17;17;18;17;18;0I;0H;0Q;1E;0I;0H;0I;65;1I;;;18;17;26;50;18;17;18;221;54;;;49;48;57;81;49;48;49;252;85;;;W01,W08,W10;W02,W04,W05,W06,W07,W09;W03;;W01,W08,W10;W02,W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
316;100I0J0O0H0H0H0H0I0H0I2Y2G2H2M2F2G2F2G2H2F2G0--0I0J0O1E0I0H0I651I;1270000101;67;0I0J0O1E0I0H0I651I;18;9;;4;3;1;2;7;0;0;0;0;1;0;1;49;50;55;48;48;48;48;49;48;49;18;19;24;17;17;17;17;18;17;18;0I;0J;0O;1E;0I;0H;0I;65;1I;;;18;19;24;50;18;17;18;221;54;;;49;50;55;81;49;48;49;252;85;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
317;100I0Q0H0H0H0H0H0I0H0I2Y2G2O2F2G2F2G2F2G2F2G0--0I0Q010I0H0I66060;1900000101;67;0I0Q010I0H0I66060;17;8;0;3;2;1;9;0;0;0;0;0;1;0;1;49;57;48;48;48;48;48;49;48;49;18;26;17;17;17;17;17;18;17;18;0I;0Q;1;0I;0H;0I;66;6;;;;18;26;1;18;17;18;222;6;;;;49;57;32;49;48;49;253;37;;;;W01,W08,W10;W02;;W01,W08,W10;W03,W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;;
318;100J0I0O0H0H0H0H0I0H0I2Y2H2G2M2F2G2F2G2H2F2G0--0J0I0O1E0I0H0I651I;2170000101;67;0J0I0O1E0I0H0I651I;18;9;;4;3;2;1;7;0;0;0;0;1;0;1;50;49;55;48;48;48;48;49;48;49;19;18;24;17;17;17;17;18;17;18;0J;0I;0O;1E;0I;0H;0I;65;1I;;;19;18;24;50;18;17;18;221;54;;;50;49;55;81;49;48;49;252;85;;;W01;W02,W08,W10;W03;;W02,W08,W10;W04,W05,W06,W07,W09;W02,W08,W10;;;;;;;;
319;100J0K0M0H0H0H0H0I0H0I2Y2H2I2K2F2G2F2G2H2F2G0--0J0K0M1E0I0H0I651I;2350000101;67;0J0K0M1E0I0H0I651I;18;9;;4;3;2;3;5;0;0;0;0;1;0;1;50;51;53;48;48;48;48;49;48;49;19;20;22;17;17;17;17;18;17;18;0J;0K;0M;1E;0I;0H;0I;65;1I;;;19;20;22;50;18;17;18;221;54;;;50;51;53;81;49;48;49;252;85;;;W01;W02;W03;;W08,W10;W04,W05,W06,W07,W09;W08,W10;;;;;;;;
320;100P0J0H0H0H0H0H0I0H0I2Y2N2H2F2G2F2G2F2G2F2G0--0P0J010I0H0I66060;8200000101;67;0P0J010I0H0I66060;17;8;0;3;2;8;2;0;0;0;0;0;1;0;1;56;50;48;48;48;48;48;49;48;49;25;19;17;17;17;17;17;18;17;18;0P;0J;1;0I;0H;0I;66;6;;;;25;19;1;18;17;18;222;6;;;;56;50;32;49;48;49;253;37;;;;W01;W02;;W08,W10;W03,W04,W05,W06,W07,W09;W08,W10;;;;;;;;;
321;100Q0I0H0H0H0H0H0I0H0I2Y2O2G2F2G2F2G2F2G2F2G0--0Q0I010I0H0I66060;9100000101;67;0Q0I010I0H0I66060;17;8;0;3;2;9;1;0;0;0;0;0;1;0;1;57;49;48;48;48;48;48;49;48;49;26;18;17;17;17;17;17;18;17;18;0Q;0I;1;0I;0H;0I;66;6;;;;26;18;1;18;17;18;222;6;;;;57;49;32;49;48;49;253;37;;;;W01;W02,W08,W10;;W02,W08,W10;W03,W04,W05,W06,W07,W09;W02,W08,W10;;;;;;;;;
322;110I0K0O0H0H0H0H0I0H0I302H2J2N2G2H2G2H2I2G2H0--0I0K0O1F0I0I0H651J;1370000101;68;0I0K0O1F0I0I0H651J;18;9;;4;3;1;3;7;0;0;0;0;1;0;1;49;51;55;48;48;48;48;49;48;49;18;20;24;17;17;17;17;18;17;18;0I;0K;0O;1F;0I;0I;0H;65;1J;;;18;20;24;51;18;18;17;221;55;;;49;51;55;82;49;49;48;252;86;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
323;110K0P0H0H0H0H0H0I0H0I302J2O2G2H2G2H2G2H2G2H0--0K0P020I0I0H66070;3800000101;68;0K0P020I0I0H66070;17;8;0;3;2;3;8;0;0;0;0;0;1;0;1;51;56;48;48;48;48;48;49;48;49;20;25;17;17;17;17;17;18;17;18;0K;0P;2;0I;0I;0H;66;7;;;;20;25;2;18;18;17;222;7;;;;51;56;33;49;49;48;253;38;;;;W01;W02;;W08,W10;W08,W10;W03,W04,W05,W06,W07,W09;;;;;;;;;
324;110O0L0H0H0H0H0H0I0H0I302N2K2G2H2G2H2G2H2G2H0--0O0L020I0I0H66070;7400000101;68;0O0L020I0I0H66070;17;8;0;3;2;7;4;0;0;0;0;0;1;0;1;55;52;48;48;48;48;48;49;48;49;24;21;17;17;17;17;17;18;17;18;0O;0L;2;0I;0I;0H;66;7;;;;24;21;2;18;18;17;222;7;;;;55;52;33;49;49;48;253;38;;;;W01;W02;;W08,W10;W08,W10;W03,W04,W05,W06,W07,W09;;;;;;;;;
325;120I0L0O0H0H0H0H0I0H0I322I2L2O2H2I2H2I2J2H2I0--0I0L0O1G0I0H0I651K;1470000101;69;0I0L0O1G0I0H0I651K;18;9;;4;3;1;4;7;0;0;0;0;1;0;1;49;52;55;48;48;48;48;49;48;49;18;21;24;17;17;17;17;18;17;18;0I;0L;0O;1G;0I;0H;0I;65;1K;;;18;21;24;52;18;17;18;221;56;;;49;52;55;83;49;48;49;252;87;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
326;120I0M0N0H0H0H0H0I0H0I322I2M2N2H2I2H2I2J2H2I0--0I0M0N1G0I0H0I651K;1560000101;69;0I0M0N1G0I0H0I651K;18;9;;4;3;1;5;6;0;0;0;0;1;0;1;49;53;54;48;48;48;48;49;48;49;18;22;23;17;17;17;17;18;17;18;0I;0M;0N;1G;0I;0H;0I;65;1K;;;18;22;23;52;18;17;18;221;56;;;49;53;54;83;49;48;49;252;87;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
327;120I0P0K0H0H0H0H0I0H0I322I2P2K2H2I2H2I2J2H2I0--0I0P0K1G0I0H0I651K;1830000101;69;0I0P0K1G0I0H0I651K;18;9;;4;3;1;8;3;0;0;0;0;1;0;1;49;56;51;48;48;48;48;49;48;49;18;25;20;17;17;17;17;18;17;18;0I;0P;0K;1G;0I;0H;0I;65;1K;;;18;25;20;52;18;17;18;221;56;;;49;56;51;83;49;48;49;252;87;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
328;120I0Q0J0H0H0H0H0I0H0I322I2Q2J2H2I2H2I2J2H2I0--0I0Q0J1G0I0H0I651K;1920000101;69;0I0Q0J1G0I0H0I651K;18;9;;4;3;1;9;2;0;0;0;0;1;0;1;49;57;50;48;48;48;48;49;48;49;18;26;19;17;17;17;17;18;17;18;0I;0Q;0J;1G;0I;0H;0I;65;1K;;;18;26;19;52;18;17;18;221;56;;;49;57;50;83;49;48;49;252;87;;;W01,W08,W10;W02;W03;;W01,W08,W10;W04,W05,W06,W07,W09;W01,W08,W10;;;;;;;;
329;120J12130H140H0H0I0H0I322J32332H342H2I2J2H2I0--0J12130H141E0I0H0I631G0;2EF0G00101;69;0J12130H141E0I0H0I631G0;23;11;0;4;3;2;E;F;0;G;0;0;1;0;1;50;69;70;48;71;48;48;49;48;49;19;38;39;17;40;17;17;18;17;18;0J;12;13;0H;14;1E;0I;0H;0I;63;1G;19;38;39;17;40;50;18;17;18;219;52;50;69;70;48;71;81;49;48;49;250;83;W01;W02;W03;W04,W06,W07,W09;W05;;W08,W10;W04,W06,W07,W09;W08,W10;;;;;;
330;120K0Q0H0H0H0H0H0I0H0I322K2Q2H2I2H2I2H2I2H2I0--0K0Q030I0H0I66080;3900000101;69;0K0Q030I0H0I66080;17;8;0;3;2;3;9;0;0;0;0;0;1;0;1;51;57;48;48;48;48;48;49;48;49;20;26;17;17;17;17;17;18;17;18;0K;0Q;3;0I;0H;0I;66;8;;;;20;26;3;18;17;18;222;8;;;;51;57;34;49;48;49;253;39;;;;W01;W02;;W08,W10;W03,W04,W05,W06,W07,W09;W08,W10;;;;;;;;;
331;120L0I0O0H0H0H0H0I0H0I322L2I2O2H2I2H2I2J2H2I0--0L0I0O1G0I0H0I651K;4170000101;69;0L0I0O1G0I0H0I651K;18;9;;4;3;4;1;7;0;0;0;0;1;0;1;52;49;55;48;48;48;48;49;48;49;21;18;24;17;17;17;17;18;17;18;0L;0I;0O;1G;0I;0H;0I;65;1K;;;21;18;24;52;18;17;18;221;56;;;52;49;55;83;49;48;49;252;87;;;W01;W02,W08,W10;W03;;W02,W08,W10;W04,W05,W06,W07,W09;W02,W08,W10;;;;;;;;
332;120L0K0M0H0H0H0H0I0H0I322L2K2M2H2I2H2I2J2H2I0--0L0K0M1G0I0H0I651K;4350000101;69;0L0K0M1G0I0H0I651K;18;9;;4;3;4;3;5;0;0;0;0;1;0;1;52;51;53;48;48;48;48;49;48;49;21;20;22;17;17;17;17;18;17;18;0L;0K;0M;1G;0I;0H;0I;65;1K;;;21;20;22;52;18;17;18;221;56;;;52;51;53;83;49;48;49;252;87;;;W01;W02;W03;;W08,W10;W04,W05,W06,W07,W09;W08,W10;;;;;;;;
333;120L120O1D0L0H0H0I0H0I322L322O3D2L2H2I2J2H2I0--0L120O1D0L1E0I0H0I631G0;4E7P400101;69;0L120O1D0L1E0I0H0I631G0;23;11;0;6;5;4;E;7;P;4;0;0;1;0;1;52;69;55;80;52;48;48;49;48;49;21;38;24;49;21;17;17;18;17;18;0L;12;0O;1D;0L;1E;0I;0H;0I;63;1G;21;38;24;49;21;50;18;17;18;219;52;52;69;55;80;52;81;49;48;49;250;83;W01,W05;W02;W03;W04;W01,W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
334;130I0K0Q0H0H0H0H0I0H0I342J2L2R2I2J2I2J2K2I2J0--0I0K0Q1H0I0I0H651L;1390000101;70;0I0K0Q1H0I0I0H651L;18;9;;4;3;1;3;9;0;0;0;0;1;0;1;49;51;57;48;48;48;48;49;48;49;18;20;26;17;17;17;17;18;17;18;0I;0K;0Q;1H;0I;0I;0H;65;1L;;;18;20;26;53;18;18;17;221;57;;;49;51;57;84;49;49;48;252;88;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
335;130I0L0P0H0H0H0H0I0H0I342J2M2Q2I2J2I2J2K2I2J0--0I0L0P1H0I0I0H651L;1480000101;70;0I0L0P1H0I0I0H651L;18;9;;4;3;1;4;8;0;0;0;0;1;0;1;49;52;56;48;48;48;48;49;48;49;18;21;25;17;17;17;17;18;17;18;0I;0L;0P;1H;0I;0I;0H;65;1L;;;18;21;25;53;18;18;17;221;57;;;49;52;56;84;49;49;48;252;88;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
336;130I0M0O0H0H0H0H0I0H0I342J2N2P2I2J2I2J2K2I2J0--0I0M0O1H0I0I0H651L;1570000101;70;0I0M0O1H0I0I0H651L;18;9;;4;3;1;5;7;0;0;0;0;1;0;1;49;53;55;48;48;48;48;49;48;49;18;22;24;17;17;17;17;18;17;18;0I;0M;0O;1H;0I;0I;0H;65;1L;;;18;22;24;53;18;18;17;221;57;;;49;53;55;84;49;49;48;252;88;;;W01,W08,W10;W02;W03;;W01,W08,W10;W01,W08,W10;W04,W05,W06,W07,W09;;;;;;;;
