SourceRow;WorkerID;Prefix_ASC;W01;W02;W03;W04;W05;W06;W07;W08;W09;W10;W01_B36;W02_B36;W03_B36;W04_B36;W05_B36;W06_B36;W07_B36;W08_B36;W09_B36;W10_B36;W01_ASC;W02_ASC;W03_ASC;W04_ASC;W05_ASC;W06_ASC;W07_ASC;W08_ASC;W09_ASC;W10_ASC;A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A01_B36;A02_B36;A03_B36;A04_B36;A05_B36;A06_B36;A07_B36;A08_B36;A09_B36;A10_B36;A11_B36;C01;C02;C03;C04;C05;C06;C07;C08;C09;C10;C11;C01_B36;C02_B36;C03_B36;C04_B36;C05_B36;C06_B36;C07_B36;C08_B36;C09_B36;C10_B36;C11_B36;D01;D02;D03;D04;D05;D06;D07;D08;D09;D10;D11;K01_ASC;K02_ASC;K03_ASC;K04_ASC;K05_ASC;K06_ASC;K07_ASC;K08_ASC;K09_ASC;K10_ASC;K11_ASC;PREV01_ASC;PREV02_ASC;PREV03_ASC;PREV04_ASC;PREV05_ASC;PREV06_ASC;PREV07_ASC;PREV08_ASC;PREV09_ASC;PREV10_ASC;PREV11_ASC;CUM01;CUM02;CUM03;CUM04;CUM05;CUM06;CUM07;CUM08;CUM09;CUM10;CUM11
499;7V4RJ00101;110;7;V;4;R;J;0;0;1;0;1;7;31;4;27;19;0;0;1;0;1;55;86;52;82;74;48;48;49;48;49;5C;3T;4O;3Q;4K;4C;3M;3N;3O;3M;3N;192;137;168;134;164;156;130;131;132;130;131;5C;3T;4O;3Q;4K;4C;3M;3M;3N;3M;3N;192;137;168;134;164;156;130;130;131;130;131;0;0;0;0;0;0;0;1;1;0;0;110;55;86;52;82;74;48;48;49;48;49;;110;55;86;52;82;74;48;48;49;48;110;165;251;303;385;459;507;555;604;652;701
500;CD9SJ00101;110;C;D;9;S;J;0;0;1;0;1;12;13;9;28;19;0;0;1;0;1;67;68;57;83;74;48;48;49;48;49;5C;45;46;3V;4L;4C;3M;3N;3O;3M;3N;192;149;150;139;165;156;130;131;132;130;131;5C;45;46;3V;4L;4C;3M;3M;3N;3M;3N;192;149;150;139;165;156;130;130;131;130;131;0;0;0;0;0;0;0;1;1;0;0;110;67;68;57;83;74;48;48;49;48;49;;110;67;68;57;83;74;48;48;49;48;110;177;245;302;385;459;507;555;604;652;701
501;1NJKJ00101;111;1;N;J;K;J;0;0;1;0;1;1;23;19;20;19;0;0;1;0;1;49;78;74;75;74;48;48;49;48;49;5E;3O;4H;4D;4E;4D;3N;3O;3P;3N;3O;194;132;161;157;158;157;131;132;133;131;132;5E;3O;4H;4D;4E;4D;3N;3N;3O;3N;3O;194;132;161;157;158;157;131;131;132;131;132;0;0;0;0;0;0;0;1;1;0;0;111;49;78;74;75;74;48;48;49;48;49;;111;49;78;74;75;74;48;48;49;48;111;160;238;312;387;461;509;557;606;654;703
502;DJ5QJ00101;111;D;J;5;Q;J;0;0;1;0;1;13;19;5;26;19;0;0;1;0;1;68;74;53;81;74;48;48;49;48;49;5E;47;4D;3S;4K;4D;3N;3O;3P;3N;3O;194;151;157;136;164;157;131;132;133;131;132;5E;47;4D;3S;4K;4D;3N;3N;3O;3N;3O;194;151;157;136;164;157;131;131;132;131;132;0;0;0;0;0;0;0;1;1;0;0;111;68;74;53;81;74;48;48;49;48;49;;111;68;74;53;81;74;48;48;49;48;111;179;253;306;387;461;509;557;606;654;703
503;HEUG500101;111;H;E;U;G;5;0;0;1;0;1;17;14;30;16;5;0;0;1;0;1;72;69;85;71;53;48;48;49;48;49;5E;4B;48;4O;4A;3S;3N;3O;3P;3N;3O;194;155;152;168;154;136;131;132;133;131;132;5E;4B;48;4O;4A;3S;3N;3N;3O;3N;3O;194;155;152;168;154;136;131;131;132;131;132;0;0;0;0;0;0;0;1;1;0;0;111;72;69;85;71;53;48;48;49;48;49;;111;72;69;85;71;53;48;48;49;48;111;183;252;337;408;461;509;557;606;654;703
504;5QANJ00101;112;5;Q;A;N;J;0;0;1;0;1;5;26;10;23;19;0;0;1;0;1;53;81;65;78;74;48;48;49;48;49;5G;3T;4L;45;4I;4E;3O;3P;3Q;3O;3P;196;137;165;149;162;158;132;133;134;132;133;5G;3T;4L;45;4I;4E;3O;3O;3P;3O;3P;196;137;165;149;162;158;132;132;133;132;133;0;0;0;0;0;0;0;1;1;0;0;112;53;81;65;78;74;48;48;49;48;49;;112;53;81;65;78;74;48;48;49;48;112;165;246;311;389;463;511;559;608;656;705
505;0KOLJ00101;113;0;K;O;L;J;0;0;1;0;1;0;20;24;21;19;0;0;1;0;1;48;75;79;76;74;48;48;49;48;49;5I;3P;4G;4K;4H;4F;3P;3Q;3R;3P;3Q;198;133;160;164;161;159;133;134;135;133;134;5I;3P;4G;4K;4H;4F;3P;3P;3Q;3P;3Q;198;133;160;164;161;159;133;133;134;133;134;0;0;0;0;0;0;0;1;1;0;0;113;48;75;79;76;74;48;48;49;48;49;;113;48;75;79;76;74;48;48;49;48;113;161;236;315;391;465;513;561;610;658;707
506;74YRJ00101;113;7;4;Y;R;J;0;0;1;0;1;7;4;34;27;19;0;0;1;0;1;55;52;89;82;74;48;48;49;48;49;5I;3W;3T;4U;4N;4F;3P;3Q;3R;3P;3Q;198;140;137;174;167;159;133;134;135;133;134;5I;3W;3T;4U;4N;4F;3P;3P;3Q;3P;3Q;198;140;137;174;167;159;133;133;134;133;134;0;0;0;0;0;0;0;1;1;0;0;113;55;52;89;82;74;48;48;49;48;49;;113;55;52;89;82;74;48;48;49;48;113;168;220;309;391;465;513;561;610;658;707
507;96QVJ00101;113;9;6;Q;V;J;0;0;1;0;1;9;6;26;31;19;0;0;1;0;1;57;54;81;86;74;48;48;49;48;49;5I;3Y;3V;4M;4R;4F;3P;3Q;3R;3P;3Q;198;142;139;166;171;159;133;134;135;133;134;5I;3Y;3V;4M;4R;4F;3P;3P;3Q;3P;3Q;198;142;139;166;171;159;133;133;134;133;134;0;0;0;0;0;0;0;1;1;0;0;113;57;54;81;86;74;48;48;49;48;49;;113;57;54;81;86;74;48;48;49;48;113;170;224;305;391;465;513;561;610;658;707
508;ID7RJ00101;113;I;D;7;R;J;0;0;1;0;1;18;13;7;27;19;0;0;1;0;1;73;68;55;82;74;48;48;49;48;49;5I;4E;49;3W;4N;4F;3P;3Q;3R;3P;3Q;198;158;153;140;167;159;133;134;135;133;134;5I;4E;49;3W;4N;4F;3P;3P;3Q;3P;3Q;198;158;153;140;167;159;133;133;134;133;134;0;0;0;0;0;0;0;1;1;0;0;113;73;68;55;82;74;48;48;49;48;49;;113;73;68;55;82;74;48;48;49;48;113;186;254;309;391;465;513;561;610;658;707
509;J7GNJ00101;113;J;7;G;N;J;0;0;1;0;1;19;7;16;23;19;0;0;1;0;1;74;55;71;78;74;48;48;49;48;49;5I;4F;3W;4C;4J;4F;3P;3Q;3R;3P;3Q;198;159;140;156;163;159;133;134;135;133;134;5I;4F;3W;4C;4J;4F;3P;3P;3Q;3P;3Q;198;159;140;156;163;159;133;133;134;133;134;0;0;0;0;0;0;0;1;1;0;0;113;74;55;71;78;74;48;48;49;48;49;;113;74;55;71;78;74;48;48;49;48;113;187;242;313;391;465;513;561;610;658;707
510;RA2QJ00101;113;R;A;2;Q;J;0;0;1;0;1;27;10;2;26;19;0;0;1;0;1;82;65;50;81;74;48;48;49;48;49;5I;4N;46;3R;4M;4F;3P;3Q;3R;3P;3Q;198;167;150;135;166;159;133;134;135;133;134;5I;4N;46;3R;4M;4F;3P;3P;3Q;3P;3Q;198;167;150;135;166;159;133;133;134;133;134;0;0;0;0;0;0;0;1;1;0;0;113;82;65;50;81;74;48;48;49;48;49;;113;82;65;50;81;74;48;48;49;48;113;195;260;310;391;465;513;561;610;658;707
511;Z06VJ00101;113;Z;0;6;V;J;0;0;1;0;1;35;0;6;31;19;0;0;1;0;1;90;48;54;86;74;48;48;49;48;49;5I;4V;3P;3V;4R;4F;3P;3Q;3R;3P;3Q;198;175;133;139;171;159;133;134;135;133;134;5I;4V;3P;3V;4R;4F;3P;3P;3Q;3P;3Q;198;175;133;139;171;159;133;133;134;133;134;0;0;0;0;0;0;0;1;1;0;0;113;90;48;54;86;74;48;48;49;48;49;;113;90;48;54;86;74;48;48;49;48;113;203;251;305;391;465;513;561;610;658;707
512;0SFNJ00101;114;0;S;F;N;J;0;0;1;0;1;0;28;15;23;19;0;0;1;0;1;48;83;70;78;74;48;48;49;48;49;5K;3Q;4P;4C;4K;4G;3Q;3R;3S;3Q;3R;200;134;169;156;164;160;134;135;136;134;135;5K;3Q;4P;4C;4K;4G;3Q;3Q;3R;3Q;3R;200;134;169;156;164;160;134;134;135;134;135;0;0;0;0;0;0;0;1;1;0;0;114;48;83;70;78;74;48;48;49;48;49;;114;48;83;70;78;74;48;48;49;48;114;162;245;315;393;467;515;563;612;660;709
513;GD9SJ00101;114;G;D;9;S;J;0;0;1;0;1;16;13;9;28;19;0;0;1;0;1;71;68;57;83;74;48;48;49;48;49;5K;4D;4A;3Z;4P;4G;3Q;3R;3S;3Q;3R;200;157;154;143;169;160;134;135;136;134;135;5K;4D;4A;3Z;4P;4G;3Q;3Q;3R;3Q;3R;200;157;154;143;169;160;134;134;135;134;135;0;0;0;0;0;0;0;1;1;0;0;114;71;68;57;83;74;48;48;49;48;49;;114;71;68;57;83;74;48;48;49;48;114;185;253;310;393;467;515;563;612;660;709
514;MC8OJ00101;114;M;C;8;O;J;0;0;1;0;1;22;12;8;24;19;0;0;1;0;1;77;67;56;79;74;48;48;49;48;49;5K;4J;49;3Y;4L;4G;3Q;3R;3S;3Q;3R;200;163;153;142;165;160;134;135;136;134;135;5K;4J;49;3Y;4L;4G;3Q;3Q;3R;3Q;3R;200;163;153;142;165;160;134;134;135;134;135;0;0;0;0;0;0;0;1;1;0;0;114;77;67;56;79;74;48;48;49;48;49;;114;77;67;56;79;74;48;48;49;48;114;191;258;314;393;467;515;563;612;660;709
515;O7ELJ00101;114;O;7;E;L;J;0;0;1;0;1;24;7;14;21;19;0;0;1;0;1;79;55;69;76;74;48;48;49;48;49;5K;4L;3X;4B;4I;4G;3Q;3R;3S;3Q;3R;200;165;141;155;162;160;134;135;136;134;135;5K;4L;3X;4B;4I;4G;3Q;3Q;3R;3Q;3R;200;165;141;155;162;160;134;134;135;134;135;0;0;0;0;0;0;0;1;1;0;0;114;79;55;69;76;74;48;48;49;48;49;;114;79;55;69;76;74;48;48;49;48;114;193;248;317;393;467;515;563;612;660;709
516;SA2QJ00101;114;S;A;2;Q;J;0;0;1;0;1;28;10;2;26;19;0;0;1;0;1;83;65;50;81;74;48;48;49;48;49;5K;4P;47;3S;4N;4G;3Q;3R;3S;3Q;3R;200;169;151;136;167;160;134;135;136;134;135;5K;4P;47;3S;4N;4G;3Q;3Q;3R;3Q;3R;200;169;151;136;167;160;134;134;135;134;135;0;0;0;0;0;0;0;1;1;0;0;114;83;65;50;81;74;48;48;49;48;49;;114;83;65;50;81;74;48;48;49;48;114;197;262;312;393;467;515;563;612;660;709
517;G4GVJ00101;115;G;4;G;V;J;0;0;1;0;1;16;4;16;31;19;0;0;1;0;1;71;52;71;86;74;48;48;49;48;49;5M;4E;3V;4E;4T;4H;3R;3S;3T;3R;3S;202;158;139;158;173;161;135;136;137;135;136;5M;4E;3V;4E;4T;4H;3R;3R;3S;3R;3S;202;158;139;158;173;161;135;135;136;135;136;0;0;0;0;0;0;0;1;1;0;0;115;71;52;71;86;74;48;48;49;48;49;;115;71;52;71;86;74;48;48;49;48;115;186;238;309;395;469;517;565;614;662;711
518;TA2QJ00101;115;T;A;2;Q;J;0;0;1;0;1;29;10;2;26;19;0;0;1;0;1;84;65;50;81;74;48;48;49;48;49;5M;4R;48;3T;4O;4H;3R;3S;3T;3R;3S;202;171;152;137;168;161;135;136;137;135;136;5M;4R;48;3T;4O;4H;3R;3R;3S;3R;3S;202;171;152;137;168;161;135;135;136;135;136;0;0;0;0;0;0;0;1;1;0;0;115;84;65;50;81;74;48;48;49;48;49;;115;84;65;50;81;74;48;48;49;48;115;199;264;314;395;469;517;565;614;662;711
519;AEPX500101;116;A;E;P;X;5;0;0;1;0;1;10;14;25;33;5;0;0;1;0;1;65;69;80;88;53;48;48;49;48;49;5O;49;4D;4O;4W;3X;3S;3T;3U;3S;3T;204;153;157;168;176;141;136;137;138;136;137;5O;49;4D;4O;4W;3X;3S;3S;3T;3S;3T;204;153;157;168;176;141;136;136;137;136;137;0;0;0;0;0;0;0;1;1;0;0;116;65;69;80;88;53;48;48;49;48;49;;116;65;69;80;88;53;48;48;49;48;116;181;250;330;418;471;519;567;616;664;713
520;II5RJ00101;116;I;I;5;R;J;0;0;1;0;1;18;18;5;27;19;0;0;1;0;1;73;73;53;82;74;48;48;49;48;49;5O;4H;4I;3X;4Q;4I;3S;3T;3U;3S;3T;204;161;162;141;170;162;136;137;138;136;137;5O;4H;4H;3X;4Q;4I;3S;3S;3T;3S;3T;204;161;161;141;170;162;136;136;137;136;137;0;0;1;0;0;0;0;1;1;0;0;116;73;73;53;82;74;48;48;49;48;49;;116;73;73;53;82;74;48;48;49;48;116;189;262;315;397;471;519;567;616;664;713
521;PC2TJ00101;116;P;C;2;T;J;0;0;1;0;1;25;12;2;29;19;0;0;1;0;1;80;67;50;84;74;48;48;49;48;49;5O;4O;4B;3U;4S;4I;3S;3T;3U;3S;3T;204;168;155;138;172;162;136;137;138;136;137;5O;4O;4B;3U;4S;4I;3S;3S;3T;3S;3T;204;168;155;138;172;162;136;136;137;136;137;0;0;0;0;0;0;0;1;1;0;0;116;80;67;50;84;74;48;48;49;48;49;;116;80;67;50;84;74;48;48;49;48;116;196;263;313;397;471;519;567;616;664;713
522;1UFNJ00101;117;1;U;F;N;J;0;0;1;0;1;1;30;15;23;19;0;0;1;0;1;49;85;70;78;74;48;48;49;48;49;5Q;3U;4U;4F;4N;4J;3T;3U;3V;3T;3U;206;138;174;159;167;163;137;138;139;137;138;5Q;3U;4U;4F;4N;4J;3T;3T;3U;3T;3U;206;138;174;159;167;163;137;137;138;137;138;0;0;0;0;0;0;0;1;1;0;0;117;49;85;70;78;74;48;48;49;48;49;;117;49;85;70;78;74;48;48;49;48;117;166;251;321;399;473;521;569;618;666;715
523;4UDMJ00101;117;4;U;D;M;J;0;0;1;0;1;4;30;13;22;19;0;0;1;0;1;52;85;68;77;74;48;48;49;48;49;5Q;3X;4U;4D;4M;4J;3T;3U;3V;3T;3U;206;141;174;157;166;163;137;138;139;137;138;5Q;3X;4U;4D;4M;4J;3T;3T;3U;3T;3U;206;141;174;157;166;163;137;137;138;137;138;0;0;0;0;0;0;0;1;1;0;0;117;52;85;68;77;74;48;48;49;48;49;;117;52;85;68;77;74;48;48;49;48;117;169;254;322;399;473;521;569;618;666;715
524;BEPX500101;117;B;E;P;X;5;0;0;1;0;1;11;14;25;33;5;0;0;1;0;1;66;69;80;88;53;48;48;49;48;49;5Q;4B;4E;4P;4X;3Y;3T;3U;3V;3T;3U;206;155;158;169;177;142;137;138;139;137;138;5Q;4B;4E;4P;4X;3Y;3T;3T;3U;3T;3U;206;155;158;169;177;142;137;137;138;137;138;0;0;0;0;0;0;0;1;1;0;0;117;66;69;80;88;53;48;48;49;48;49;;117;66;69;80;88;53;48;48;49;48;117;183;252;332;420;473;521;569;618;666;715
525;E6KTJ00101;117;E;6;K;T;J;0;0;1;0;1;14;6;20;29;19;0;0;1;0;1;69;54;75;84;74;48;48;49;48;49;5Q;4E;3Z;4K;4T;4J;3T;3U;3V;3T;3U;206;158;143;164;173;163;137;138;139;137;138;5Q;4E;3Z;4K;4T;4J;3T;3T;3U;3T;3U;206;158;143;164;173;163;137;137;138;137;138;0;0;0;0;0;0;0;1;1;0;0;117;69;54;75;84;74;48;48;49;48;49;;117;69;54;75;84;74;48;48;49;48;117;186;240;315;399;473;521;569;618;666;715
526;F5KTJ00101;117;F;5;K;T;J;0;0;1;0;1;15;5;20;29;19;0;0;1;0;1;70;53;75;84;74;48;48;49;48;49;5Q;4F;3Y;4K;4T;4J;3T;3U;3V;3T;3U;206;159;142;164;173;163;137;138;139;137;138;5Q;4F;3Y;4K;4T;4J;3T;3T;3U;3T;3U;206;159;142;164;173;163;137;137;138;137;138;0;0;0;0;0;0;0;1;1;0;0;117;70;53;75;84;74;48;48;49;48;49;;117;70;53;75;84;74;48;48;49;48;117;187;240;315;399;473;521;569;618;666;715
527;NEUG500101;117;N;E;U;G;5;0;0;1;0;1;23;14;30;16;5;0;0;1;0;1;78;69;85;71;53;48;48;49;48;49;5Q;4N;4E;4U;4G;3Y;3T;3U;3V;3T;3U;206;167;158;174;160;142;137;138;139;137;138;5Q;4N;4E;4U;4G;3Y;3T;3T;3U;3T;3U;206;167;158;174;160;142;137;137;138;137;138;0;0;0;0;0;0;0;1;1;0;0;117;78;69;85;71;53;48;48;49;48;49;;117;78;69;85;71;53;48;48;49;48;117;195;264;349;420;473;521;569;618;666;715
528;R7ELJ00101;117;R;7;E;L;J;0;0;1;0;1;27;7;14;21;19;0;0;1;0;1;82;55;69;76;74;48;48;49;48;49;5Q;4R;40;4E;4L;4J;3T;3U;3V;3T;3U;206;171;144;158;165;163;137;138;139;137;138;5Q;4R;40;4E;4L;4J;3T;3T;3U;3T;3U;206;171;144;158;165;163;137;137;138;137;138;0;0;0;0;0;0;0;1;1;0;0;117;82;55;69;76;74;48;48;49;48;49;;117;82;55;69;76;74;48;48;49;48;117;199;254;323;399;473;521;569;618;666;715
529;R1DTJ00101;118;R;1;D;T;J;0;0;1;0;1;27;1;13;29;19;0;0;1;0;1;82;49;68;84;74;48;48;49;48;49;5S;4S;3V;4E;4U;4K;3U;3V;3W;3U;3V;208;172;139;158;174;164;138;139;140;138;139;5S;4S;3V;4E;4U;4K;3U;3U;3V;3U;3V;208;172;139;158;174;164;138;138;139;138;139;0;0;0;0;0;0;0;1;1;0;0;118;82;49;68;84;74;48;48;49;48;49;;118;82;49;68;84;74;48;48;49;48;118;200;249;317;401;475;523;571;620;668;717
530;6ETNI00101;119;6;E;T;N;I;0;0;1;0;1;6;14;29;23;18;0;0;1;0;1;54;69;84;78;73;48;48;49;48;49;5U;41;4G;4V;4P;4K;3V;3W;3X;3V;3W;210;145;160;175;169;164;139;140;141;139;140;5U;41;4G;4V;4P;4K;3V;3V;3W;3V;3W;210;145;160;175;169;164;139;139;140;139;140;0;0;0;0;0;0;0;1;1;0;0;119;54;69;84;78;73;48;48;49;48;49;;119;54;69;84;78;73;48;48;49;48;119;173;242;326;404;477;525;573;622;670;719
531;S1DTJ00101;119;S;1;D;T;J;0;0;1;0;1;28;1;13;29;19;0;0;1;0;1;83;49;68;84;74;48;48;49;48;49;5U;4U;3W;4F;4V;4L;3V;3W;3X;3V;3W;210;174;140;159;175;165;139;140;141;139;140;5U;4U;3W;4F;4V;4L;3V;3V;3W;3V;3W;210;174;140;159;175;165;139;139;140;139;140;0;0;0;0;0;0;0;1;1;0;0;119;83;49;68;84;74;48;48;49;48;49;;119;83;49;68;84;74;48;48;49;48;119;202;251;319;403;477;525;573;622;670;719
532;9OJKJ00101;120;9;O;J;K;J;0;0;1;0;1;9;24;19;20;19;0;0;1;0;1;57;79;74;75;74;48;48;49;48;49;5W;45;4R;4M;4N;4M;3W;3X;3Y;3W;3X;212;149;171;166;167;166;140;141;142;140;141;5W;45;4R;4M;4N;4M;3W;3W;3X;3W;3X;212;149;171;166;167;166;140;140;141;140;141;0;0;0;0;0;0;0;1;1;0;0;120;57;79;74;75;74;48;48;49;48;49;;120;57;79;74;75;74;48;48;49;48;120;177;256;330;405;479;527;575;624;672;721
533;U7ELJ00101;120;U;7;E;L;J;0;0;1;0;1;30;7;14;21;19;0;0;1;0;1;85;55;69;76;74;48;48;49;48;49;5W;4X;43;4H;4O;4M;3W;3X;3Y;3W;3X;212;177;147;161;168;166;140;141;142;140;141;5W;4X;43;4H;4O;4M;3W;3W;3X;3W;3X;212;177;147;161;168;166;140;140;141;140;141;0;0;0;0;0;0;0;1;1;0;0;120;85;55;69;76;74;48;48;49;48;49;;120;85;55;69;76;74;48;48;49;48;120;205;260;329;405;479;527;575;624;672;721
534;1EXRH00101;121;1;E;X;R;H;0;0;1;0;1;1;14;33;27;17;0;0;1;0;1;49;69;88;82;72;48;48;49;48;49;5Y;3Y;4I;51;4V;4L;3X;3Y;3Z;3X;3Y;214;142;162;181;175;165;141;142;143;141;142;5Y;3Y;4I;51;4V;4L;3X;3X;3Y;3X;3Y;214;142;162;181;175;165;141;141;142;141;142;0;0;0;0;0;0;0;1;1;0;0;121;49;69;88;82;72;48;48;49;48;49;;121;49;69;88;82;72;48;48;49;48;121;170;239;327;409;481;529;577;626;674;723
535;9X9TJ00101;121;9;X;9;T;J;0;0;1;0;1;9;33;9;29;19;0;0;1;0;1;57;88;57;84;74;48;48;49;48;49;5Y;46;51;46;4X;4N;3X;3Y;3Z;3X;3Y;214;150;181;150;177;167;141;142;143;141;142;5Y;46;51;46;4X;4N;3X;3X;3Y;3X;3Y;214;150;181;150;177;167;141;141;142;141;142;0;0;0;0;0;0;0;1;1;0;0;121;57;88;57;84;74;48;48;49;48;49;;121;57;88;57;84;74;48;48;49;48;121;178;266;323;407;481;529;577;626;674;723
536;CGGQF00101;121;C;G;G;Q;F;0;0;1;0;1;12;16;16;26;15;0;0;1;0;1;67;71;71;81;70;48;48;49;48;49;5Y;4G;4K;4L;4U;4J;3X;3Y;3Z;3X;3Y;214;160;164;165;174;163;141;142;143;141;142;5Y;4G;4K;4K;4U;4J;3X;3X;3Y;3X;3Y;214;160;164;164;174;163;141;141;142;141;142;0;0;0;1;0;0;0;1;1;0;0;121;67;71;71;81;70;48;48;49;48;49;;121;67;71;71;81;70;48;48;49;48;121;188;259;330;411;481;529;577;626;674;723
537;GBATJ00101;121;G;B;A;T;J;0;0;1;0;1;16;11;10;29;19;0;0;1;0;1;71;66;65;84;74;48;48;49;48;49;5Y;4K;4F;4E;4X;4N;3X;3Y;3Z;3X;3Y;214;164;159;158;177;167;141;142;143;141;142;5Y;4K;4F;4E;4X;4N;3X;3X;3Y;3X;3Y;214;164;159;158;177;167;141;141;142;141;142;0;0;0;0;0;0;0;1;1;0;0;121;71;66;65;84;74;48;48;49;48;49;;121;71;66;65;84;74;48;48;49;48;121;192;258;323;407;481;529;577;626;674;723
538;5BPXJ00101;122;5;B;P;X;J;0;0;1;0;1;5;11;25;33;19;0;0;1;0;1;53;66;80;88;74;48;48;49;48;49;60;43;4G;4U;52;4O;3Y;3Z;40;3Y;3Z;216;147;160;174;182;168;142;143;144;142;143;60;43;4G;4U;52;4O;3Y;3Y;3Z;3Y;3Z;216;147;160;174;182;168;142;142;143;142;143;0;0;0;0;0;0;0;1;1;0;0;122;53;66;80;88;74;48;48;49;48;49;;122;53;66;80;88;74;48;48;49;48;122;175;241;321;409;483;531;579;628;676;725
539;AFLLJ00101;122;A;F;L;L;J;0;0;1;0;1;10;15;21;21;19;0;0;1;0;1;65;70;76;76;74;48;48;49;48;49;60;4F;4K;4Q;4R;4O;3Y;3Z;40;3Y;3Z;216;159;164;170;171;168;142;143;144;142;143;60;4F;4K;4Q;4Q;4O;3Y;3Y;3Z;3Y;3Z;216;159;164;170;170;168;142;142;143;142;143;0;0;0;0;1;0;0;1;1;0;0;122;65;70;76;76;74;48;48;49;48;49;;122;65;70;76;76;74;48;48;49;48;122;187;257;333;409;483;531;579;628;676;725
540;AOANJ00101;122;A;O;A;N;J;0;0;1;0;1;10;24;10;23;19;0;0;1;0;1;65;79;65;78;74;48;48;49;48;49;60;4F;4T;4F;4S;4O;3Y;3Z;40;3Y;3Z;216;159;173;159;172;168;142;143;144;142;143;60;4F;4T;4F;4S;4O;3Y;3Y;3Z;3Y;3Z;216;159;173;159;172;168;142;142;143;142;143;0;0;0;0;0;0;0;1;1;0;0;122;65;79;65;78;74;48;48;49;48;49;;122;65;79;65;78;74;48;48;49;48;122;187;266;331;409;483;531;579;628;676;725
541;W7ELJ00101;122;W;7;E;L;J;0;0;1;0;1;32;7;14;21;19;0;0;1;0;1;87;55;69;76;74;48;48;49;48;49;60;51;45;4J;4Q;4O;3Y;3Z;40;3Y;3Z;216;181;149;163;170;168;142;143;144;142;143;60;51;45;4J;4Q;4O;3Y;3Y;3Z;3Y;3Z;216;181;149;163;170;168;142;142;143;142;143;0;0;0;0;0;0;0;1;1;0;0;122;87;55;69;76;74;48;48;49;48;49;;122;87;55;69;76;74;48;48;49;48;122;209;264;333;409;483;531;579;628;676;725
542;6BPXJ00101;123;6;B;P;X;J;0;0;1;0;1;6;11;25;33;19;0;0;1;0;1;54;66;80;88;74;48;48;49;48;49;62;45;4H;4V;53;4P;3Z;40;41;3Z;40;218;149;161;175;183;169;143;144;145;143;144;62;45;4H;4V;53;4P;3Z;3Z;40;3Z;40;218;149;161;175;183;169;143;143;144;143;144;0;0;0;0;0;0;0;1;1;0;0;123;54;66;80;88;74;48;48;49;48;49;;123;54;66;80;88;74;48;48;49;48;123;177;243;323;411;485;533;581;630;678;727
543;8VEMJ00101;123;8;V;E;M;J;0;0;1;0;1;8;31;14;22;19;0;0;1;0;1;56;86;69;77;74;48;48;49;48;49;62;47;51;4K;4S;4P;3Z;40;41;3Z;40;218;151;181;164;172;169;143;144;145;143;144;62;47;51;4K;4S;4P;3Z;3Z;40;3Z;40;218;151;181;164;172;169;143;143;144;143;144;0;0;0;0;0;0;0;1;1;0;0;123;56;86;69;77;74;48;48;49;48;49;;123;56;86;69;77;74;48;48;49;48;123;179;265;334;411;485;533;581;630;678;727
544;EKBNJ00101;123;E;K;B;N;J;0;0;1;0;1;14;20;11;23;19;0;0;1;0;1;69;75;66;78;74;48;48;49;48;49;62;4K;4Q;4H;4T;4P;3Z;40;41;3Z;40;218;164;170;161;173;169;143;144;145;143;144;62;4K;4Q;4H;4T;4P;3Z;3Z;40;3Z;40;218;164;170;161;173;169;143;143;144;143;144;0;0;0;0;0;0;0;1;1;0;0;123;69;75;66;78;74;48;48;49;48;49;;123;69;75;66;78;74;48;48;49;48;123;192;267;333;411;485;533;581;630;678;727
545;I4QRJ00101;123;I;4;Q;R;J;0;0;1;0;1;18;4;26;27;19;0;0;1;0;1;73;52;81;82;74;48;48;49;48;49;62;4O;43;4W;4X;4P;3Z;40;41;3Z;40;218;168;147;176;177;169;143;144;145;143;144;62;4O;43;4W;4X;4P;3Z;3Z;40;3Z;40;218;168;147;176;177;169;143;143;144;143;144;0;0;0;0;0;0;0;1;1;0;0;123;73;52;81;82;74;48;48;49;48;49;;123;73;52;81;82;74;48;48;49;48;123;196;248;329;411;485;533;581;630;678;727
546;QI5QJ00101;123;Q;I;5;Q;J;0;0;1;0;1;26;18;5;26;19;0;0;1;0;1;81;73;53;81;74;48;48;49;48;49;62;4W;4O;44;4W;4P;3Z;40;41;3Z;40;218;176;168;148;176;169;143;144;145;143;144;62;4W;4O;44;4W;4P;3Z;3Z;40;3Z;40;218;176;168;148;176;169;143;143;144;143;144;0;0;0;0;0;0;0;1;1;0;0;123;81;73;53;81;74;48;48;49;48;49;;123;81;73;53;81;74;48;48;49;48;123;204;277;330;411;485;533;581;630;678;727
547;X7ELJ00101;123;X;7;E;L;J;0;0;1;0;1;33;7;14;21;19;0;0;1;0;1;88;55;69;76;74;48;48;49;48;49;62;53;46;4K;4R;4P;3Z;40;41;3Z;40;218;183;150;164;171;169;143;144;145;143;144;62;53;46;4K;4R;4P;3Z;3Z;40;3Z;40;218;183;150;164;171;169;143;143;144;143;144;0;0;0;0;0;0;0;1;1;0;0;123;88;55;69;76;74;48;48;49;48;49;;123;88;55;69;76;74;48;48;49;48;123;211;266;335;411;485;533;581;630;678;727
