SourceRow;WorkerID;Prefix_ASC;W01;W02;W03;W04;W05;W06;W07;W08;W09;W10;W01_B36;W02_B36;W03_B36;W04_B36;W05_B36;W06_B36;W07_B36;W08_B36;W09_B36;W10_B36;W01_ASC;W02_ASC;W03_ASC;W04_ASC;W05_ASC;W06_ASC;W07_ASC;W08_ASC;W09_ASC;W10_ASC;A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A01_B36;A02_B36;A03_B36;A04_B36;A05_B36;A06_B36;A07_B36;A08_B36;A09_B36;A10_B36;A11_B36;C01;C02;C03;C04;C05;C06;C07;C08;C09;C10;C11;C01_B36;C02_B36;C03_B36;C04_B36;C05_B36;C06_B36;C07_B36;C08_B36;C09_B36;C10_B36;C11_B36;D01;D02;D03;D04;D05;D06;D07;D08;D09;D10;D11;K01_ASC;K02_ASC;K03_ASC;K04_ASC;K05_ASC;K06_ASC;K07_ASC;K08_ASC;K09_ASC;K10_ASC;K11_ASC;PREV01_ASC;PREV02_ASC;PREV03_ASC;PREV04_ASC;PREV05_ASC;PREV06_ASC;PREV07_ASC;PREV08_ASC;PREV09_ASC;PREV10_ASC;PREV11_ASC;CUM01;CUM02;CUM03;CUM04;CUM05;CUM06;CUM07;CUM08;CUM09;CUM10;CUM11
306;3400000101;64;3;4;0;0;0;0;0;1;0;1;3;4;0;0;0;0;0;1;0;1;51;52;48;48;48;48;48;49;48;49;2S;2F;2G;2C;2D;2C;2D;2C;2D;2C;2D;100;87;88;84;85;84;85;84;85;84;85;2S;2F;2G;2C;2C;2C;2C;2C;2D;2C;2D;100;87;88;84;84;84;84;84;85;84;85;0;0;0;0;1;0;1;0;0;0;0;64;51;52;48;48;48;48;48;49;48;49;;64;51;52;48;48;48;48;48;49;48;64;115;167;215;263;311;359;407;456;504;553
307;4400000101;65;4;4;0;0;0;0;0;1;0;1;4;4;0;0;0;0;0;1;0;1;52;52;48;48;48;48;48;49;48;49;2U;2H;2I;2D;2E;2D;2E;2D;2E;2D;2E;102;89;90;85;86;85;86;85;86;85;86;2U;2H;2H;2D;2D;2D;2D;2D;2E;2D;2E;102;89;89;85;85;85;85;85;86;85;86;0;0;1;0;1;0;1;0;0;0;0;65;52;52;48;48;48;48;48;49;48;49;;65;52;52;48;48;48;48;48;49;48;65;117;169;217;265;313;361;409;458;506;555
308;1260000101;66;1;2;6;0;0;0;0;1;0;1;1;2;6;0;0;0;0;1;0;1;49;50;54;48;48;48;48;49;48;49;2W;2F;2G;2K;2E;2F;2E;2F;2G;2E;2F;104;87;88;92;86;87;86;87;88;86;87;2W;2F;2G;2K;2E;2E;2E;2E;2F;2E;2F;104;87;88;92;86;86;86;86;87;86;87;0;0;0;0;0;1;0;1;1;0;0;66;49;50;54;48;48;48;48;49;48;49;;66;49;50;54;48;48;48;48;49;48;66;115;165;219;267;315;363;411;460;508;557
309;1530000101;66;1;5;3;0;0;0;0;1;0;1;1;5;3;0;0;0;0;1;0;1;49;53;51;48;48;48;48;49;48;49;2W;2F;2J;2H;2E;2F;2E;2F;2G;2E;2F;104;87;91;89;86;87;86;87;88;86;87;2W;2F;2J;2H;2E;2E;2E;2E;2F;2E;2F;104;87;91;89;86;86;86;86;87;86;87;0;0;0;0;0;1;0;1;1;0;0;66;49;53;51;48;48;48;48;49;48;49;;66;49;53;51;48;48;48;48;49;48;66;115;168;219;267;315;363;411;460;508;557
310;2700000101;66;2;7;0;0;0;0;0;1;0;1;2;7;0;0;0;0;0;1;0;1;50;55;48;48;48;48;48;49;48;49;2W;2G;2L;2E;2F;2E;2F;2E;2F;2E;2F;104;88;93;86;87;86;87;86;87;86;87;2W;2G;2L;2E;2E;2E;2E;2E;2F;2E;2F;104;88;93;86;86;86;86;86;87;86;87;0;0;0;0;1;0;1;0;0;0;0;66;50;55;48;48;48;48;48;49;48;49;;66;50;55;48;48;48;48;48;49;48;66;116;171;219;267;315;363;411;460;508;557
311;3510000101;66;3;5;1;0;0;0;0;1;0;1;3;5;1;0;0;0;0;1;0;1;51;53;49;48;48;48;48;49;48;49;2W;2H;2J;2F;2E;2F;2E;2F;2G;2E;2F;104;89;91;87;86;87;86;87;88;86;87;2W;2H;2J;2F;2E;2E;2E;2E;2F;2E;2F;104;89;91;87;86;86;86;86;87;86;87;0;0;0;0;0;1;0;1;1;0;0;66;51;53;49;48;48;48;48;49;48;49;;66;51;53;49;48;48;48;48;49;48;66;117;170;219;267;315;363;411;460;508;557
312;7200000101;66;7;2;0;0;0;0;0;1;0;1;7;2;0;0;0;0;0;1;0;1;55;50;48;48;48;48;48;49;48;49;2W;2L;2G;2E;2F;2E;2F;2E;2F;2E;2F;104;93;88;86;87;86;87;86;87;86;87;2W;2L;2G;2E;2E;2E;2E;2E;2F;2E;2F;104;93;88;86;86;86;86;86;87;86;87;0;0;0;0;1;0;1;0;0;0;0;66;55;50;48;48;48;48;48;49;48;49;;66;55;50;48;48;48;48;48;49;48;66;121;171;219;267;315;363;411;460;508;557
313;8010000101;66;8;0;1;0;0;0;0;1;0;1;8;0;1;0;0;0;0;1;0;1;56;48;49;48;48;48;48;49;48;49;2W;2M;2E;2F;2E;2F;2E;2F;2G;2E;2F;104;94;86;87;86;87;86;87;88;86;87;2W;2M;2E;2F;2E;2E;2E;2E;2F;2E;2F;104;94;86;87;86;86;86;86;87;86;87;0;0;0;0;0;1;0;1;1;0;0;66;56;48;49;48;48;48;48;49;48;49;;66;56;48;49;48;48;48;48;49;48;66;122;170;219;267;315;363;411;460;508;557
314;ZMQSJ00101;66;Z;M;Q;S;J;0;0;1;0;1;35;22;26;28;19;0;0;1;0;1;90;77;81;83;74;48;48;49;48;49;2W;3K;37;3B;3D;34;2E;2F;2G;2E;2F;104;128;115;119;121;112;86;87;88;86;87;2W;3K;37;3B;3D;34;2E;2E;2F;2E;2F;104;128;115;119;121;112;86;86;87;86;87;0;0;0;0;0;0;0;1;1;0;0;66;90;77;81;83;74;48;48;49;48;49;;66;90;77;81;83;74;48;48;49;48;66;156;233;314;397;471;519;567;616;664;713
315;1090000101;67;1;0;9;0;0;0;0;1;0;1;1;0;9;0;0;0;0;1;0;1;49;48;57;48;48;48;48;49;48;49;2Y;2G;2F;2O;2F;2G;2F;2G;2H;2F;2G;106;88;87;96;87;88;87;88;89;87;88;2Y;2G;2F;2O;2F;2F;2F;2F;2G;2F;2G;106;88;87;96;87;87;87;87;88;87;88;0;0;0;0;0;1;0;1;1;0;0;67;49;48;57;48;48;48;48;49;48;49;;67;49;48;57;48;48;48;48;49;48;67;116;164;221;269;317;365;413;462;510;559
316;1270000101;67;1;2;7;0;0;0;0;1;0;1;1;2;7;0;0;0;0;1;0;1;49;50;55;48;48;48;48;49;48;49;2Y;2G;2H;2M;2F;2G;2F;2G;2H;2F;2G;106;88;89;94;87;88;87;88;89;87;88;2Y;2G;2H;2M;2F;2F;2F;2F;2G;2F;2G;106;88;89;94;87;87;87;87;88;87;88;0;0;0;0;0;1;0;1;1;0;0;67;49;50;55;48;48;48;48;49;48;49;;67;49;50;55;48;48;48;48;49;48;67;116;166;221;269;317;365;413;462;510;559
317;1900000101;67;1;9;0;0;0;0;0;1;0;1;1;9;0;0;0;0;0;1;0;1;49;57;48;48;48;48;48;49;48;49;2Y;2G;2O;2F;2G;2F;2G;2F;2G;2F;2G;106;88;96;87;88;87;88;87;88;87;88;2Y;2G;2O;2F;2F;2F;2F;2F;2G;2F;2G;106;88;96;87;87;87;87;87;88;87;88;0;0;0;0;1;0;1;0;0;0;0;67;49;57;48;48;48;48;48;49;48;49;;67;49;57;48;48;48;48;48;49;48;67;116;173;221;269;317;365;413;462;510;559
318;2170000101;67;2;1;7;0;0;0;0;1;0;1;2;1;7;0;0;0;0;1;0;1;50;49;55;48;48;48;48;49;48;49;2Y;2H;2G;2M;2F;2G;2F;2G;2H;2F;2G;106;89;88;94;87;88;87;88;89;87;88;2Y;2H;2G;2M;2F;2F;2F;2F;2G;2F;2G;106;89;88;94;87;87;87;87;88;87;88;0;0;0;0;0;1;0;1;1;0;0;67;50;49;55;48;48;48;48;49;48;49;;67;50;49;55;48;48;48;48;49;48;67;117;166;221;269;317;365;413;462;510;559
319;2350000101;67;2;3;5;0;0;0;0;1;0;1;2;3;5;0;0;0;0;1;0;1;50;51;53;48;48;48;48;49;48;49;2Y;2H;2I;2K;2F;2G;2F;2G;2H;2F;2G;106;89;90;92;87;88;87;88;89;87;88;2Y;2H;2I;2K;2F;2F;2F;2F;2G;2F;2G;106;89;90;92;87;87;87;87;88;87;88;0;0;0;0;0;1;0;1;1;0;0;67;50;51;53;48;48;48;48;49;48;49;;67;50;51;53;48;48;48;48;49;48;67;117;168;221;269;317;365;413;462;510;559
320;8200000101;67;8;2;0;0;0;0;0;1;0;1;8;2;0;0;0;0;0;1;0;1;56;50;48;48;48;48;48;49;48;49;2Y;2N;2H;2F;2G;2F;2G;2F;2G;2F;2G;106;95;89;87;88;87;88;87;88;87;88;2Y;2N;2H;2F;2F;2F;2F;2F;2G;2F;2G;106;95;89;87;87;87;87;87;88;87;88;0;0;0;0;1;0;1;0;0;0;0;67;56;50;48;48;48;48;48;49;48;49;;67;56;50;48;48;48;48;48;49;48;67;123;173;221;269;317;365;413;462;510;559
321;9100000101;67;9;1;0;0;0;0;0;1;0;1;9;1;0;0;0;0;0;1;0;1;57;49;48;48;48;48;48;49;48;49;2Y;2O;2G;2F;2G;2F;2G;2F;2G;2F;2G;106;96;88;87;88;87;88;87;88;87;88;2Y;2O;2G;2F;2F;2F;2F;2F;2G;2F;2G;106;96;88;87;87;87;87;87;88;87;88;0;0;0;0;1;0;1;0;0;0;0;67;57;49;48;48;48;48;48;49;48;49;;67;57;49;48;48;48;48;48;49;48;67;124;173;221;269;317;365;413;462;510;559
322;1370000101;68;1;3;7;0;0;0;0;1;0;1;1;3;7;0;0;0;0;1;0;1;49;51;55;48;48;48;48;49;48;49;30;2H;2J;2N;2G;2H;2G;2H;2I;2G;2H;108;89;91;95;88;89;88;89;90;88;89;30;2H;2J;2N;2G;2G;2G;2G;2H;2G;2H;108;89;91;95;88;88;88;88;89;88;89;0;0;0;0;0;1;0;1;1;0;0;68;49;51;55;48;48;48;48;49;48;49;;68;49;51;55;48;48;48;48;49;48;68;117;168;223;271;319;367;415;464;512;561
323;3800000101;68;3;8;0;0;0;0;0;1;0;1;3;8;0;0;0;0;0;1;0;1;51;56;48;48;48;48;48;49;48;49;30;2J;2O;2G;2H;2G;2H;2G;2H;2G;2H;108;91;96;88;89;88;89;88;89;88;89;30;2J;2O;2G;2G;2G;2G;2G;2H;2G;2H;108;91;96;88;88;88;88;88;89;88;89;0;0;0;0;1;0;1;0;0;0;0;68;51;56;48;48;48;48;48;49;48;49;;68;51;56;48;48;48;48;48;49;48;68;119;175;223;271;319;367;415;464;512;561
324;7400000101;68;7;4;0;0;0;0;0;1;0;1;7;4;0;0;0;0;0;1;0;1;55;52;48;48;48;48;48;49;48;49;30;2N;2K;2G;2H;2G;2H;2G;2H;2G;2H;108;95;92;88;89;88;89;88;89;88;89;30;2N;2K;2G;2G;2G;2G;2G;2H;2G;2H;108;95;92;88;88;88;88;88;89;88;89;0;0;0;0;1;0;1;0;0;0;0;68;55;52;48;48;48;48;48;49;48;49;;68;55;52;48;48;48;48;48;49;48;68;123;175;223;271;319;367;415;464;512;561
325;1470000101;69;1;4;7;0;0;0;0;1;0;1;1;4;7;0;0;0;0;1;0;1;49;52;55;48;48;48;48;49;48;49;32;2I;2L;2O;2H;2I;2H;2I;2J;2H;2I;110;90;93;96;89;90;89;90;91;89;90;32;2I;2L;2O;2H;2H;2H;2H;2I;2H;2I;110;90;93;96;89;89;89;89;90;89;90;0;0;0;0;0;1;0;1;1;0;0;69;49;52;55;48;48;48;48;49;48;49;;69;49;52;55;48;48;48;48;49;48;69;118;170;225;273;321;369;417;466;514;563
326;1560000101;69;1;5;6;0;0;0;0;1;0;1;1;5;6;0;0;0;0;1;0;1;49;53;54;48;48;48;48;49;48;49;32;2I;2M;2N;2H;2I;2H;2I;2J;2H;2I;110;90;94;95;89;90;89;90;91;89;90;32;2I;2M;2N;2H;2H;2H;2H;2I;2H;2I;110;90;94;95;89;89;89;89;90;89;90;0;0;0;0;0;1;0;1;1;0;0;69;49;53;54;48;48;48;48;49;48;49;;69;49;53;54;48;48;48;48;49;48;69;118;171;225;273;321;369;417;466;514;563
327;1830000101;69;1;8;3;0;0;0;0;1;0;1;1;8;3;0;0;0;0;1;0;1;49;56;51;48;48;48;48;49;48;49;32;2I;2P;2K;2H;2I;2H;2I;2J;2H;2I;110;90;97;92;89;90;89;90;91;89;90;32;2I;2P;2K;2H;2H;2H;2H;2I;2H;2I;110;90;97;92;89;89;89;89;90;89;90;0;0;0;0;0;1;0;1;1;0;0;69;49;56;51;48;48;48;48;49;48;49;;69;49;56;51;48;48;48;48;49;48;69;118;174;225;273;321;369;417;466;514;563
328;1920000101;69;1;9;2;0;0;0;0;1;0;1;1;9;2;0;0;0;0;1;0;1;49;57;50;48;48;48;48;49;48;49;32;2I;2Q;2J;2H;2I;2H;2I;2J;2H;2I;110;90;98;91;89;90;89;90;91;89;90;32;2I;2Q;2J;2H;2H;2H;2H;2I;2H;2I;110;90;98;91;89;89;89;89;90;89;90;0;0;0;0;0;1;0;1;1;0;0;69;49;57;50;48;48;48;48;49;48;49;;69;49;57;50;48;48;48;48;49;48;69;118;175;225;273;321;369;417;466;514;563
329;2EF0G00101;69;2;E;F;0;G;0;0;1;0;1;2;14;15;0;16;0;0;1;0;1;50;69;70;48;71;48;48;49;48;49;32;2J;32;33;2H;34;2H;2I;2J;2H;2I;110;91;110;111;89;112;89;90;91;89;90;32;2J;32;33;2H;34;2H;2H;2I;2H;2I;110;91;110;111;89;112;89;89;90;89;90;0;0;0;0;0;0;0;1;1;0;0;69;50;69;70;48;71;48;48;49;48;49;;69;50;69;70;48;71;48;48;49;48;69;119;188;258;306;377;425;473;522;570;619
330;3900000101;69;3;9;0;0;0;0;0;1;0;1;3;9;0;0;0;0;0;1;0;1;51;57;48;48;48;48;48;49;48;49;32;2K;2Q;2H;2I;2H;2I;2H;2I;2H;2I;110;92;98;89;90;89;90;89;90;89;90;32;2K;2Q;2H;2H;2H;2H;2H;2I;2H;2I;110;92;98;89;89;89;89;89;90;89;90;0;0;0;0;1;0;1;0;0;0;0;69;51;57;48;48;48;48;48;49;48;49;;69;51;57;48;48;48;48;48;49;48;69;120;177;225;273;321;369;417;466;514;563
331;4170000101;69;4;1;7;0;0;0;0;1;0;1;4;1;7;0;0;0;0;1;0;1;52;49;55;48;48;48;48;49;48;49;32;2L;2I;2O;2H;2I;2H;2I;2J;2H;2I;110;93;90;96;89;90;89;90;91;89;90;32;2L;2I;2O;2H;2H;2H;2H;2I;2H;2I;110;93;90;96;89;89;89;89;90;89;90;0;0;0;0;0;1;0;1;1;0;0;69;52;49;55;48;48;48;48;49;48;49;;69;52;49;55;48;48;48;48;49;48;69;121;170;225;273;321;369;417;466;514;563
332;4350000101;69;4;3;5;0;0;0;0;1;0;1;4;3;5;0;0;0;0;1;0;1;52;51;53;48;48;48;48;49;48;49;32;2L;2K;2M;2H;2I;2H;2I;2J;2H;2I;110;93;92;94;89;90;89;90;91;89;90;32;2L;2K;2M;2H;2H;2H;2H;2I;2H;2I;110;93;92;94;89;89;89;89;90;89;90;0;0;0;0;0;1;0;1;1;0;0;69;52;51;53;48;48;48;48;49;48;49;;69;52;51;53;48;48;48;48;49;48;69;121;172;225;273;321;369;417;466;514;563
333;4E7P400101;69;4;E;7;P;4;0;0;1;0;1;4;14;7;25;4;0;0;1;0;1;52;69;55;80;52;48;48;49;48;49;32;2L;32;2O;3D;2L;2H;2I;2J;2H;2I;110;93;110;96;121;93;89;90;91;89;90;32;2L;32;2O;3D;2L;2H;2H;2I;2H;2I;110;93;110;96;121;93;89;89;90;89;90;0;0;0;0;0;0;0;1;1;0;0;69;52;69;55;80;52;48;48;49;48;49;;69;52;69;55;80;52;48;48;49;48;69;121;190;245;325;377;425;473;522;570;619
334;1390000101;70;1;3;9;0;0;0;0;1;0;1;1;3;9;0;0;0;0;1;0;1;49;51;57;48;48;48;48;49;48;49;34;2J;2L;2R;2I;2J;2I;2J;2K;2I;2J;112;91;93;99;90;91;90;91;92;90;91;34;2J;2L;2R;2I;2I;2I;2I;2J;2I;2J;112;91;93;99;90;90;90;90;91;90;91;0;0;0;0;0;1;0;1;1;0;0;70;49;51;57;48;48;48;48;49;48;49;;70;49;51;57;48;48;48;48;49;48;70;119;170;227;275;323;371;419;468;516;565
335;1480000101;70;1;4;8;0;0;0;0;1;0;1;1;4;8;0;0;0;0;1;0;1;49;52;56;48;48;48;48;49;48;49;34;2J;2M;2Q;2I;2J;2I;2J;2K;2I;2J;112;91;94;98;90;91;90;91;92;90;91;34;2J;2M;2Q;2I;2I;2I;2I;2J;2I;2J;112;91;94;98;90;90;90;90;91;90;91;0;0;0;0;0;1;0;1;1;0;0;70;49;52;56;48;48;48;48;49;48;49;;70;49;52;56;48;48;48;48;49;48;70;119;171;227;275;323;371;419;468;516;565
336;1570000101;70;1;5;7;0;0;0;0;1;0;1;1;5;7;0;0;0;0;1;0;1;49;53;55;48;48;48;48;49;48;49;34;2J;2N;2P;2I;2J;2I;2J;2K;2I;2J;112;91;95;97;90;91;90;91;92;90;91;34;2J;2N;2P;2I;2I;2I;2I;2J;2I;2J;112;91;95;97;90;90;90;90;91;90;91;0;0;0;0;0;1;0;1;1;0;0;70;49;53;55;48;48;48;48;49;48;49;;70;49;53;55;48;48;48;48;49;48;70;119;172;227;275;323;371;419;468;516;565
337;1660000101;70;1;6;6;0;0;0;0;1;0;1;1;6;6;0;0;0;0;1;0;1;49;54;54;48;48;48;48;49;48;49;34;2J;2O;2P;2I;2J;2I;2J;2K;2I;2J;112;91;96;97;90;91;90;91;92;90;91;34;2J;2O;2O;2I;2I;2I;2I;2J;2I;2J;112;91;96;96;90;90;90;90;91;90;91;0;0;0;1;0;1;0;1;1;0;0;70;49;54;54;48;48;48;48;49;48;49;;70;49;54;54;48;48;48;48;49;48;70;119;173;227;275;323;371;419;468;516;565
338;1750000101;70;1;7;5;0;0;0;0;1;0;1;1;7;5;0;0;0;0;1;0;1;49;55;53;48;48;48;48;49;48;49;34;2J;2P;2N;2I;2J;2I;2J;2K;2I;2J;112;91;97;95;90;91;90;91;92;90;91;34;2J;2P;2N;2I;2I;2I;2I;2J;2I;2J;112;91;97;95;90;90;90;90;91;90;91;0;0;0;0;0;1;0;1;1;0;0;70;49;55;53;48;48;48;48;49;48;49;;70;49;55;53;48;48;48;48;49;48;70;119;174;227;275;323;371;419;468;516;565
339;1EB5H00101;70;1;E;B;5;H;0;0;1;0;1;1;14;11;5;17;0;0;1;0;1;49;69;66;53;72;48;48;49;48;49;34;2J;33;30;2N;36;2I;2J;2K;2I;2J;112;91;111;108;95;114;90;91;92;90;91;34;2J;33;30;2N;36;2I;2I;2J;2I;2J;112;91;111;108;95;114;90;90;91;90;91;0;0;0;0;0;0;0;1;1;0;0;70;49;69;66;53;72;48;48;49;48;49;;70;49;69;66;53;72;48;48;49;48;70;119;188;254;307;379;427;475;524;572;621
340;2470000101;70;2;4;7;0;0;0;0;1;0;1;2;4;7;0;0;0;0;1;0;1;50;52;55;48;48;48;48;49;48;49;34;2K;2M;2P;2I;2J;2I;2J;2K;2I;2J;112;92;94;97;90;91;90;91;92;90;91;34;2K;2M;2P;2I;2I;2I;2I;2J;2I;2J;112;92;94;97;90;90;90;90;91;90;91;0;0;0;0;0;1;0;1;1;0;0;70;50;52;55;48;48;48;48;49;48;49;;70;50;52;55;48;48;48;48;49;48;70;120;172;227;275;323;371;419;468;516;565
341;2560000101;70;2;5;6;0;0;0;0;1;0;1;2;5;6;0;0;0;0;1;0;1;50;53;54;48;48;48;48;49;48;49;34;2K;2N;2O;2I;2J;2I;2J;2K;2I;2J;112;92;95;96;90;91;90;91;92;90;91;34;2K;2N;2O;2I;2I;2I;2I;2J;2I;2J;112;92;95;96;90;90;90;90;91;90;91;0;0;0;0;0;1;0;1;1;0;0;70;50;53;54;48;48;48;48;49;48;49;;70;50;53;54;48;48;48;48;49;48;70;120;173;227;275;323;371;419;468;516;565
342;4900000101;70;4;9;0;0;0;0;0;1;0;1;4;9;0;0;0;0;0;1;0;1;52;57;48;48;48;48;48;49;48;49;34;2M;2R;2I;2J;2I;2J;2I;2J;2I;2J;112;94;99;90;91;90;91;90;91;90;91;34;2M;2R;2I;2I;2I;2I;2I;2J;2I;2J;112;94;99;90;90;90;90;90;91;90;91;0;0;0;0;1;0;1;0;0;0;0;70;52;57;48;48;48;48;48;49;48;49;;70;52;57;48;48;48;48;48;49;48;70;122;179;227;275;323;371;419;468;516;565
343;6700000101;70;6;7;0;0;0;0;0;1;0;1;6;7;0;0;0;0;0;1;0;1;54;55;48;48;48;48;48;49;48;49;34;2O;2P;2I;2J;2I;2J;2I;2J;2I;2J;112;96;97;90;91;90;91;90;91;90;91;34;2O;2P;2I;2I;2I;2I;2I;2J;2I;2J;112;96;97;90;90;90;90;90;91;90;91;0;0;0;0;1;0;1;0;0;0;0;70;54;55;48;48;48;48;48;49;48;49;;70;54;55;48;48;48;48;48;49;48;70;124;179;227;275;323;371;419;468;516;565
344;8410000101;70;8;4;1;0;0;0;0;1;0;1;8;4;1;0;0;0;0;1;0;1;56;52;49;48;48;48;48;49;48;49;34;2Q;2M;2J;2I;2J;2I;2J;2K;2I;2J;112;98;94;91;90;91;90;91;92;90;91;34;2Q;2M;2J;2I;2I;2I;2I;2J;2I;2J;112;98;94;91;90;90;90;90;91;90;91;0;0;0;0;0;1;0;1;1;0;0;70;56;52;49;48;48;48;48;49;48;49;;70;56;52;49;48;48;48;48;49;48;70;126;178;227;275;323;371;419;468;516;565
345;1490000101;71;1;4;9;0;0;0;0;1;0;1;1;4;9;0;0;0;0;1;0;1;49;52;57;48;48;48;48;49;48;49;36;2K;2N;2S;2J;2K;2J;2K;2L;2J;2K;114;92;95;100;91;92;91;92;93;91;92;36;2K;2N;2S;2J;2J;2J;2J;2K;2J;2K;114;92;95;100;91;91;91;91;92;91;92;0;0;0;0;0;1;0;1;1;0;0;71;49;52;57;48;48;48;48;49;48;49;;71;49;52;57;48;48;48;48;49;48;71;120;172;229;277;325;373;421;470;518;567
346;1580000101;71;1;5;8;0;0;0;0;1;0;1;1;5;8;0;0;0;0;1;0;1;49;53;56;48;48;48;48;49;48;49;36;2K;2O;2R;2J;2K;2J;2K;2L;2J;2K;114;92;96;99;91;92;91;92;93;91;92;36;2K;2O;2R;2J;2J;2J;2J;2K;2J;2K;114;92;96;99;91;91;91;91;92;91;92;0;0;0;0;0;1;0;1;1;0;0;71;49;53;56;48;48;48;48;49;48;49;;71;49;53;56;48;48;48;48;49;48;71;120;173;229;277;325;373;421;470;518;567
347;1670000101;71;1;6;7;0;0;0;0;1;0;1;1;6;7;0;0;0;0;1;0;1;49;54;55;48;48;48;48;49;48;49;36;2K;2P;2Q;2J;2K;2J;2K;2L;2J;2K;114;92;97;98;91;92;91;92;93;91;92;36;2K;2P;2Q;2J;2J;2J;2J;2K;2J;2K;114;92;97;98;91;91;91;91;92;91;92;0;0;0;0;0;1;0;1;1;0;0;71;49;54;55;48;48;48;48;49;48;49;;71;49;54;55;48;48;48;48;49;48;71;120;174;229;277;325;373;421;470;518;567
348;1EB4J00101;71;1;E;B;4;J;0;0;1;0;1;1;14;11;4;19;0;0;1;0;1;49;69;66;52;74;48;48;49;48;49;36;2K;34;31;2N;39;2J;2K;2L;2J;2K;114;92;112;109;95;117;91;92;93;91;92;36;2K;34;31;2N;39;2J;2J;2K;2J;2K;114;92;112;109;95;117;91;91;92;91;92;0;0;0;0;0;0;0;1;1;0;0;71;49;69;66;52;74;48;48;49;48;49;;71;49;69;66;52;74;48;48;49;48;71;120;189;255;307;381;429;477;526;574;623
349;5900000101;71;5;9;0;0;0;0;0;1;0;1;5;9;0;0;0;0;0;1;0;1;53;57;48;48;48;48;48;49;48;49;36;2O;2S;2J;2K;2J;2K;2J;2K;2J;2K;114;96;100;91;92;91;92;91;92;91;92;36;2O;2S;2J;2J;2J;2J;2J;2K;2J;2K;114;96;100;91;91;91;91;91;92;91;92;0;0;0;0;1;0;1;0;0;0;0;71;53;57;48;48;48;48;48;49;48;49;;71;53;57;48;48;48;48;48;49;48;71;124;181;229;277;325;373;421;470;518;567
350;7700000101;71;7;7;0;0;0;0;0;1;0;1;7;7;0;0;0;0;0;1;0;1;55;55;48;48;48;48;48;49;48;49;36;2Q;2R;2J;2K;2J;2K;2J;2K;2J;2K;114;98;99;91;92;91;92;91;92;91;92;36;2Q;2Q;2J;2J;2J;2J;2J;2K;2J;2K;114;98;98;91;91;91;91;91;92;91;92;0;0;1;0;1;0;1;0;0;0;0;71;55;55;48;48;48;48;48;49;48;49;;71;55;55;48;48;48;48;48;49;48;71;126;181;229;277;325;373;421;470;518;567
351;9410000101;71;9;4;1;0;0;0;0;1;0;1;9;4;1;0;0;0;0;1;0;1;57;52;49;48;48;48;48;49;48;49;36;2S;2N;2K;2J;2K;2J;2K;2L;2J;2K;114;100;95;92;91;92;91;92;93;91;92;36;2S;2N;2K;2J;2J;2J;2J;2K;2J;2K;114;100;95;92;91;91;91;91;92;91;92;0;0;0;0;0;1;0;1;1;0;0;71;57;52;49;48;48;48;48;49;48;49;;71;57;52;49;48;48;48;48;49;48;71;128;180;229;277;325;373;421;470;518;567
352;1680000101;72;1;6;8;0;0;0;0;1;0;1;1;6;8;0;0;0;0;1;0;1;49;54;56;48;48;48;48;49;48;49;38;2L;2Q;2S;2K;2L;2K;2L;2M;2K;2L;116;93;98;100;92;93;92;93;94;92;93;38;2L;2Q;2S;2K;2K;2K;2K;2L;2K;2L;116;93;98;100;92;92;92;92;93;92;93;0;0;0;0;0;1;0;1;1;0;0;72;49;54;56;48;48;48;48;49;48;49;;72;49;54;56;48;48;48;48;49;48;72;121;175;231;279;327;375;423;472;520;569
353;1770000101;72;1;7;7;0;0;0;0;1;0;1;1;7;7;0;0;0;0;1;0;1;49;55;55;48;48;48;48;49;48;49;38;2L;2R;2S;2K;2L;2K;2L;2M;2K;2L;116;93;99;100;92;93;92;93;94;92;93;38;2L;2R;2R;2K;2K;2K;2K;2L;2K;2L;116;93;99;99;92;92;92;92;93;92;93;0;0;0;1;0;1;0;1;1;0;0;72;49;55;55;48;48;48;48;49;48;49;;72;49;55;55;48;48;48;48;49;48;72;121;176;231;279;327;375;423;472;520;569
354;3750000101;72;3;7;5;0;0;0;0;1;0;1;3;7;5;0;0;0;0;1;0;1;51;55;53;48;48;48;48;49;48;49;38;2N;2R;2P;2K;2L;2K;2L;2M;2K;2L;116;95;99;97;92;93;92;93;94;92;93;38;2N;2R;2P;2K;2K;2K;2K;2L;2K;2L;116;95;99;97;92;92;92;92;93;92;93;0;0;0;0;0;1;0;1;1;0;0;72;51;55;53;48;48;48;48;49;48;49;;72;51;55;53;48;48;48;48;49;48;72;123;178;231;279;327;375;423;472;520;569
355;UPZRJ00101;72;U;P;Z;R;J;0;0;1;0;1;30;25;35;27;19;0;0;1;0;1;85;80;90;82;74;48;48;49;48;49;38;3L;3G;3Q;3I;3A;2K;2L;2M;2K;2L;116;129;124;134;126;118;92;93;94;92;93;38;3L;3G;3Q;3I;3A;2K;2K;2L;2K;2L;116;129;124;134;126;118;92;92;93;92;93;0;0;0;0;0;0;0;1;1;0;0;72;85;80;90;82;74;48;48;49;48;49;;72;85;80;90;82;74;48;48;49;48;72;157;237;327;409;483;531;579;628;676;725
