SourceRow;WorkerID;PrefixActual_ASC;PrefixCalc_ASC;PrefixActual_RAW;PrefixCalc_RAW;Prefix_OK;Block1Actual;Block1Calc;Block1_OK;Block1_FirstDiff;Block2Actual;Block2Calc;Block2_OK;Block2_FirstDiff;ALL_OK;Status
164;VBLOJ00101;42;42;0B;0B;PRAVDA;0B1J0Z191C170H0H0I0H0I;0B1J0Z191C170H0H0I0H0I;PRAVDA;;1K2S282I2L2G1Q1R1S1Q1R;1K2S282I2L2G1Q1Q1R1Q1R;NEPRAVDA;P19;NEPRAVDA;BLOCK2
165;W200000101;42;42;0B;0B;PRAVDA;0B1K0J0H0H0H0H0H0I0H0I;0B1K0J0H0H0H0H0H0I0H0I;PRAVDA;;1K2T1S1Q1R1Q1R1Q1R1Q1R;1K2T1S1Q1Q1Q1Q1Q1R1Q1R;NEPRAVDA;P16;NEPRAVDA;BLOCK2
166;1HA0000101;43;43;0C;0C;PRAVDA;0C0I150Y0H0H0H0H0I0H0I;0C0I150Y0H0H0H0H0I0H0I;PRAVDA;;1M1S2F281R1S1R1S1T1R1S;1M1S2F281R1R1R1R1S1R1S;NEPRAVDA;P17;NEPRAVDA;BLOCK2
167;1P90000101;43;43;0C;0C;PRAVDA;0C0I1D0Q0H0H0H0H0I0H0I;0C0I1D0Q0H0H0H0H0I0H0I;PRAVDA;;1M1S2N201R1S1R1S1T1R1S;1M1S2N201R1R1R1R1S1R1S;NEPRAVDA;P17;NEPRAVDA;BLOCK2
168;1T50000101;43;43;0C;0C;PRAVDA;0C0I1H0M0H0H0H0H0I0H0I;0C0I1H0M0H0H0H0H0I0H0I;PRAVDA;;1M1S2R1W1R1S1R1S1T1R1S;1M1S2R1W1R1R1R1R1S1R1S;NEPRAVDA;P17;NEPRAVDA;BLOCK2
169;1U40000101;43;43;0C;0C;PRAVDA;0C0I1I0L0H0H0H0H0I0H0I;0C0I1I0L0H0H0H0H0I0H0I;PRAVDA;;1M1S2S1V1R1S1R1S1T1R1S;1M1S2S1V1R1R1R1R1S1R1S;NEPRAVDA;P17;NEPRAVDA;BLOCK2
170;2O90000101;43;43;0C;0C;PRAVDA;0C0J1C0Q0H0H0H0H0I0H0I;0C0J1C0Q0H0H0H0H0I0H0I;PRAVDA;;1M1T2M201R1S1R1S1T1R1S;1M1T2M201R1R1R1R1S1R1S;NEPRAVDA;P17;NEPRAVDA;BLOCK2
171;2P80000101;43;43;0C;0C;PRAVDA;0C0J1D0P0H0H0H0H0I0H0I;0C0J1D0P0H0H0H0H0I0H0I;PRAVDA;;1M1T2N1Z1R1S1R1S1T1R1S;1M1T2N1Z1R1R1R1R1S1R1S;NEPRAVDA;P17;NEPRAVDA;BLOCK2
172;2S50000101;43;43;0C;0C;PRAVDA;0C0J1G0M0H0H0H0H0I0H0I;0C0J1G0M0H0H0H0H0I0H0I;PRAVDA;;1M1T2Q1W1R1S1R1S1T1R1S;1M1T2Q1W1R1R1R1R1S1R1S;NEPRAVDA;P17;NEPRAVDA;BLOCK2
173;3P70000101;43;43;0C;0C;PRAVDA;0C0K1D0O0H0H0H0H0I0H0I;0C0K1D0O0H0H0H0H0I0H0I;PRAVDA;;1M1U2N1Y1R1S1R1S1T1R1S;1M1U2N1Y1R1R1R1R1S1R1S;NEPRAVDA;P17;NEPRAVDA;BLOCK2
174;3V10000101;43;43;0C;0C;PRAVDA;0C0K1J0I0H0H0H0H0I0H0I;0C0K1J0I0H0H0H0H0I0H0I;PRAVDA;;1M1U2T1S1R1S1R1S1T1R1S;1M1U2T1S1R1R1R1R1S1R1S;NEPRAVDA;P17;NEPRAVDA;BLOCK2
175;EXCTJ00101;43;43;0C;0C;PRAVDA;0C121L101H170H0H0I0H0I;0C121L101H170H0H0I0H0I;PRAVDA;;1M2C2V2A2R2H1R1S1T1R1S;1M2C2V2A2R2H1R1R1S1R1S;NEPRAVDA;P19;NEPRAVDA;BLOCK2
176;VAONJ00101;43;43;0C;0C;PRAVDA;0C1J0Y1C1B170H0H0I0H0I;0C1J0Y1C1B170H0H0I0H0I;PRAVDA;;1M2T282M2L2H1R1S1T1R1S;1M2T282M2L2H1R1R1S1R1S;NEPRAVDA;P19;NEPRAVDA;BLOCK2
177;X200000101;43;43;0C;0C;PRAVDA;0C1L0J0H0H0H0H0H0I0H0I;0C1L0J0H0H0H0H0H0I0H0I;PRAVDA;;1M2V1T1R1S1R1S1R1S1R1S;1M2V1T1R1R1R1R1R1S1R1S;NEPRAVDA;P16;NEPRAVDA;BLOCK2
178;1GC0000101;44;44;0D;0D;PRAVDA;0D0I14100H0H0H0H0I0H0I;0D0I14100H0H0H0H0I0H0I;PRAVDA;;1O1T2F2B1S1T1S1T1U1S1T;1O1T2F2B1S1S1S1S1T1S1T;NEPRAVDA;P17;NEPRAVDA;BLOCK2
179;1Y10000101;44;44;0D;0D;PRAVDA;0D0I1M0I0H0H0H0H0I0H0I;0D0I1M0I0H0H0H0H0I0H0I;PRAVDA;;1O1T2X1T1S1T1S1T1U1S1T;1O1T2X1T1S1S1S1S1T1S1T;NEPRAVDA;P17;NEPRAVDA;BLOCK2
180;2P90000101;44;44;0D;0D;PRAVDA;0D0J1D0Q0H0H0H0H0I0H0I;0D0J1D0Q0H0H0H0H0I0H0I;PRAVDA;;1O1U2O211S1T1S1T1U1S1T;1O1U2O211S1S1S1S1T1S1T;NEPRAVDA;P17;NEPRAVDA;BLOCK2
181;S9WRJ00101;44;44;0D;0D;PRAVDA;0D1G0Q1K1F170H0H0I0H0I;0D1G0Q1K1F170H0H0I0H0I;PRAVDA;;1O2R212V2Q2I1S1T1U1S1T;1O2R212V2Q2I1S1S1T1S1T;NEPRAVDA;P19;NEPRAVDA;BLOCK2
182;Y200000101;44;44;0D;0D;PRAVDA;0D1M0J0H0H0H0H0H0I0H0I;0D1M0J0H0H0H0H0H0I0H0I;PRAVDA;;1O2X1U1S1T1S1T1S1T1S1T;1O2X1U1S1S1S1S1S1T1S1T;NEPRAVDA;P16;NEPRAVDA;BLOCK2
183;1S80000101;45;45;0E;0E;PRAVDA;0E0I1G0P0H0H0H0H0I0H0I;0E0I1G0P0H0H0H0H0I0H0I;PRAVDA;;1Q1U2S211T1U1T1U1V1T1U;1Q1U2S211T1T1T1T1U1T1U;NEPRAVDA;P17;NEPRAVDA;BLOCK2
184;1T70000101;45;45;0E;0E;PRAVDA;0E0I1H0O0H0H0H0H0I0H0I;0E0I1H0O0H0H0H0H0I0H0I;PRAVDA;;1Q1U2T201T1U1T1U1V1T1U;1Q1U2T201T1T1T1T1U1T1U;NEPRAVDA;P17;NEPRAVDA;BLOCK2
185;1X30000101;45;45;0E;0E;PRAVDA;0E0I1L0K0H0H0H0H0I0H0I;0E0I1L0K0H0H0H0H0I0H0I;PRAVDA;;1Q1U2X1W1T1U1T1U1V1T1U;1Q1U2X1W1T1T1T1T1U1T1U;NEPRAVDA;P17;NEPRAVDA;BLOCK2
186;1Y20000101;45;45;0E;0E;PRAVDA;0E0I1M0J0H0H0H0H0I0H0I;0E0I1M0J0H0H0H0H0I0H0I;PRAVDA;;1Q1U2Y1V1T1U1T1U1V1T1U;1Q1U2Y1V1T1T1T1T1U1T1U;NEPRAVDA;P17;NEPRAVDA;BLOCK2
187;2GC0000101;45;45;0E;0E;PRAVDA;0E0J14100H0H0H0H0I0H0I;0E0J14100H0H0H0H0I0H0I;PRAVDA;;1Q1V2G2C1T1U1T1U1V1T1U;1Q1V2G2C1T1T1T1T1U1T1U;NEPRAVDA;P17;NEPRAVDA;BLOCK2
188;2R80000101;45;45;0E;0E;PRAVDA;0E0J1F0P0H0H0H0H0I0H0I;0E0J1F0P0H0H0H0H0I0H0I;PRAVDA;;1Q1V2R211T1U1T1U1V1T1U;1Q1V2R211T1T1T1T1U1T1U;NEPRAVDA;P17;NEPRAVDA;BLOCK2
189;ONIPJ00101;45;45;0E;0E;PRAVDA;0E1C1B161D170H0H0I0H0I;0E1C1B161D170H0H0I0H0I;PRAVDA;;1Q2O2N2I2P2J1T1U1V1T1U;1Q2O2N2I2P2J1T1T1U1T1U;NEPRAVDA;P19;NEPRAVDA;BLOCK2
190;Z200000101;45;45;0E;0E;PRAVDA;0E1N0J0H0H0H0H0H0I0H0I;0E1N0J0H0H0H0H0H0I0H0I;PRAVDA;;1Q2Z1V1T1U1T1U1T1U1T1U;1Q2Z1V1T1T1T1T1T1U1T1U;NEPRAVDA;P16;NEPRAVDA;BLOCK2
191;1T80000101;46;46;0F;0F;PRAVDA;0F0I1H0P0H0H0H0H0I0H0I;0F0I1H0P0H0H0H0H0I0H0I;PRAVDA;;1S1V2U221U1V1U1V1W1U1V;1S1V2U221U1U1U1U1V1U1V;NEPRAVDA;P17;NEPRAVDA;BLOCK2
192;1U70000101;46;46;0F;0F;PRAVDA;0F0I1I0O0H0H0H0H0I0H0I;0F0I1I0O0H0H0H0H0I0H0I;PRAVDA;;1S1V2V211U1V1U1V1W1U1V;1S1V2V211U1U1U1U1V1U1V;NEPRAVDA;P17;NEPRAVDA;BLOCK2
193;1X40000101;46;46;0F;0F;PRAVDA;0F0I1L0L0H0H0H0H0I0H0I;0F0I1L0L0H0H0H0H0I0H0I;PRAVDA;;1S1V2Y1Y1U1V1U1V1W1U1V;1S1V2Y1Y1U1U1U1U1V1U1V;NEPRAVDA;P17;NEPRAVDA;BLOCK2
194;2JA0000101;46;46;0F;0F;PRAVDA;0F0J170Y0H0H0H0H0I0H0I;0F0J170Y0H0H0H0H0I0H0I;PRAVDA;;1S1W2K2B1U1V1U1V1W1U1V;1S1W2K2B1U1U1U1U1V1U1V;NEPRAVDA;P17;NEPRAVDA;BLOCK2
195;3R80000101;46;46;0F;0F;PRAVDA;0F0K1F0P0H0H0H0H0I0H0I;0F0K1F0P0H0H0H0H0I0H0I;PRAVDA;;1S1X2S221U1V1U1V1W1U1V;1S1X2S221U1U1U1U1V1U1V;NEPRAVDA;P17;NEPRAVDA;BLOCK2
196;6V10000101;46;46;0F;0F;PRAVDA;0F0N1J0I0H0H0H0H0I0H0I;0F0N1J0I0H0H0H0H0I0H0I;PRAVDA;;1S202W1V1U1V1U1V1W1U1V;1S202W1V1U1U1U1U1V1U1V;NEPRAVDA;P17;NEPRAVDA;BLOCK2
197;QUDMJ00101;46;46;0F;0F;PRAVDA;0F1E1I111A170H0H0I0H0I;0F1E1I111A170H0H0I0H0I;PRAVDA;;1S2R2V2E2N2K1U1V1W1U1V;1S2R2V2E2N2K1U1U1V1U1V;NEPRAVDA;P19;NEPRAVDA;BLOCK2
198;Z300000101;46;46;0F;0F;PRAVDA;0F1N0K0H0H0H0H0H0I0H0I;0F1N0K0H0H0H0H0H0I0H0I;PRAVDA;;1S301X1U1V1U1V1U1V1U1V;1S301X1U1U1U1U1U1V1U1V;NEPRAVDA;P16;NEPRAVDA;BLOCK2
199;1JC0000101;47;47;0G;0G;PRAVDA;0G0I17100H0H0H0H0I0H0I;0G0I17100H0H0H0H0I0H0I;PRAVDA;;1U1W2L2E1V1W1V1W1X1V1W;1U1W2L2E1V1V1V1V1W1V1W;NEPRAVDA;P17;NEPRAVDA;BLOCK2
200;1LA0000101;47;47;0G;0G;PRAVDA;0G0I190Y0H0H0H0H0I0H0I;0G0I190Y0H0H0H0H0I0H0I;PRAVDA;;1U1W2N2C1V1W1V1W1X1V1W;1U1W2N2C1V1V1V1V1W1V1W;NEPRAVDA;P17;NEPRAVDA;BLOCK2
201;1U80000101;47;47;0G;0G;PRAVDA;0G0I1I0P0H0H0H0H0I0H0I;0G0I1I0P0H0H0H0H0I0H0I;PRAVDA;;1U1W2W231V1W1V1W1X1V1W;1U1W2W231V1V1V1V1W1V1W;NEPRAVDA;P17;NEPRAVDA;BLOCK2
202;1V70000101;47;47;0G;0G;PRAVDA;0G0I1J0O0H0H0H0H0I0H0I;0G0I1J0O0H0H0H0H0I0H0I;PRAVDA;;1U1W2X221V1W1V1W1X1V1W;1U1W2X221V1V1V1V1W1V1W;NEPRAVDA;P17;NEPRAVDA;BLOCK2
203;5X10000101;47;47;0G;0G;PRAVDA;0G0M1L0I0H0H0H0H0I0H0I;0G0M1L0I0H0H0H0H0I0H0I;PRAVDA;;1U202Z1W1V1W1V1W1X1V1W;1U202Z1W1V1V1V1V1W1V1W;NEPRAVDA;P17;NEPRAVDA;BLOCK2
204;NQFSJ00101;47;47;0G;0G;PRAVDA;0G1B1E131G170H0H0I0H0I;0G1B1E131G170H0H0I0H0I;PRAVDA;;1U2P2S2H2U2L1V1W1X1V1W;1U2P2S2H2U2L1V1V1W1V1W;NEPRAVDA;P19;NEPRAVDA;BLOCK2
205;PHSMJ00101;47;47;0G;0G;PRAVDA;0G1D151G1A170H0H0I0H0I;0G1D151G1A170H0H0I0H0I;PRAVDA;;1U2R2J2U2O2L1V1W1X1V1W;1U2R2J2U2O2L1V1V1W1V1W;NEPRAVDA;P19;NEPRAVDA;BLOCK2
206;VY3VJ00101;47;47;0G;0G;PRAVDA;0G1J1M0K1J170H0H0I0H0I;0G1J1M0K1J170H0H0I0H0I;PRAVDA;;1U2X301Y2X2L1V1W1X1V1W;1U2X301Y2X2L1V1V1W1V1W;NEPRAVDA;P19;NEPRAVDA;BLOCK2
207;Z3YRJ00101;47;47;0G;0G;PRAVDA;0G1N0K1M1F170H0H0I0H0I;0G1N0K1M1F170H0H0I0H0I;PRAVDA;;1U311Y302T2L1V1W1X1V1W;1U311Y302T2L1V1V1W1V1W;NEPRAVDA;P19;NEPRAVDA;BLOCK2
208;1KC0000101;48;48;0H;0H;PRAVDA;0H0I18100H0H0H0H0I0H0I;0H0I18100H0H0H0H0I0H0I;PRAVDA;;1W1X2N2F1W1X1W1X1Y1W1X;1W1X2N2F1W1W1W1W1X1W1X;NEPRAVDA;P17;NEPRAVDA;BLOCK2
209;1MA0000101;48;48;0H;0H;PRAVDA;0H0I1A0Y0H0H0H0H0I0H0I;0H0I1A0Y0H0H0H0H0I0H0I;PRAVDA;;1W1X2P2D1W1X1W1X1Y1W1X;1W1X2P2D1W1W1W1W1X1W1X;NEPRAVDA;P17;NEPRAVDA;BLOCK2
210;1V80000101;48;48;0H;0H;PRAVDA;0H0I1J0P0H0H0H0H0I0H0I;0H0I1J0P0H0H0H0H0I0H0I;PRAVDA;;1W1X2Y241W1X1W1X1Y1W1X;1W1X2Y241W1W1W1W1X1W1X;NEPRAVDA;P17;NEPRAVDA;BLOCK2
211;1X60000101;48;48;0H;0H;PRAVDA;0H0I1L0N0H0H0H0H0I0H0I;0H0I1L0N0H0H0H0H0I0H0I;PRAVDA;;1W1X30221W1X1W1X1Y1W1X;1W1X30221W1W1W1W1X1W1X;NEPRAVDA;P17;NEPRAVDA;BLOCK2
212;1Y50000101;48;48;0H;0H;PRAVDA;0H0I1M0M0H0H0H0H0I0H0I;0H0I1M0M0H0H0H0H0I0H0I;PRAVDA;;1W1X31211W1X1W1X1Y1W1X;1W1X31211W1W1W1W1X1W1X;NEPRAVDA;P17;NEPRAVDA;BLOCK2
213;1Z40000101;48;48;0H;0H;PRAVDA;0H0I1N0L0H0H0H0H0I0H0I;0H0I1N0L0H0H0H0H0I0H0I;PRAVDA;;1W1X32201W1X1W1X1Y1W1X;1W1X32201W1W1W1W1X1W1X;NEPRAVDA;P17;NEPRAVDA;BLOCK2
214;2LA0000101;48;48;0H;0H;PRAVDA;0H0J190Y0H0H0H0H0I0H0I;0H0J190Y0H0H0H0H0I0H0I;PRAVDA;;1W1Y2O2D1W1X1W1X1Y1W1X;1W1Y2O2D1W1W1W1W1X1W1X;NEPRAVDA;P17;NEPRAVDA;BLOCK2
215;7W10000101;48;48;0H;0H;PRAVDA;0H0O1K0I0H0H0H0H0I0H0I;0H0O1K0I0H0H0H0H0I0H0I;PRAVDA;;1W232Z1X1W1X1W1X1Y1W1X;1W232Z1X1W1W1W1W1X1W1X;NEPRAVDA;P17;NEPRAVDA;BLOCK2
216;NFUPJ00101;48;48;0H;0H;PRAVDA;0H1B131I1D170H0H0I0H0I;0H1B131I1D170H0H0I0H0I;PRAVDA;;1W2Q2I2X2S2M1W1X1Y1W1X;1W2Q2I2X2S2M1W1W1X1W1X;NEPRAVDA;P19;NEPRAVDA;BLOCK2
217;OPJPJ00101;48;48;0H;0H;PRAVDA;0H1C1D171D170H0H0I0H0I;0H1C1D171D170H0H0I0H0I;PRAVDA;;1W2R2S2M2S2M1W1X1Y1W1X;1W2R2S2M2S2M1W1W1X1W1X;NEPRAVDA;P19;NEPRAVDA;BLOCK2
218;OQFSJ00101;48;48;0H;0H;PRAVDA;0H1C1E131G170H0H0I0H0I;0H1C1E131G170H0H0I0H0I;PRAVDA;;1W2R2T2I2V2M1W1X1Y1W1X;1W2R2T2I2V2M1W1W1X1W1X;NEPRAVDA;P19;NEPRAVDA;BLOCK2
219;QTFNJ00101;48;48;0H;0H;PRAVDA;0H1E1H131B170H0H0I0H0I;0H1E1H131B170H0H0I0H0I;PRAVDA;;1W2T2W2I2Q2M1W1X1Y1W1X;1W2T2W2I2Q2M1W1W1X1W1X;NEPRAVDA;P19;NEPRAVDA;BLOCK2
220;V900000101;48;48;0H;0H;PRAVDA;0H1J0Q0H0H0H0H0H0I0H0I;0H1J0Q0H0H0H0H0H0I0H0I;PRAVDA;;1W2Y251W1X1W1X1W1X1W1X;1W2Y251W1W1W1W1W1X1W1X;NEPRAVDA;P16;NEPRAVDA;BLOCK2
221;1LC0000101;49;49;0I;0I;PRAVDA;0I0I19100H0H0H0H0I0H0I;0I0I19100H0H0H0H0I0H0I;PRAVDA;;1Y1Z2P2G1X1Y1X1Y1Z1X1Y;1Y1Y2P2G1X1X1X1X1Y1X1Y;NEPRAVDA;P13;NEPRAVDA;BLOCK2
222;1MB0000101;49;49;0I;0I;PRAVDA;0I0I1A0Z0H0H0H0H0I0H0I;0I0I1A0Z0H0H0H0H0I0H0I;PRAVDA;;1Y1Z2Q2F1X1Y1X1Y1Z1X1Y;1Y1Y2Q2F1X1X1X1X1Y1X1Y;NEPRAVDA;P13;NEPRAVDA;BLOCK2
223;1W80000101;49;49;0I;0I;PRAVDA;0I0I1K0P0H0H0H0H0I0H0I;0I0I1K0P0H0H0H0H0I0H0I;PRAVDA;;1Y1Z30251X1Y1X1Y1Z1X1Y;1Y1Y30251X1X1X1X1Y1X1Y;NEPRAVDA;P13;NEPRAVDA;BLOCK2
224;2Z40000101;49;49;0I;0I;PRAVDA;0I0J1N0L0H0H0H0H0I0H0I;0I0J1N0L0H0H0H0H0I0H0I;PRAVDA;;1Y1Z33211X1Y1X1Y1Z1X1Y;1Y1Z33211X1X1X1X1Y1X1Y;NEPRAVDA;P17;NEPRAVDA;BLOCK2
225;DRQSJ00101;49;49;0I;0I;PRAVDA;0I111F1E1G170H0H0I0H0I;0I111F1E1G170H0H0I0H0I;PRAVDA;;1Y2H2V2U2W2N1X1Y1Z1X1Y;1Y2H2V2U2W2N1X1X1Y1X1Y;NEPRAVDA;P19;NEPRAVDA;BLOCK2
226;W900000101;49;49;0I;0I;PRAVDA;0I1K0Q0H0H0H0H0H0I0H0I;0I1K0Q0H0H0H0H0H0I0H0I;PRAVDA;;1Y30261X1Y1X1Y1X1Y1X1Y;1Y30261X1X1X1X1X1Y1X1Y;NEPRAVDA;P16;NEPRAVDA;BLOCK2
227;1MC0000101;50;50;0J;0J;PRAVDA;0J0I1A100H0H0H0H0I0H0I;0J0I1A100H0H0H0H0I0H0I;PRAVDA;;201Z2R2H1Y1Z1Y1Z201Y1Z;201Z2R2H1Y1Y1Y1Y1Z1Y1Z;NEPRAVDA;P17;NEPRAVDA;BLOCK2
228;1NB0000101;50;50;0J;0J;PRAVDA;0J0I1B0Z0H0H0H0H0I0H0I;0J0I1B0Z0H0H0H0H0I0H0I;PRAVDA;;201Z2S2G1Y1Z1Y1Z201Y1Z;201Z2S2G1Y1Y1Y1Y1Z1Y1Z;NEPRAVDA;P17;NEPRAVDA;BLOCK2
229;1W90000101;50;50;0J;0J;PRAVDA;0J0I1K0Q0H0H0H0H0I0H0I;0J0I1K0Q0H0H0H0H0I0H0I;PRAVDA;;201Z31271Y1Z1Y1Z201Y1Z;201Z31271Y1Y1Y1Y1Z1Y1Z;NEPRAVDA;P17;NEPRAVDA;BLOCK2
230;1X80000101;50;50;0J;0J;PRAVDA;0J0I1L0P0H0H0H0H0I0H0I;0J0I1L0P0H0H0H0H0I0H0I;PRAVDA;;201Z32261Y1Z1Y1Z201Y1Z;201Z32261Y1Y1Y1Y1Z1Y1Z;NEPRAVDA;P17;NEPRAVDA;BLOCK2
231;2W80000101;50;50;0J;0J;PRAVDA;0J0J1K0P0H0H0H0H0I0H0I;0J0J1K0P0H0H0H0H0I0H0I;PRAVDA;;202131261Y1Z1Y1Z201Y1Z;202031261Y1Y1Y1Y1Z1Y1Z;NEPRAVDA;P13;NEPRAVDA;BLOCK2
232;4U80000101;50;50;0J;0J;PRAVDA;0J0L1I0P0H0H0H0H0I0H0I;0J0L1I0P0H0H0H0H0I0H0I;PRAVDA;;20222Z261Y1Z1Y1Z201Y1Z;20222Z261Y1Y1Y1Y1Z1Y1Z;NEPRAVDA;P17;NEPRAVDA;BLOCK2
233;KXKMJ00101;50;50;0J;0J;PRAVDA;0J181L181A170H0H0I0H0I;0J181L181A170H0H0I0H0I;PRAVDA;;202P322P2R2O1Y1Z201Y1Z;202P322P2R2O1Y1Y1Z1Y1Z;NEPRAVDA;P19;NEPRAVDA;BLOCK2
234;PQKOJ00101;50;50;0J;0J;PRAVDA;0J1D1E181C170H0H0I0H0I;0J1D1E181C170H0H0I0H0I;PRAVDA;;202U2V2P2T2O1Y1Z201Y1Z;202U2V2P2T2O1Y1Y1Z1Y1Z;NEPRAVDA;P19;NEPRAVDA;BLOCK2
235;ZQBNJ00101;50;50;0J;0J;PRAVDA;0J1N1E0Z1B170H0H0I0H0I;0J1N1E0Z1B170H0H0I0H0I;PRAVDA;;20342V2G2S2O1Y1Z201Y1Z;20342V2G2S2O1Y1Y1Z1Y1Z;NEPRAVDA;P19;NEPRAVDA;BLOCK2
236;1NC0000101;51;51;0K;0K;PRAVDA;0K0I1B100H0H0H0H0I0H0I;0K0I1B100H0H0H0H0I0H0I;PRAVDA;;22202T2I1Z201Z20211Z20;22202T2I1Z1Z1Z1Z201Z20;NEPRAVDA;P17;NEPRAVDA;BLOCK2
237;1OB0000101;51;51;0K;0K;PRAVDA;0K0I1C0Z0H0H0H0H0I0H0I;0K0I1C0Z0H0H0H0H0I0H0I;PRAVDA;;22202U2H1Z201Z20211Z20;22202U2H1Z1Z1Z1Z201Z20;NEPRAVDA;P17;NEPRAVDA;BLOCK2
238;1PA0000101;51;51;0K;0K;PRAVDA;0K0I1D0Y0H0H0H0H0I0H0I;0K0I1D0Y0H0H0H0H0I0H0I;PRAVDA;;22202V2G1Z201Z20211Z20;22202V2G1Z1Z1Z1Z201Z20;NEPRAVDA;P17;NEPRAVDA;BLOCK2
239;1X90000101;51;51;0K;0K;PRAVDA;0K0I1L0Q0H0H0H0H0I0H0I;0K0I1L0Q0H0H0H0H0I0H0I;PRAVDA;;222033281Z201Z20211Z20;222033281Z1Z1Z1Z201Z20;NEPRAVDA;P17;NEPRAVDA;BLOCK2
240;1Y80000101;51;51;0K;0K;PRAVDA;0K0I1M0P0H0H0H0H0I0H0I;0K0I1M0P0H0H0H0H0I0H0I;PRAVDA;;222034271Z201Z20211Z20;222034271Z1Z1Z1Z201Z20;NEPRAVDA;P17;NEPRAVDA;BLOCK2
241;2NB0000101;51;51;0K;0K;PRAVDA;0K0J1B0Z0H0H0H0H0I0H0I;0K0J1B0Z0H0H0H0H0I0H0I;PRAVDA;;22212T2H1Z201Z20211Z20;22212T2H1Z1Z1Z1Z201Z20;NEPRAVDA;P17;NEPRAVDA;BLOCK2
242;2Z60000101;51;51;0K;0K;PRAVDA;0K0J1N0N0H0H0H0H0I0H0I;0K0J1N0N0H0H0H0H0I0H0I;PRAVDA;;222135251Z201Z20211Z20;222135251Z1Z1Z1Z201Z20;NEPRAVDA;P17;NEPRAVDA;BLOCK2
243;3W80000101;51;51;0K;0K;PRAVDA;0K0K1K0P0H0H0H0H0I0H0I;0K0K1K0P0H0H0H0H0I0H0I;PRAVDA;;222332271Z201Z20211Z20;222232271Z1Z1Z1Z201Z20;NEPRAVDA;P13;NEPRAVDA;BLOCK2
244;5U80000101;51;51;0K;0K;PRAVDA;0K0M1I0P0H0H0H0H0I0H0I;0K0M1I0P0H0H0H0H0I0H0I;PRAVDA;;222430271Z201Z20211Z20;222430271Z1Z1Z1Z201Z20;NEPRAVDA;P17;NEPRAVDA;BLOCK2
245;CUQSJ00101;51;51;0K;0K;PRAVDA;0K101I1E1G170H0H0I0H0I;0K101I1E1G170H0H0I0H0I;PRAVDA;;222I302W2Y2P1Z20211Z20;222I302W2Y2P1Z1Z201Z20;NEPRAVDA;P19;NEPRAVDA;BLOCK2
246;1QA0000101;52;52;0L;0L;PRAVDA;0L0I1E0Y0H0H0H0H0I0H0I;0L0I1E0Y0H0H0H0H0I0H0I;PRAVDA;;24212X2H20212021222021;24212X2H20202020212021;NEPRAVDA;P17;NEPRAVDA;BLOCK2
247;1Y90000101;52;52;0L;0L;PRAVDA;0L0I1M0Q0H0H0H0H0I0H0I;0L0I1M0Q0H0H0H0H0I0H0I;PRAVDA;;2421352920212021222021;2421352920202020212021;NEPRAVDA;P17;NEPRAVDA;BLOCK2
248;2Y80000101;52;52;0L;0L;PRAVDA;0L0J1M0P0H0H0H0H0I0H0I;0L0J1M0P0H0H0H0H0I0H0I;PRAVDA;;2422352820212021222021;2422352820202020212021;NEPRAVDA;P17;NEPRAVDA;BLOCK2
249;4W80000101;52;52;0L;0L;PRAVDA;0L0L1K0P0H0H0H0H0I0H0I;0L0L1K0P0H0H0H0H0I0H0I;PRAVDA;;2425332820212021222021;2424332820202020212021;NEPRAVDA;P13;NEPRAVDA;BLOCK2
250;6U80000101;52;52;0L;0L;PRAVDA;0L0N1I0P0H0H0H0H0I0H0I;0L0N1I0P0H0H0H0H0I0H0I;PRAVDA;;2426312820212021222021;2426312820202020212021;NEPRAVDA;P17;NEPRAVDA;BLOCK2
251;AUOXJ00101;52;52;0L;0L;PRAVDA;0L0Y1I1C1L170H0H0I0H0I;0L0Y1I1C1L170H0H0I0H0I;PRAVDA;;242H312V342Q2021222021;242H312V342Q2020212021;NEPRAVDA;P19;NEPRAVDA;BLOCK2
252;BYPRJ00101;52;52;0L;0L;PRAVDA;0L0Z1M1D1F170H0H0I0H0I;0L0Z1M1D1F170H0H0I0H0I;PRAVDA;;242I352W2Y2Q2021222021;242I352W2Y2Q2020212021;NEPRAVDA;P19;NEPRAVDA;BLOCK2
253;1RA0000101;53;53;0M;0M;PRAVDA;0M0I1F0Y0H0H0H0H0I0H0I;0M0I1F0Y0H0H0H0H0I0H0I;PRAVDA;;26222Z2I21222122232122;26222Z2I21212121222122;NEPRAVDA;P17;NEPRAVDA;BLOCK2
254;3Y80000101;53;53;0M;0M;PRAVDA;0M0K1M0P0H0H0H0H0I0H0I;0M0K1M0P0H0H0H0H0I0H0I;PRAVDA;;2624362921222122232122;2624362921212121222122;NEPRAVDA;P17;NEPRAVDA;BLOCK2
255;5W80000101;53;53;0M;0M;PRAVDA;0M0M1K0P0H0H0H0H0I0H0I;0M0M1K0P0H0H0H0H0I0H0I;PRAVDA;;2627342921222122232122;2626342921212121222122;NEPRAVDA;P13;NEPRAVDA;BLOCK2
256;AR10000101;53;53;0M;0M;PRAVDA;0M0Y1F0I0H0H0H0H0I0H0I;0M0Y1F0I0H0H0H0H0I0H0I;PRAVDA;;262I2Z2221222122232122;262I2Z2221212121222122;NEPRAVDA;P17;NEPRAVDA;BLOCK2
