SourceRow;WorkerID;PrefixActual_ASC;PrefixCalc_ASC;PrefixActual_RAW;PrefixCalc_RAW;Prefix_OK;Block1Actual;Block1Calc;Block1_OK;Block1_FirstDiff;Block2Actual;Block2Calc;Block2_OK;Block2_FirstDiff;ALL_OK;Status
412;1EPK100101;83;83;1G;1G;PRAVDA;1G0I121D180I0H0H0I0H0I;1G0I121D180I0H0H0I0H0I;PRAVDA;;3U2W3G3R3M2W2V2W2X2V2W;3U2W3G3R3M2W2V2V2W2V2W;NEPRAVDA;P19;NEPRAVDA;BLOCK2
413;2G10000101;83;83;1G;1G;PRAVDA;1G0J140I0H0H0H0H0I0H0I;1G0J140I0H0H0H0H0I0H0I;PRAVDA;;3U2X3I2W2V2W2V2W2X2V2W;3U2X3I2W2V2V2V2V2W2V2W;NEPRAVDA;P17;NEPRAVDA;BLOCK2
414;D510000101;83;83;1G;1G;PRAVDA;1G110M0I0H0H0H0H0I0H0I;1G110M0I0H0H0H0H0I0H0I;PRAVDA;;3U3F302W2V2W2V2W2X2V2W;3U3F302W2V2V2V2V2W2V2W;NEPRAVDA;P17;NEPRAVDA;BLOCK2
415;17C0000101;84;84;1H;1H;PRAVDA;1H0I0O100H0H0H0H0I0H0I;1H0I0O100H0H0H0H0I0H0I;PRAVDA;;3W2X333F2W2X2W2X2Y2W2X;3W2X333F2W2W2W2W2X2W2X;NEPRAVDA;P17;NEPRAVDA;BLOCK2
416;18B0000101;84;84;1H;1H;PRAVDA;1H0I0P0Z0H0H0H0H0I0H0I;1H0I0P0Z0H0H0H0H0I0H0I;PRAVDA;;3W2X343E2W2X2W2X2Y2W2X;3W2X343E2W2W2W2W2X2W2X;NEPRAVDA;P17;NEPRAVDA;BLOCK2
417;19A0000101;84;84;1H;1H;PRAVDA;1H0I0Q0Y0H0H0H0H0I0H0I;1H0I0Q0Y0H0H0H0H0I0H0I;PRAVDA;;3W2X353D2W2X2W2X2Y2W2X;3W2X353D2W2W2W2W2X2W2X;NEPRAVDA;P17;NEPRAVDA;BLOCK2
418;1A90000101;84;84;1H;1H;PRAVDA;1H0I0Y0Q0H0H0H0H0I0H0I;1H0I0Y0Q0H0H0H0H0I0H0I;PRAVDA;;3W2X3D352W2X2W2X2Y2W2X;3W2X3D352W2W2W2W2X2W2X;NEPRAVDA;P17;NEPRAVDA;BLOCK2
419;1B80000101;84;84;1H;1H;PRAVDA;1H0I0Z0P0H0H0H0H0I0H0I;1H0I0Z0P0H0H0H0H0I0H0I;PRAVDA;;3W2X3E342W2X2W2X2Y2W2X;3W2X3E342W2W2W2W2X2W2X;NEPRAVDA;P17;NEPRAVDA;BLOCK2
420;1C70000101;84;84;1H;1H;PRAVDA;1H0I100O0H0H0H0H0I0H0I;1H0I100O0H0H0H0H0I0H0I;PRAVDA;;3W2X3F332W2X2W2X2Y2W2X;3W2X3F332W2W2W2W2X2W2X;NEPRAVDA;P17;NEPRAVDA;BLOCK2
421;1F40000101;84;84;1H;1H;PRAVDA;1H0I130L0H0H0H0H0I0H0I;1H0I130L0H0H0H0H0I0H0I;PRAVDA;;3W2X3I302W2X2W2X2Y2W2X;3W2X3I302W2W2W2W2X2W2X;NEPRAVDA;P17;NEPRAVDA;BLOCK2
422;26C0000101;84;84;1H;1H;PRAVDA;1H0J0N100H0H0H0H0I0H0I;1H0J0N100H0H0H0H0I0H0I;PRAVDA;;3W2Y323F2W2X2W2X2Y2W2X;3W2Y323F2W2W2W2W2X2W2X;NEPRAVDA;P17;NEPRAVDA;BLOCK2
423;AE6BE00101;84;84;1H;1H;PRAVDA;1H0Y120N0Z120H0H0I0H0I;1H0Y120N0Z120H0H0I0H0I;PRAVDA;;3W3D3H323E3H2W2X2Y2W2X;3W3D3H323E3H2W2W2X2W2X;NEPRAVDA;P19;NEPRAVDA;BLOCK2
424;C800000101;84;84;1H;1H;PRAVDA;1H100P0H0H0H0H0H0I0H0I;1H100P0H0H0H0H0H0I0H0I;PRAVDA;;3W3F342W2X2W2X2W2X2W2X;3W3F342W2W2W2W2W2X2W2X;NEPRAVDA;P16;NEPRAVDA;BLOCK2
425;G400000101;84;84;1H;1H;PRAVDA;1H140L0H0H0H0H0H0I0H0I;1H140L0H0H0H0H0H0I0H0I;PRAVDA;;3W3J302W2X2W2X2W2X2W2X;3W3J302W2W2W2W2W2X2W2X;NEPRAVDA;P16;NEPRAVDA;BLOCK2
426;I200000101;84;84;1H;1H;PRAVDA;1H160J0H0H0H0H0H0I0H0I;1H160J0H0H0H0H0H0I0H0I;PRAVDA;;3W3L2Y2W2X2W2X2W2X2W2X;3W3L2Y2W2W2W2W2W2X2W2X;NEPRAVDA;P16;NEPRAVDA;BLOCK2
427;19B0000101;85;85;1I;1I;PRAVDA;1I0I0Q0Z0H0H0H0H0I0H0I;1I0I0Q0Z0H0H0H0H0I0H0I;PRAVDA;;3Y2Y363F2X2Y2X2Y2Z2X2Y;3Y2Y363F2X2X2X2X2Y2X2Y;NEPRAVDA;P17;NEPRAVDA;BLOCK2
428;1B90000101;85;85;1I;1I;PRAVDA;1I0I0Z0Q0H0H0H0H0I0H0I;1I0I0Z0Q0H0H0H0H0I0H0I;PRAVDA;;3Y2Y3F362X2Y2X2Y2Z2X2Y;3Y2Y3F362X2X2X2X2Y2X2Y;NEPRAVDA;P17;NEPRAVDA;BLOCK2
429;1E60000101;85;85;1I;1I;PRAVDA;1I0I120N0H0H0H0H0I0H0I;1I0I120N0H0H0H0H0I0H0I;PRAVDA;;3Y2Y3I332X2Y2X2Y2Z2X2Y;3Y2Y3I332X2X2X2X2Y2X2Y;NEPRAVDA;P17;NEPRAVDA;BLOCK2
430;2D60000101;85;85;1I;1I;PRAVDA;1I0J110N0H0H0H0H0I0H0I;1I0J110N0H0H0H0H0I0H0I;PRAVDA;;3Y2Z3H332X2Y2X2Y2Z2X2Y;3Y2Z3H332X2X2X2X2Y2X2Y;NEPRAVDA;P17;NEPRAVDA;BLOCK2
431;BE6BE00101;85;85;1I;1I;PRAVDA;1I0Z120N0Z120H0H0I0H0I;1I0Z120N0Z120H0H0I0H0I;PRAVDA;;3Y3F3I333F3I2X2Y2Z2X2Y;3Y3F3I333F3I2X2X2Y2X2Y;NEPRAVDA;P19;NEPRAVDA;BLOCK2
432;C900000101;85;85;1I;1I;PRAVDA;1I100Q0H0H0H0H0H0I0H0I;1I100Q0H0H0H0H0H0I0H0I;PRAVDA;;3Y3G362X2Y2X2Y2X2Y2X2Y;3Y3G362X2X2X2X2X2Y2X2Y;NEPRAVDA;P16;NEPRAVDA;BLOCK2
433;D800000101;85;85;1I;1I;PRAVDA;1I110P0H0H0H0H0H0I0H0I;1I110P0H0H0H0H0H0I0H0I;PRAVDA;;3Y3H352X2Y2X2Y2X2Y2X2Y;3Y3H352X2X2X2X2X2Y2X2Y;NEPRAVDA;P16;NEPRAVDA;BLOCK2
434;H400000101;85;85;1I;1I;PRAVDA;1I150L0H0H0H0H0H0I0H0I;1I150L0H0H0H0H0H0I0H0I;PRAVDA;;3Y3L312X2Y2X2Y2X2Y2X2Y;3Y3L312X2X2X2X2X2Y2X2Y;NEPRAVDA;P16;NEPRAVDA;BLOCK2
435;IEK4700101;85;85;1I;1I;PRAVDA;1I1612180L0O0H0H0I0H0I;1I1612180L0O0H0H0I0H0I;PRAVDA;;3Y3M3I3O31342X2Y2Z2X2Y;3Y3M3I3O31342X2X2Y2X2Y;NEPRAVDA;P19;NEPRAVDA;BLOCK2
436;19C0000101;86;86;1J;1J;PRAVDA;1J0I0Q100H0H0H0H0I0H0I;1J0I0Q100H0H0H0H0I0H0I;PRAVDA;;402Z373H2Y2Z2Y2Z302Y2Z;402Z373H2Y2Y2Y2Y2Z2Y2Z;NEPRAVDA;P17;NEPRAVDA;BLOCK2
437;1G50000101;86;86;1J;1J;PRAVDA;1J0I140M0H0H0H0H0I0H0I;1J0I140M0H0H0H0H0I0H0I;PRAVDA;;402Z3L332Y2Z2Y2Z302Y2Z;402Z3L332Y2Y2Y2Y2Z2Y2Z;NEPRAVDA;P17;NEPRAVDA;BLOCK2
438;1H40000101;86;86;1J;1J;PRAVDA;1J0I150L0H0H0H0H0I0H0I;1J0I150L0H0H0H0H0I0H0I;PRAVDA;;402Z3M322Y2Z2Y2Z302Y2Z;402Z3M322Y2Y2Y2Y2Z2Y2Z;NEPRAVDA;P17;NEPRAVDA;BLOCK2
439;1I30000101;86;86;1J;1J;PRAVDA;1J0I160K0H0H0H0H0I0H0I;1J0I160K0H0H0H0H0I0H0I;PRAVDA;;402Z3N312Y2Z2Y2Z302Y2Z;402Z3N312Y2Y2Y2Y2Z2Y2Z;NEPRAVDA;P17;NEPRAVDA;BLOCK2
440;2C80000101;86;86;1J;1J;PRAVDA;1J0J100P0H0H0H0H0I0H0I;1J0J100P0H0H0H0H0I0H0I;PRAVDA;;40303H362Y2Z2Y2Z302Y2Z;40303H362Y2Y2Y2Y2Z2Y2Z;NEPRAVDA;P17;NEPRAVDA;BLOCK2
441;2E60000101;86;86;1J;1J;PRAVDA;1J0J120N0H0H0H0H0I0H0I;1J0J120N0H0H0H0H0I0H0I;PRAVDA;;40303J342Y2Z2Y2Z302Y2Z;40303J342Y2Y2Y2Y2Z2Y2Z;NEPRAVDA;P17;NEPRAVDA;BLOCK2
442;2EGBE00101;86;86;1J;1J;PRAVDA;1J0J12140Z120H0H0I0H0I;1J0J12140Z120H0H0I0H0I;PRAVDA;;40303J3L3G3J2Y2Z302Y2Z;40303J3L3G3J2Y2Y2Z2Y2Z;NEPRAVDA;P19;NEPRAVDA;BLOCK2
443;2EUE400101;86;86;1J;1J;PRAVDA;1J0J121I120L0H0H0I0H0I;1J0J121I120L0H0H0I0H0I;PRAVDA;;40303J3Z3J322Y2Z302Y2Z;40303J3Z3J322Y2Y2Z2Y2Z;NEPRAVDA;P19;NEPRAVDA;BLOCK2
444;D08OJ00101;86;86;1J;1J;PRAVDA;1J110H0P1C170H0H0I0H0I;1J110H0P1C170H0H0I0H0I;PRAVDA;;403I2Y363T3O2Y2Z302Y2Z;403I2Y363T3O2Y2Y2Z2Y2Z;NEPRAVDA;P19;NEPRAVDA;BLOCK2
445;F700000101;86;86;1J;1J;PRAVDA;1J130O0H0H0H0H0H0I0H0I;1J130O0H0H0H0H0H0I0H0I;PRAVDA;;403K352Y2Z2Y2Z2Y2Z2Y2Z;403K352Y2Y2Y2Y2Y2Z2Y2Z;NEPRAVDA;P16;NEPRAVDA;BLOCK2
446;I400000101;86;86;1J;1J;PRAVDA;1J160L0H0H0H0H0H0I0H0I;1J160L0H0H0H0H0H0I0H0I;PRAVDA;;403N322Y2Z2Y2Z2Y2Z2Y2Z;403N322Y2Y2Y2Y2Y2Z2Y2Z;NEPRAVDA;P16;NEPRAVDA;BLOCK2
447;K200000101;86;86;1J;1J;PRAVDA;1J180J0H0H0H0H0H0I0H0I;1J180J0H0H0H0H0H0I0H0I;PRAVDA;;403P302Y2Z2Y2Z2Y2Z2Y2Z;403P302Y2Y2Y2Y2Y2Z2Y2Z;NEPRAVDA;P16;NEPRAVDA;BLOCK2
448;1ECID00101;87;87;1K;1K;PRAVDA;1K0I121016110H0H0I0H0I;1K0I121016110H0H0I0H0I;PRAVDA;;42303K3I3O3J2Z30312Z30;42303K3I3O3J2Z2Z302Z30;NEPRAVDA;P19;NEPRAVDA;BLOCK2
449;1ETG500101;87;87;1K;1K;PRAVDA;1K0I121H140M0H0H0I0H0I;1K0I121H140M0H0H0I0H0I;PRAVDA;;42303K3Z3M342Z30312Z30;42303K3Z3M342Z2Z302Z30;NEPRAVDA;P19;NEPRAVDA;BLOCK2
450;4EFBE00101;87;87;1K;1K;PRAVDA;1K0L12130Z120H0H0I0H0I;1K0L12130Z120H0H0I0H0I;PRAVDA;;42333K3L3H3K2Z30312Z30;42333K3L3H3K2Z2Z302Z30;NEPRAVDA;P19;NEPRAVDA;BLOCK2
451;0FUG500101;88;88;1L;1L;PRAVDA;1L0H131I140M0H0H0I0H0I;1L0H131I140M0H0H0I0H0I;PRAVDA;;44303M413N353031323031;44303M413N353030313031;NEPRAVDA;P19;NEPRAVDA;BLOCK2
452;2EY0G00101;88;88;1L;1L;PRAVDA;1L0J121M0H140H0H0I0H0I;1L0J121M0H140H0H0I0H0I;PRAVDA;;44323L45303N3031323031;44323L45303N3030313031;NEPRAVDA;P19;NEPRAVDA;BLOCK2
453;B53SJ00101;88;88;1L;1L;PRAVDA;1L0Z0M0K1G170H0H0I0H0I;1L0Z0M0K1G170H0H0I0H0I;PRAVDA;;443I35333Z3Q3031323031;443I35333Z3Q3030313031;NEPRAVDA;P19;NEPRAVDA;BLOCK2
454;07ERJ00101;89;89;1M;1M;PRAVDA;1M0H0O121F170H0H0I0H0I;1M0H0O121F170H0H0I0H0I;PRAVDA;;4631383M3Z3R3132333132;4631383M3Z3R3131323132;NEPRAVDA;P19;NEPRAVDA;BLOCK2
455;1EKAF00101;89;89;1M;1M;PRAVDA;1M0I12180Y130H0H0I0H0I;1M0I12180Y130H0H0I0H0I;PRAVDA;;46323M3S3I3N3132333132;46323M3S3I3N3131323132;NEPRAVDA;P19;NEPRAVDA;BLOCK2
456;1J3PJ00101;89;89;1M;1M;PRAVDA;1M0I170K1D170H0H0I0H0I;1M0I170K1D170H0H0I0H0I;PRAVDA;;46323R343X3R3132333132;46323R343X3R3131323132;NEPRAVDA;P19;NEPRAVDA;BLOCK2
457;3ECID00101;89;89;1M;1M;PRAVDA;1M0K121016110H0H0I0H0I;1M0K121016110H0H0I0H0I;PRAVDA;;46343M3K3Q3L3132333132;46343M3K3Q3L3131323132;NEPRAVDA;P19;NEPRAVDA;BLOCK2
458;BE9U300101;89;89;1M;1M;PRAVDA;1M0Z120Q1I0K0H0H0I0H0I;1M0Z120Q1I0K0H0H0I0H0I;PRAVDA;;463J3M3A42343132333132;463J3M3A42343131323132;NEPRAVDA;P19;NEPRAVDA;BLOCK2
459;20SKJ00101;91;91;1O;1O;PRAVDA;1O0J0H1G18170H0H0I0H0I;1O0J0H1G18170H0H0I0H0I;PRAVDA;;4A3533423U3T3334353334;4A3533423U3T3333343334;NEPRAVDA;P19;NEPRAVDA;BLOCK2
460;0O1QJ00101;92;92;1P;1P;PRAVDA;1P0H1C0I1E170H0H0I0H0I;1P0H1C0I1E170H0H0I0H0I;PRAVDA;;4C343Z35413U3435363435;4C343Z35413U3434353435;NEPRAVDA;P19;NEPRAVDA;BLOCK2
461;20TLJ00101;93;93;1Q;1Q;PRAVDA;1Q0J0H1H19170H0H0I0H0I;1Q0J0H1H19170H0H0I0H0I;PRAVDA;;4E3735453X3V3536373536;4E3735453X3V3535363536;NEPRAVDA;P19;NEPRAVDA;BLOCK2
462;5FUG500101;93;93;1Q;1Q;PRAVDA;1Q0M131I140M0H0H0I0H0I;1Q0M131I140M0H0H0I0H0I;PRAVDA;;4E3A3R463S3A3536373536;4E3A3R463S3A3535363536;NEPRAVDA;P19;NEPRAVDA;BLOCK2
463;9E0WG00101;93;93;1Q;1Q;PRAVDA;1Q0Q120H1K140H0H0I0H0I;1Q0Q120H1K140H0H0I0H0I;PRAVDA;;4E3E3Q35483S3536373536;4E3E3Q35483S3535363536;NEPRAVDA;P19;NEPRAVDA;BLOCK2
464;1O1RJ00101;94;94;1R;1R;PRAVDA;1R0I1C0I1F170H0H0I0H0I;1R0I1C0I1F170H0H0I0H0I;PRAVDA;;4G374137443W3637383637;4G374137443W3636373637;NEPRAVDA;P19;NEPRAVDA;BLOCK2
465;H53SJ00101;94;94;1R;1R;PRAVDA;1R150M0K1G170H0H0I0H0I;1R150M0K1G170H0H0I0H0I;PRAVDA;;4G3U3B39453W3637383637;4G3U3B39453W3636373637;NEPRAVDA;P19;NEPRAVDA;BLOCK2
466;4EEHI00101;96;96;1T;1T;PRAVDA;1T0L121215160H0H0I0H0I;1T0L121215160H0H0I0H0I;PRAVDA;;4K3C3T3U3W3X38393A3839;4K3C3T3T3W3X3838393839;NEPRAVDA;P15;NEPRAVDA;BLOCK2
467;3CAPJ00101;98;98;1V;1V;PRAVDA;1V0K100Y1D170H0H0I0H0I;1V0K100Y1D170H0H0I0H0I;PRAVDA;;4O3D3T3R46403A3B3C3A3B;4O3D3T3R46403A3A3B3A3B;NEPRAVDA;P19;NEPRAVDA;BLOCK2
468;87GQJ00101;98;98;1V;1V;PRAVDA;1V0P0O141E170H0H0I0H0I;1V0P0O141E170H0H0I0H0I;PRAVDA;;4O3I3H3X47403A3B3C3A3B;4O3I3H3X47403A3A3B3A3B;NEPRAVDA;P19;NEPRAVDA;BLOCK2
469;8C9SJ00101;98;98;1V;1V;PRAVDA;1V0P100Q1G170H0H0I0H0I;1V0P100Q1G170H0H0I0H0I;PRAVDA;;4O3I3T3J49403A3B3C3A3B;4O3I3T3J49403A3A3B3A3B;NEPRAVDA;P19;NEPRAVDA;BLOCK2
470;1EOX500101;99;99;1W;1W;PRAVDA;1W0I121C1L0M0H0H0I0H0I;1W0I121C1L0M0H0H0I0H0I;PRAVDA;;4Q3C3W464F3G3B3C3D3B3C;4Q3C3W464F3G3B3B3C3B3C;NEPRAVDA;P19;NEPRAVDA;BLOCK2
471;23XKJ00101;99;99;1W;1W;PRAVDA;1W0J0K1L18170H0H0I0H0I;1W0J0K1L18170H0H0I0H0I;PRAVDA;;4Q3D3E4F42413B3C3D3B3C;4Q3D3E4F42413B3B3C3B3C;NEPRAVDA;P19;NEPRAVDA;BLOCK2
472;8D9SJ00101;99;99;1W;1W;PRAVDA;1W0P110Q1G170H0H0I0H0I;1W0P110Q1G170H0H0I0H0I;PRAVDA;;4Q3J3V3K4A413B3C3D3B3C;4Q3J3V3K4A413B3B3C3B3C;NEPRAVDA;P19;NEPRAVDA;BLOCK2
473;97GQJ00101;99;99;1W;1W;PRAVDA;1W0Q0O141E170H0H0I0H0I;1W0Q0O141E170H0H0I0H0I;PRAVDA;;4Q3K3I3Y48413B3C3D3B3C;4Q3K3I3Y48413B3B3C3B3C;NEPRAVDA;P19;NEPRAVDA;BLOCK2
474;DB5MJ00101;99;99;1W;1W;PRAVDA;1W110Z0M1A170H0H0I0H0I;1W110Z0M1A170H0H0I0H0I;PRAVDA;;4Q3V3T3G44413B3C3D3B3C;4Q3V3T3G44413B3B3C3B3C;NEPRAVDA;P19;NEPRAVDA;BLOCK2
475;3EOX500101;101;101;1Y;1Y;PRAVDA;1Y0K121C1L0M0H0H0I0H0I;1Y0K121C1L0M0H0H0I0H0I;PRAVDA;;4U3G3Y484H3I3D3E3F3D3E;4U3G3Y484H3I3D3D3E3D3E;NEPRAVDA;P19;NEPRAVDA;BLOCK2
476;AE0WG00101;101;101;1Y;1Y;PRAVDA;1Y0Y120H1K140H0H0I0H0I;1Y0Y120H1K140H0H0I0H0I;PRAVDA;;4U3U3Y3D4G403D3E3F3D3E;4U3U3Y3D4G403D3D3E3D3E;NEPRAVDA;P19;NEPRAVDA;BLOCK2
477;3EPX500101;102;102;1Z;1Z;PRAVDA;1Z0K121D1L0M0H0H0I0H0I;1Z0K121D1L0M0H0H0I0H0I;PRAVDA;;4W3H3Z4A4I3J3E3F3G3E3F;4W3H3Z4A4I3J3E3E3F3E3F;NEPRAVDA;P19;NEPRAVDA;BLOCK2
478;44QSJ00101;103;103;20;20;PRAVDA;200L0L1E1G170H0H0I0H0I;200L0L1E1G170H0H0I0H0I;PRAVDA;;4Y3J3K4C4E453F3G3H3F3G;4Y3J3J4C4E453F3F3G3F3G;NEPRAVDA;P14;NEPRAVDA;BLOCK2
479;5EEQF00101;103;103;20;20;PRAVDA;200M12121E130H0H0I0H0I;200M12121E130H0H0I0H0I;PRAVDA;;4Y3K40414C413F3G3H3F3G;4Y3K40404C413F3F3G3F3G;NEPRAVDA;P15;NEPRAVDA;BLOCK2
480;DD3QJ00101;103;103;20;20;PRAVDA;2011110K1E170H0H0I0H0I;2011110K1E170H0H0I0H0I;PRAVDA;;4Y3Z403I4C453F3G3H3F3G;4Y3Z3Z3I4C453F3F3G3F3G;NEPRAVDA;P14;NEPRAVDA;BLOCK2
482;5EPX500101;104;104;21;21;PRAVDA;210M121D1L0M0H0H0I0H0I;210M121D1L0M0H0H0I0H0I;PRAVDA;;503L414C4K3L3G3H3I3G3H;503L414C4K3L3G3G3H3G3H;NEPRAVDA;P19;NEPRAVDA;BLOCK2
483;95KTJ00101;104;104;21;21;PRAVDA;210Q0M181H170H0H0I0H0I;210Q0M181H170H0H0I0H0I;PRAVDA;;503P3L474G463G3H3I3G3H;503P3L474G463G3G3H3G3H;NEPRAVDA;P19;NEPRAVDA;BLOCK2
484;CE8TC00101;104;104;21;21;PRAVDA;2110120P1H100H0H0I0H0I;2110120P1H100H0H0I0H0I;PRAVDA;;503Z413O4G3Z3G3H3I3G3H;503Z413O4G3Z3G3G3H3G3H;NEPRAVDA;P19;NEPRAVDA;BLOCK2
485;6EPX500101;105;105;22;22;PRAVDA;220N121D1L0M0H0H0I0H0I;220N121D1L0M0H0H0I0H0I;PRAVDA;;523N424D4L3M3H3I3J3H3I;523N424D4L3M3H3H3I3H3I;NEPRAVDA;P19;NEPRAVDA;BLOCK2
486;S53SJ00101;105;105;22;22;PRAVDA;221G0M0K1G170H0H0I0H0I;221G0M0K1G170H0H0I0H0I;PRAVDA;;524G3M3K4G473H3I3J3H3I;524G3M3K4G473H3H3I3H3I;NEPRAVDA;P19;NEPRAVDA;BLOCK2
487;2EZQ700101;106;106;23;23;PRAVDA;230J121N1E0O0H0H0I0H0I;230J121N1E0O0H0H0I0H0I;PRAVDA;;543K434O4F3P3I3J3K3I3J;543K434O4F3P3I3I3J3I3J;NEPRAVDA;P19;NEPRAVDA;BLOCK2
488;7EPX500101;106;106;23;23;PRAVDA;230O121D1L0M0H0H0I0H0I;230O121D1L0M0H0H0I0H0I;PRAVDA;;543P434E4M3N3I3J3K3I3J;543P434E4M3N3I3I3J3I3J;NEPRAVDA;P19;NEPRAVDA;BLOCK2
489;1PANJ00101;107;107;24;24;PRAVDA;240I1D0Y1B170H0H0I0H0I;240I1D0Y1B170H0H0I0H0I;PRAVDA;;563K4F404D493J3K3L3J3K;563K4F404D493J3J3K3J3K;NEPRAVDA;P19;NEPRAVDA;BLOCK2
490;A7GQJ00101;107;107;24;24;PRAVDA;240Y0O141E170H0H0I0H0I;240Y0O141E170H0H0I0H0I;PRAVDA;;56403Q464G493J3K3L3J3K;56403Q464G493J3J3K3J3K;NEPRAVDA;P19;NEPRAVDA;BLOCK2
491;0LJKJ00101;108;108;25;25;PRAVDA;250H191718170H0H0I0H0I;250H191718170H0H0I0H0I;PRAVDA;;583K4C4A4B4A3K3L3M3K3L;583K4C4A4B4A3K3K3L3K3L;NEPRAVDA;P19;NEPRAVDA;BLOCK2
492;9EPX500101;108;108;25;25;PRAVDA;250Q121D1L0M0H0H0I0H0I;250Q121D1L0M0H0H0I0H0I;PRAVDA;;583T454G4O3P3K3L3M3K3L;583T454G4O3P3K3K3L3K3L;NEPRAVDA;P19;NEPRAVDA;BLOCK2
493;A0TLJ00101;108;108;25;25;PRAVDA;250Y0H1H19170H0H0I0H0I;250Y0H1H19170H0H0I0H0I;PRAVDA;;58413K4K4C4A3K3L3M3K3L;58413K4K4C4A3K3K3L3K3L;NEPRAVDA;P19;NEPRAVDA;BLOCK2
494;B7GQJ00101;108;108;25;25;PRAVDA;250Z0O141E170H0H0I0H0I;250Z0O141E170H0H0I0H0I;PRAVDA;;58423R474H4A3K3L3M3K3L;58423R474H4A3K3K3L3K3L;NEPRAVDA;P19;NEPRAVDA;BLOCK2
495;5EZV200101;109;109;26;26;PRAVDA;260M121N1J0J0H0H0I0H0I;260M121N1J0J0H0H0I0H0I;PRAVDA;;5A3Q464R4N3N3L3M3N3L3M;5A3Q464R4N3N3L3L3M3L3M;NEPRAVDA;P19;NEPRAVDA;BLOCK2
496;R46VJ00101;109;109;26;26;PRAVDA;261F0L0N1J170H0H0I0H0I;261F0L0N1J170H0H0I0H0I;PRAVDA;;5A4J3P3R4N4B3L3M3N3L3M;5A4J3P3R4N4B3L3L3M3L3M;NEPRAVDA;P19;NEPRAVDA;BLOCK2
497;4BQLJ00101;110;110;27;27;PRAVDA;270L0Z1E19170H0H0I0H0I;270L0Z1E19170H0H0I0H0I;PRAVDA;;5C3Q444J4E4C3M3N3O3M3N;5C3Q444J4E4C3M3M3N3M3N;NEPRAVDA;P19;NEPRAVDA;BLOCK2
498;7LBNJ00101;110;110;27;27;PRAVDA;270O190Z1B170H0H0I0H0I;270O190Z1B170H0H0I0H0I;PRAVDA;;5C3T4E444G4C3M3N3O3M3N;5C3T4E444G4C3M3M3N3M3N;NEPRAVDA;P19;NEPRAVDA;BLOCK2
499;7V4RJ00101;110;110;27;27;PRAVDA;270O1J0L1F170H0H0I0H0I;270O1J0L1F170H0H0I0H0I;PRAVDA;;5C3T4O3Q4K4C3M3N3O3M3N;5C3T4O3Q4K4C3M3M3N3M3N;NEPRAVDA;P19;NEPRAVDA;BLOCK2
500;CD9SJ00101;110;110;27;27;PRAVDA;2710110Q1G170H0H0I0H0I;2710110Q1G170H0H0I0H0I;PRAVDA;;5C45463V4L4C3M3N3O3M3N;5C45463V4L4C3M3M3N3M3N;NEPRAVDA;P19;NEPRAVDA;BLOCK2
501;1NJKJ00101;111;111;28;28;PRAVDA;280I1B1718170H0H0I0H0I;280I1B1718170H0H0I0H0I;PRAVDA;;5E3O4H4D4E4D3N3O3P3N3O;5E3O4H4D4E4D3N3N3O3N3O;NEPRAVDA;P19;NEPRAVDA;BLOCK2
502;DJ5QJ00101;111;111;28;28;PRAVDA;2811170M1E170H0H0I0H0I;2811170M1E170H0H0I0H0I;PRAVDA;;5E474D3S4K4D3N3O3P3N3O;5E474D3S4K4D3N3N3O3N3O;NEPRAVDA;P19;NEPRAVDA;BLOCK2
503;HEUG500101;111;111;28;28;PRAVDA;2815121I140M0H0H0I0H0I;2815121I140M0H0H0I0H0I;PRAVDA;;5E4B484O4A3S3N3O3P3N3O;5E4B484O4A3S3N3N3O3N3O;NEPRAVDA;P19;NEPRAVDA;BLOCK2
504;5QANJ00101;112;112;29;29;PRAVDA;290M1E0Y1B170H0H0I0H0I;290M1E0Y1B170H0H0I0H0I;PRAVDA;;5G3T4L454I4E3O3P3Q3O3P;5G3T4L454I4E3O3O3P3O3P;NEPRAVDA;P19;NEPRAVDA;BLOCK2
505;0KOLJ00101;113;113;2A;2A;PRAVDA;2A0H181C19170H0H0I0H0I;2A0H181C19170H0H0I0H0I;PRAVDA;;5I3P4G4K4H4F3P3Q3R3P3Q;5I3P4G4K4H4F3P3P3Q3P3Q;NEPRAVDA;P19;NEPRAVDA;BLOCK2
506;74YRJ00101;113;113;2A;2A;PRAVDA;2A0O0L1M1F170H0H0I0H0I;2A0O0L1M1F170H0H0I0H0I;PRAVDA;;5I3W3T4U4N4F3P3Q3R3P3Q;5I3W3T4U4N4F3P3P3Q3P3Q;NEPRAVDA;P19;NEPRAVDA;BLOCK2
507;96QVJ00101;113;113;2A;2A;PRAVDA;2A0Q0N1E1J170H0H0I0H0I;2A0Q0N1E1J170H0H0I0H0I;PRAVDA;;5I3Y3V4M4R4F3P3Q3R3P3Q;5I3Y3V4M4R4F3P3P3Q3P3Q;NEPRAVDA;P19;NEPRAVDA;BLOCK2
508;ID7RJ00101;113;113;2A;2A;PRAVDA;2A16110O1F170H0H0I0H0I;2A16110O1F170H0H0I0H0I;PRAVDA;;5I4E493W4N4F3P3Q3R3P3Q;5I4E493W4N4F3P3P3Q3P3Q;NEPRAVDA;P19;NEPRAVDA;BLOCK2
